name;category;sub_category
treatment of sulfidic tailings, from gold mine operation, tailings impoundment;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from gold mine operation, tailings impoundment;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from gold mine operation, tailings impoundment;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from nickel mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from nickel mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from nickel mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from nickel mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from silver mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from silver mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from silver mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from silver mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from zinc-lead mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from zinc-lead mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from zinc-lead mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from zinc-lead mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from zinc-lead mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from zinc-lead mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from zinc-lead mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, from zinc-lead mine operation, tailings;waste treatment;Landfill\Residual material landfill\Transformation
treatment of sulfidic tailings, generic, tailings impoundment;waste treatment;Landfill\Residual material landfill\Transformation
treatment of tailing, from uranium milling;waste treatment;Nuclear waste\Transformation
treatment of tallow to esterquat;material;Chemicals\Washing agents\Tensides\Transformation
treatment of tallow to esterquat;material;Chemicals\Washing agents\Tensides\Transformation
treatment of tin slag, residual material landfill;waste treatment;Landfill\Residual material landfill\Transformation
treatment of tyre wear emissions, lorry;waste treatment;Transport\Transformation
treatment of tyre wear emissions, lorry;waste treatment;Transport\Transformation
treatment of tyre wear emissions, passenger car;waste treatment;Transport\Transformation
treatment of tyre wear emissions, passenger car;waste treatment;Transport\Transformation
treatment of uranium tailing, non-radioactive emission;waste treatment;Nuclear waste\Transformation
treatment of used air distribution terminal panel, steel, 120 m3/h;waste treatment;Construction waste\Transformation
treatment of used air distribution terminal panel, steel, 120 m3/h;waste treatment;Construction waste\Transformation
treatment of used air filter, central unit, 600 m3/h;waste treatment;Construction waste\Transformation
treatment of used air filter, central unit, 600 m3/h;waste treatment;Construction waste\Transformation
treatment of used air filter, decentralized unit, 180-250 m3/h;waste treatment;Construction waste\Transformation
treatment of used air filter, decentralized unit, 180-250 m3/h;waste treatment;Construction waste\Transformation
treatment of used air filter, decentralized unit, 250 m3/h;waste treatment;Construction waste\Transformation
treatment of used air filter, decentralized unit, 250 m3/h;waste treatment;Construction waste\Transformation
treatment of used air filter, in exhaust air valve;waste treatment;Construction waste\Transformation
treatment of used air filter, in exhaust air valve;waste treatment;Construction waste\Transformation
treatment of used bicycle;waste treatment;Transport\Transformation
treatment of used bicycle;waste treatment;Transport\Transformation
treatment of used blower and heat exchange unit, Avent E 97;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, Avent E 97;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, central, 600-1200 m3/h;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, central, 600-1200 m3/h;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, decentralized, 180-250 m3/h;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, decentralized, 180-250 m3/h;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, GE 250 RH;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, GE 250 RH;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, KWL 250;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, KWL 250;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, KWLC 1200;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, KWLC 1200;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, Storkair G 90;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, Storkair G 90;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, Twl-700;waste treatment;Construction waste\Transformation
treatment of used blower and heat exchange unit, Twl-700;waste treatment;Construction waste\Transformation
treatment of used bus;waste treatment;Transport\Transformation
treatment of used bus;waste treatment;Transport\Transformation
treatment of used cable;material;Metals\Non ferro\Transformation
treatment of used cable;waste treatment;Electronics Waste\Transformation
treatment of used capacitor, to hazardous waste incineration;waste treatment;Incineration\Hazardous waste incineration\Transformation
treatment of used capacitor, to hazardous waste incineration;waste treatment;Incineration\Hazardous waste incineration\Transformation
treatment of used cathode ray tube display, manual dismantling;waste treatment;Electronics Waste\Transformation
treatment of used cathode ray tube display, mechanical treatment;waste treatment;Electronics Waste\Transformation
treatment of used desktop computer, manual dismantling;waste treatment;Electronics Waste\Transformation
treatment of used desktop computer, manual dismantling;waste treatment;Electronics Waste\Transformation
treatment of used desktop computer, mechanical treatment;waste treatment;Electronics Waste\Transformation
treatment of used diesel-electric generating set, 18.5kW;waste treatment;Construction waste\Transformation
treatment of used domestic refrigerator, controlled dismantling;waste treatment;Electronics Waste\Transformation
treatment of used domestic refrigerator, uncontrolled dismantling;waste treatment;Electronics Waste\Transformation
treatment of used door, inner, glass-wood, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used door, inner, glass-wood, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used door, inner, wood, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used door, inner, wood, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used door, outer, wood-aluminium, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used door, outer, wood-aluminium, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used door, outer, wood-glass, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used door, outer, wood-glass, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used double glazing, U<1.1W/m2K, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used double glazing, U<1.1W/m2K, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used double glazing, U<1.1W/m2K, laminated safety glass,;waste treatment;Construction waste\Transformation
treatment of used double glazing, U<1.1W/m2K, laminated safety glass,;waste treatment;Construction waste\Transformation
treatment of used electric bicycle;waste treatment;Transport\Transformation
treatment of used electric bicycle;waste treatment;Transport\Transformation
treatment of used exhaust air roof hood, steel, DN 400;waste treatment;Construction waste\Transformation
treatment of used exhaust air roof hood, steel, DN 400;waste treatment;Construction waste\Transformation
treatment of used exhaust air valve, in-wall housing, plastic/steel, DN 125;waste treatment;Construction waste\Transformation
treatment of used exhaust air valve, in-wall housing, plastic/steel, DN 125;waste treatment;Construction waste\Transformation
treatment of used flexible duct, aluminium/PET, DN of 125;waste treatment;Construction waste\Transformation
treatment of used flexible duct, aluminium/PET, DN of 125;waste treatment;Construction waste\Transformation
treatment of used fluorescent lamp;material;Metals\Non ferro\Transformation
treatment of used fluorescent lamp;waste treatment;Electronics Waste\Transformation
treatment of used glider, electric scooter, shredding;waste treatment;Transport\Transformation
treatment of used glider, passenger car, shredding;waste treatment;Transport\Transformation
treatment of used industrial electronic device, manual dismantling;waste treatment;Electronics Waste\Transformation
treatment of used industrial electronic device, mechanical treatment;waste treatment;Electronics Waste\Transformation
treatment of used insulation spiral-seam duct, rockwool, DN 400, 30 mm;waste treatment;Construction waste\Transformation
treatment of used insulation spiral-seam duct, rockwool, DN 400, 30 mm;waste treatment;Construction waste\Transformation
treatment of used intermodal shipping container, 20-foot;waste treatment;Transport\Transformation
treatment of used intermodal shipping container, 40-foot;waste treatment;Transport\Transformation
treatment of used intermodal shipping container, 40-foot, high-cube;waste treatment;Transport\Transformation
treatment of used intermodal shipping container, 45-foot, high-cube;waste treatment;Transport\Transformation
treatment of used internal combustion engine, shredding;waste treatment;Transport\Transformation
treatment of used IT accessory, mechanical treatment;waste treatment;Electronics Waste\Transformation
treatment of used laptop computer, manual dismantling;waste treatment;Electronics Waste\Transformation
treatment of used laptop computer, mechanical treatment;waste treatment;Electronics Waste\Transformation
treatment of used light commercial vehicle;waste treatment;Transport\Transformation
treatment of used light commercial vehicle;waste treatment;Transport\Transformation
treatment of used Li-ion battery, hydrometallurgical treatment;material;Metals\Non ferro\Transformation
treatment of used Li-ion battery, hydrometallurgical treatment;material;Chemicals\Inorganic\Transformation
treatment of used Li-ion battery, hydrometallurgical treatment;waste treatment;Electronics Waste\Transformation
treatment of used Li-ion battery, pyrometallurgical treatment;material;Metals\Non ferro\Transformation
treatment of used Li-ion battery, pyrometallurgical treatment;material;Chemicals\Inorganic\Transformation
treatment of used Li-ion battery, pyrometallurgical treatment;waste treatment;Electronics Waste\Transformation
treatment of used liquid crystal display module, municipal incineration with;energy;Electricity by fuel\Waste\Transformation
treatment of used liquid crystal display module, municipal incineration with;energy;Heat\Waste\Transformation
treatment of used liquid crystal display module, municipal incineration with;waste treatment;Incineration\Municipal incineration\Transformation
treatment of used liquid crystal display module, municipal waste incineration;energy;Electricity by fuel\Waste\Transformation
treatment of used liquid crystal display module, municipal waste incineration;energy;Heat\Waste\Transformation
treatment of used liquid crystal display module, municipal waste incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of used liquid crystal display module, municipal waste incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of used liquid crystal display, manual dismantling;waste treatment;Electronics Waste\Transformation
treatment of used liquid crystal display, mechanical treatment;waste treatment;Electronics Waste\Transformation
treatment of used locomotive;waste treatment;Transport\Transformation
treatment of used locomotive;waste treatment;Transport\Transformation
treatment of used long liner, steel;waste treatment;Transport\Transformation
treatment of used lorry with refrigeration machine, 16 metric ton;waste treatment;Transport\Transformation
treatment of used lorry, 16 metric ton;waste treatment;Transport\Transformation
treatment of used lorry, 16 metric ton;waste treatment;Transport\Transformation
treatment of used lorry, 28 metric ton;waste treatment;Transport\Transformation
treatment of used lorry, 28 metric ton;waste treatment;Transport\Transformation
treatment of used lorry, 40 metric ton;waste treatment;Transport\Transformation
treatment of used lorry, 40 metric ton;waste treatment;Transport\Transformation
treatment of used motor scooter;waste treatment;Transport\Transformation
treatment of used motor scooter;waste treatment;Transport\Transformation
treatment of used Ni-metal hydride battery, pyrometallurgical treatment;waste treatment;Electronics Waste\Transformation
treatment of used outside air intake, stainless steel, DN 370;waste treatment;Construction waste\Transformation
treatment of used outside air intake, stainless steel, DN 370;waste treatment;Construction waste\Transformation
treatment of used powertrain for electric passenger car, manual dismantling;waste treatment;Transport\Transformation
treatment of used powertrain for electric scooter, manual dismantling;waste treatment;Transport\Transformation
treatment of used printer, laser, by mechanical treatment;waste treatment;Electronics Waste\Transformation
treatment of used printer, laser, manual dismantling;waste treatment;Electronics Waste\Transformation
treatment of used printer, laser, manual dismantling;waste treatment;Electronics Waste\Transformation
treatment of used purse seiner, steel;waste treatment;Agricultural\Animal production\Transformation
treatment of used purse seiner, steel;waste treatment;Agricultural\Animal production\Transformation
treatment of used purse seiner, wood;waste treatment;Agricultural\Animal production\Transformation
treatment of used purse seiner, wood;waste treatment;Agricultural\Animal production\Transformation
treatment of used railway track;waste treatment;Transport\Transformation
treatment of used railway track;waste treatment;Transport\Transformation
treatment of used reefer, intermodal shipping container, 40-foot, high-cube;waste treatment;Transport\Transformation
treatment of used refrigerant R-12, final disposal;waste treatment;Others\Transformation
treatment of used refrigerant R-12, venting;waste treatment;Others\Transformation
treatment of used refrigerant R134a, final disposal;waste treatment;Transport\Transformation
treatment of used refrigerant R134a, reclamation;material;Chemicals\Organic\Transformation
treatment of used refrigerant R134a, reclamation;waste treatment;Transport\Transformation
treatment of used refrigerant R134a, venting;waste treatment;Transport\Transformation
treatment of used refrigerant R-600a, final disposal;waste treatment;Others\Transformation
treatment of used refrigerant R-600a, venting;waste treatment;Others\Transformation
treatment of used refrigeration machine, carbon dioxide, liquid as refrigerant;waste treatment;Transport\Transformation
treatment of used refrigeration machine, R134a as refrigerant;waste treatment;Transport\Transformation
treatment of used room-connecting overflow element, steel, approx. 40 m3/h;waste treatment;Construction waste\Transformation
treatment of used room-connecting overflow element, steel, approx. 40 m3/h;waste treatment;Construction waste\Transformation
treatment of used sealing tape, aluminium/PE, 50 mm wide;waste treatment;Construction waste\Transformation
treatment of used sealing tape, aluminium/PE, 50 mm wide;waste treatment;Construction waste\Transformation
treatment of used silencer, steel, DN 125;waste treatment;Construction waste\Transformation
treatment of used silencer, steel, DN 125;waste treatment;Construction waste\Transformation
treatment of used silencer, steel, DN 315, 50 mm;waste treatment;Construction waste\Transformation
treatment of used silencer, steel, DN 315, 50 mm;waste treatment;Construction waste\Transformation
treatment of used toner module, laser printer, black/white, recycling;material;Electronics\Module\Transformation
treatment of used toner module, laser printer, black/white, recycling;material;Electronics\Module\Transformation
treatment of used toner module, laser printer, colour, recycling;material;Electronics\Module\Transformation
treatment of used toner module, laser printer, colour, recycling;material;Electronics\Module\Transformation
treatment of used train, passenger, high-speed;waste treatment;Transport\Transformation
treatment of used train, passenger, high-speed;waste treatment;Transport\Transformation
treatment of used train, passenger, long distance;waste treatment;Transport\Transformation
treatment of used train, passenger, long distance;waste treatment;Transport\Transformation
treatment of used train, passenger, regional;waste treatment;Transport\Transformation
treatment of used train, passenger, regional;waste treatment;Transport\Transformation
treatment of used tram;waste treatment;Transport\Transformation
treatment of used tram;waste treatment;Transport\Transformation
treatment of used trawler, steel;waste treatment;Transport\Transformation
treatment of used trawler, steel;waste treatment;Transport\Transformation
treatment of used triple glazing, U<0.5W/m2K, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used triple glazing, U<0.5W/m2K, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used tyre;waste treatment;Transport\Transformation
treatment of used vegetable cooking oil by anaerobic digestion;material;Fuels\Biofuels\Biogas\Transformation
treatment of used vegetable cooking oil by anaerobic digestion;material;Fuels\Biofuels\Biogas\Transformation
treatment of used vegetable cooking oil, purification;processing;Waste\Transformation\Biowaste
treatment of used vegetable cooking oil, purification;processing;Waste\Transformation\Biowaste
treatment of used vegetable cooking oil, purification;processing;Waste\Transformation\Biowaste
treatment of used vegetable cooking oil, purification;processing;Waste\Transformation\Biowaste
treatment of used ventilation control and wiring, central unit;waste treatment;Construction waste\Transformation
treatment of used ventilation control and wiring, central unit;waste treatment;Construction waste\Transformation
treatment of used ventilation control and wiring, decentralized unit;waste treatment;Construction waste\Transformation
treatment of used ventilation control and wiring, decentralized unit;waste treatment;Construction waste\Transformation
treatment of used window frame, plastic, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used window frame, plastic, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used window frame, wood, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used window frame, wood, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used window frame, wood-metal, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of used window frame, wood-metal, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste aluminium, sanitary landfill;waste treatment;Landfill\Sanitary landfill\Transformation
treatment of waste asphalt, sanitary landfill;waste treatment;Landfill\Sanitary landfill\Transformation
treatment of waste asphalt, sanitary landfill;waste treatment;Landfill\Sanitary landfill\Transformation
treatment of waste bitumen sheet, municipal incineration;energy;Electricity by fuel\Waste\Transformation
treatment of waste bitumen sheet, municipal incineration;energy;Heat\Waste\Transformation
treatment of waste bitumen sheet, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste bitumen sheet, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste bitumen sheet, municipal incineration with fly ash;energy;Electricity by fuel\Waste\Transformation
treatment of waste bitumen sheet, municipal incineration with fly ash;energy;Heat\Waste\Transformation
treatment of waste bitumen sheet, municipal incineration with fly ash;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste bitumen sheet, municipal incineration with fly ash;processing;Others\Obsolete
treatment of waste bitumen, sanitary landfill;waste treatment;Landfill\Sanitary landfill\Transformation
treatment of waste bitumen, sanitary landfill;waste treatment;Landfill\Sanitary landfill\Transformation
treatment of waste bitumen, sanitary landfill Europe without;waste treatment;Landfill\Sanitary landfill\Transformation
treatment of waste brick, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste brick, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste brick, recycling;waste treatment;Construction waste\Transformation
treatment of waste brick, recycling;waste treatment;Construction waste\Transformation
treatment of waste brick, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste brick, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste brick, sorting plant Europe without;waste treatment;Construction waste\Transformation
treatment of waste building wood, chrome preserved, municipal incineration;energy;Electricity by fuel\Waste\Transformation
treatment of waste building wood, chrome preserved, municipal incineration;energy;Heat\Waste\Transformation
treatment of waste building wood, chrome preserved, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste building wood, chrome preserved, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste building wood, chrome preserved, municipal incineration with;energy;Electricity by fuel\Waste\Transformation
treatment of waste building wood, chrome preserved, municipal incineration with;energy;Heat\Waste\Transformation
treatment of waste building wood, chrome preserved, municipal incineration with;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste building wood, chrome preserved, municipal incineration with;processing;Others\Obsolete
treatment of waste bulk iron, excluding reinforcement, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste bulk iron, excluding reinforcement, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste bulk iron, excluding reinforcement, sorting plant Europe;waste treatment;Construction waste\Transformation
treatment of waste cement in concrete and mortar, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste cement in concrete and mortar, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste cement in concrete and mortar, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste cement in concrete and mortar, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste cement in concrete and mortar, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste cement in concrete and mortar, sorting plant Europe without;waste treatment;Construction waste\Transformation
treatment of waste cement, hydrated, residual material landfill;waste treatment;Landfill\Residual material landfill\Transformation
treatment of waste cement, hydrated, residual material landfill;waste treatment;Landfill\Residual material landfill\Transformation
treatment of waste cement, hydrated, residual material landfill Europe without;waste treatment;Landfill\Residual material landfill\Transformation
treatment of waste cement-fibre slab, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste cement-fibre slab, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste cement-fibre slab, dismantled, municipal incineration with;energy;Electricity by fuel\Waste\Transformation
treatment of waste cement-fibre slab, dismantled, municipal incineration with;energy;Heat\Waste\Transformation
treatment of waste cement-fibre slab, dismantled, municipal incineration with;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste cement-fibre slab, dismantled, municipal incineration with;processing;Others\Obsolete
treatment of waste cement-fibre slab, municipal incineration;energy;Electricity by fuel\Waste\Transformation
treatment of waste cement-fibre slab, municipal incineration;energy;Heat\Waste\Transformation
treatment of waste cement-fibre slab, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste cement-fibre slab, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste cement-fibre slab, recycling;waste treatment;Construction waste\Transformation
treatment of waste cement-fibre slab, recycling;waste treatment;Construction waste\Transformation
treatment of waste concrete gravel, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste concrete gravel, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste concrete gravel, recycling;waste treatment;Construction waste\Transformation
treatment of waste concrete gravel, recycling;waste treatment;Construction waste\Transformation
treatment of waste concrete gravel, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste concrete gravel, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste concrete, inert material landfill;waste treatment;Landfill\Inert material landfill\Transformation
treatment of waste concrete, inert material landfill;waste treatment;Landfill\Inert material landfill\Transformation
treatment of waste concrete, inert material landfill Europe without;waste treatment;Landfill\Inert material landfill\Transformation
treatment of waste concrete, not reinforced, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste concrete, not reinforced, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste concrete, not reinforced, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste concrete, not reinforced, recycling;waste treatment;Construction waste\Transformation
treatment of waste concrete, not reinforced, recycling;waste treatment;Construction waste\Transformation
treatment of waste concrete, not reinforced, recycling Europe without;waste treatment;Construction waste\Transformation
treatment of waste concrete, not reinforced, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste concrete, not reinforced, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste concrete, not reinforced, sorting plant Europe without;waste treatment;Construction waste\Transformation
treatment of waste cooking oil, purified, esterification;material;Fuels\Biofuels\Biodiesel\Transformation
treatment of waste cooking oil, purified, esterification;material;Fuels\Biofuels\Biodiesel\Transformation
treatment of waste cooking oil, purified, esterification;material;Fuels\Biofuels\Biodiesel\Transformation
treatment of waste cooking oil, purified, esterification;material;Fuels\Biofuels\Biodiesel\Transformation
treatment of waste cooking oil, purified, esterification;material;Fuels\Biofuels\Biodiesel\Transformation
treatment of waste cooking oil, purified, esterification;material;Fuels\Biofuels\Biodiesel\Transformation
treatment of waste electric and electronic equipment, shredding;waste treatment;Electronics Waste\Transformation
treatment of waste electric wiring, collection for final disposal;waste treatment;Electronics Waste\Transformation
treatment of waste electric wiring, collection for final disposal;waste treatment;Electronics Waste\Transformation
treatment of waste emulsion paint on wall, collection for final disposal;waste treatment;Others\Transformation
treatment of waste emulsion paint on wall, collection for final disposal;waste treatment;Others\Transformation
treatment of waste emulsion paint on wall, sorting plant;waste treatment;Others\Transformation
treatment of waste emulsion paint on wall, sorting plant;waste treatment;Others\Transformation
treatment of waste emulsion paint on wood, collection for final disposal;waste treatment;Others\Transformation
treatment of waste emulsion paint on wood, collection for final disposal;waste treatment;Others\Transformation
treatment of waste emulsion paint, collection for final disposal;waste treatment;Others\Transformation
treatment of waste emulsion paint, collection for final disposal;waste treatment;Others\Transformation
treatment of waste emulsion paint, hazardous waste incineration;waste treatment;Incineration\Hazardous waste incineration\Transformation
treatment of waste emulsion paint, hazardous waste incineration;waste treatment;Incineration\Hazardous waste incineration\Transformation
treatment of waste emulsion paint, hazardous waste incineration Europe without;waste treatment;Incineration\Hazardous waste incineration\Transformation
treatment of waste emulsion paint, inert material landfill;waste treatment;Landfill\Inert material landfill\Transformation
treatment of waste emulsion paint, inert material landfill;waste treatment;Landfill\Inert material landfill\Transformation
treatment of waste emulsion paint, inert material landfill Europe without;waste treatment;Landfill\Inert material landfill\Transformation
treatment of waste emulsion paint, municipal incineration;energy;Electricity by fuel\Waste\Transformation
treatment of waste emulsion paint, municipal incineration;energy;Heat\Waste\Transformation
treatment of waste emulsion paint, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste emulsion paint, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste emulsion paint, municipal incineration Europe without;energy;Electricity by fuel\Waste\Transformation
treatment of waste emulsion paint, municipal incineration Europe without;energy;Heat\Waste\Transformation
treatment of waste emulsion paint, municipal incineration Europe without;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste emulsion paint, municipal incineration with fly ash;energy;Electricity by fuel\Waste\Transformation
treatment of waste emulsion paint, municipal incineration with fly ash;energy;Heat\Waste\Transformation
treatment of waste emulsion paint, municipal incineration with fly ash;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste emulsion paint, municipal incineration with fly ash;processing;Others\Obsolete
treatment of waste emulsion paint, sanitary landfill;waste treatment;Landfill\Sanitary landfill\Transformation
treatment of waste emulsion paint, sanitary landfill;waste treatment;Landfill\Sanitary landfill\Transformation
treatment of waste emulsion paint, sanitary landfill Europe without;waste treatment;Landfill\Sanitary landfill\Transformation
treatment of waste expanded polystyrene, municipal incineration;energy;Electricity by fuel\Waste\Transformation
treatment of waste expanded polystyrene, municipal incineration;energy;Heat\Waste\Transformation
treatment of waste expanded polystyrene, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste expanded polystyrene, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste expanded polystyrene, municipal incineration with fly ash;energy;Electricity by fuel\Waste\Transformation
treatment of waste expanded polystyrene, municipal incineration with fly ash;energy;Heat\Waste\Transformation
treatment of waste expanded polystyrene, municipal incineration with fly ash;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste expanded polystyrene, municipal incineration with fly ash;processing;Others\Obsolete
treatment of waste fibreboard, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste fibreboard, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste frit from cathode ray tube production, residual material;waste treatment;Landfill\Residual material landfill\Transformation
treatment of waste frit from cathode ray tube production, residual material;waste treatment;Landfill\Residual material landfill\Transformation
treatment of waste glass from unsorted public collection, sorting;material;Glass\Waste glass\Transformation
treatment of waste glass from unsorted public collection, sorting;material;Glass\Waste glass\Transformation
treatment of waste glass pane in burnable frame, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste glass pane in burnable frame, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste glass pane in burnable frame, collection for final disposal;waste treatment;Others\Obsolete
treatment of waste glass pane in burnable frame, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste glass pane in burnable frame, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste glass sheet, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste glass sheet, collection for final disposal;waste treatment;Construction waste\Transformation
treatment of waste glass sheet, collection for final disposal Europe without;waste treatment;Construction waste\Transformation
treatment of waste glass sheet, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste glass sheet, sorting plant;waste treatment;Construction waste\Transformation
treatment of waste glass sheet, sorting plant Europe without;waste treatment;Construction waste\Transformation
treatment of waste glass, inert material landfill;waste treatment;Landfill\Inert material landfill\Transformation
treatment of waste glass, municipal incineration;energy;Heat\Waste\Transformation
treatment of waste glass, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste glass, municipal incineration;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste glass, municipal incineration Europe without;energy;Others\Obsolete
treatment of waste glass, municipal incineration Europe without;waste treatment;Others\Obsolete
treatment of waste glass, municipal incineration with fly ash extraction;energy;Heat\Waste\Transformation
treatment of waste glass, municipal incineration with fly ash extraction;waste treatment;Incineration\Municipal incineration\Transformation
treatment of waste glass, open burning;waste treatment;Construction waste\Transformation
treatment of waste glass, open dump, dry infiltration class (100mm);waste treatment;Construction waste\Transformation
treatment of waste glass, open dump, hyperarid infiltration class (-250mm);waste treatment;Construction waste\Transformation
treatment of waste glass, open dump, moist infiltration class (300mm);waste treatment;Construction waste\Transformation
treatment of waste glass, open dump, very wet infiltration class (1000mm);waste treatment;Construction waste\Transformation
treatment of waste glass, open dump, wet infiltration class (500mm);waste treatment;Construction waste\Transformation
treatment of waste glass, sanitary landfill;waste treatment;Construction waste\Transformation
