2f1d0962-be5d-4e6d-9c9b-0846722d9c65;('Glutaraldehyde', ('water', 'ocean'), 'kilogram')
c5c25aa6-d630-40bd-bed7-4e718c877ef4;('Tri-allate', ('soil', 'agricultural'), 'kilogram')
4f9a12c7-74b1-4221-a1e5-5a8235379166;('Cobalt-60', ('air', 'low population density, long-term'), 'kilo Becquerel')
10f2525f-b35b-4d8a-ad99-03acf1afce6b;('Radiation, electromagnetic', ('air', 'non-urban air or from high stacks'), 'megajoule')
80c83d84-1aad-489a-9c7f-1d65b7f84f45;('Silicon tetrafluoride', ('air', 'lower stratosphere + upper troposphere'), 'kilogram')
d0e162d5-40b4-4310-a45b-52d0a4f0ef52;('Hydrazine', ('water', 'ocean'), 'kilogram')
21f84442-7dc8-492a-8253-867dd1caf8d6;('Carbetamide', ('soil', 'agricultural'), 'kilogram')
fd9e2be1-a651-4c40-b0bb-e7daa4f56ad4;('Chloropicrin', ('soil', 'agricultural'), 'kilogram')
c9461a73-d00a-4fc7-a890-a9eda6af3185;('Occupation, permanent crop, non-irrigated, intensive', ('natural resource', 'land'), 'square meter-year')
fcee6eab-e906-4ddf-bc14-2b131b937893;('Zirconium, 50% in zircon, 0.39% in crude ore, in ground', ('natural resource', 'in ground'), 'kilogram')
78ed3462-c627-458e-889e-6b6a6dcdebeb;('Neptunium-237', ('water', 'ground-, long-term'), 'kilo Becquerel')
deb80fa5-4d0a-427e-9526-443f88d17b53;('Ethane, 1,2-dichloro-', ('water',), 'kilogram')
a53100b0-d453-4dad-b885-3728482d5c55;('Niobium-95', ('water',), 'kilo Becquerel')
1c389e81-9f9d-4e52-a6e9-11cc6b73d90d;('Fluorine', ('air',), 'kilogram')
0015315d-a2b8-4b72-8e60-0d34a72e6de8;('Ethene, tetrachloro-', ('water', 'ground-, long-term'), 'kilogram')
2a5ed451-12a2-47db-b4dc-fa0bfbc01d79;('Chromium', ('air', 'lower stratosphere + upper troposphere'), 'kilogram')
dc08e010-0bf9-4a36-a1dd-779684c84b3b;('Suspended solids, unspecified', ('water', 'ocean'), 'kilogram')
06699be8-f522-427e-89b5-8ad948a39ecb;('Propiconazole', ('air', 'non-urban air or from high stacks'), 'kilogram')
cec0687d-7d44-4e80-ae2f-428c2664d66d;('Aerosols, radioactive, unspecified', ('air',), 'kilo Becquerel')
50e083ba-5784-4801-8011-164a14c61b5a;('m-Xylene', ('air', 'lower stratosphere + upper troposphere'), 'kilogram')
5fa36ce3-aed0-443b-a09d-4cdf25b41995;('Molybdenum', ('air', 'non-urban air or from high stacks'), 'kilogram')
544dbea9-1d18-44ff-b92b-7866e3baa6dd;('Selenium', ('water', 'surface water'), 'kilogram')
35df5fe0-c90d-43b4-a35a-3d97022114d2;('Silver', ('air', 'non-urban air or from high stacks'), 'kilogram')
59c08606-1466-4f8d-bec6-b0e135355f15;('Zinc-65', ('air', 'urban air close to ground'), 'kilo Becquerel')
411d78df-01f8-4a5f-8d13-92670620b934;('Calcium hydroxide', ('air', 'lower stratosphere + upper troposphere'), 'kilogram')
6ec8c964-83df-42f3-a1ae-35c1f905cfba;('Sulfuric acid', ('water', 'surface water'), 'kilogram')
8bdedc25-af46-4c46-9b3a-670d0c177d8f;('Fresh water (obsolete)', ('water', 'surface water'), 'cubic meter')
398ed67b-081c-49c4-8b43-b666bdfd739f;('Transformation, from annual crop, flooded crop', ('natural resource', 'land'), 'square meter')
109c3ee9-b9df-4c11-bd77-b8571773d9ad;('1-Pentene', ('water',), 'kilogram')
84b65d8f-2edd-4ddd-8f68-ca28d1c681b0;('Transformation, to lake, artificial', ('natural resource', 'land'), 'square meter')
65a6b1d7-ced3-4ae3-9789-c82060af6b2f;('Tebuconazole', ('air', 'non-urban air or from high stacks'), 'kilogram')
15057e97-7b47-405e-8222-6ed5cf4e0087;('Terbufos', ('soil', 'agricultural'), 'kilogram')
c9125373-0841-4515-9eaf-1bf9a49d51f8;('Fluazinam', ('soil', 'agricultural'), 'kilogram')
b98c02c6-89bb-4dd2-8d68-6af6758db3d9;('Toluene', ('air', 'low population density, long-term'), 'kilogram')
299f371a-61c1-4ea2-8c38-901aa74acf7d;('Iprodion', ('soil', 'agricultural'), 'kilogram')
81bfad4e-f2a3-4d65-9e9a-72793dab13cb;('Fuberidazole', ('soil', 'agricultural'), 'kilogram')
82f2476e-988b-4d7a-bde6-5da9337d1f65;('Transformation, from pasture, man made, extensive', ('natural resource', 'land'), 'square meter')
ddc51f31-6807-4e02-9fab-490f3357abbf;('Iodide', ('water',), 'kilogram')
f3841066-b23d-4c7a-94bd-791c55bd3e0f;('Acetonitrile', ('water', 'ground-'), 'kilogram')
555aed47-6c62-4cbe-b9b8-d01229284c8a;('Propanal', ('air',), 'kilogram')
49c23685-ef19-495b-9a6b-4a91a7ceb710;('Transformation, to annual crop, greenhouse', ('natural resource', 'land'), 'square meter')
257eacb9-96fe-4a3d-961a-f5e6c7823ff0;('Hydrogen fluoride', ('air', 'urban air close to ground'), 'kilogram')
2bcad3b3-5305-481c-a166-ad5e6eac2675;('Nickel', ('soil',), 'kilogram')
d48e95bf-3ea9-4a35-a791-d0984dcb539e;('MCPB', ('water', 'ground-'), 'kilogram')
f6432a5a-eb35-4395-9909-5d0e17296681;('Acenaphthene', ('air', 'lower stratosphere + upper troposphere'), 'kilogram')
