region,year,variables,unit,value
SSA,2008,"Production volume share, dry, with preheater, without precalciner",percentage,0.18
SSA,2009,"Production volume share, dry, with preheater, without precalciner",percentage,0.16
SSA,2010,"Production volume share, dry, with preheater, without precalciner",percentage,0.16
SSA,2011,"Production volume share, dry, with preheater, without precalciner",percentage,0.15
SSA,2012,"Production volume share, dry, with preheater, without precalciner",percentage,0.14
SSA,2013,"Production volume share, dry, with preheater, without precalciner",percentage,0.14
SSA,2014,"Production volume share, dry, with preheater, without precalciner",percentage,0.14
SSA,2015,"Production volume share, dry, with preheater, without precalciner",percentage,0.13
SSA,2016,"Production volume share, dry, with preheater, without precalciner",percentage,0.15
SSA,2017,"Production volume share, dry, with preheater, without precalciner",percentage,0.16
SSA,2150,"Production volume share, dry, with preheater, without precalciner",percentage,0
SSA,1990,"Production volume share, dry, without preheater",percentage,0.06
SSA,2000,"Production volume share, dry, without preheater",percentage,0.04
SSA,2005,"Production volume share, dry, without preheater",percentage,0.03
SSA,2006,"Production volume share, dry, without preheater",percentage,0.03
SSA,2007,"Production volume share, dry, without preheater",percentage,0.03
SSA,2008,"Production volume share, dry, without preheater",percentage,0.03
SSA,2009,"Production volume share, dry, without preheater",percentage,0.02
SSA,2010,"Production volume share, dry, without preheater",percentage,0.03
SSA,2011,"Production volume share, dry, without preheater",percentage,0.03
SSA,2012,"Production volume share, dry, without preheater",percentage,0.03
SSA,2013,"Production volume share, dry, without preheater",percentage,0.02
SSA,2014,"Production volume share, dry, without preheater",percentage,0.02
SSA,2015,"Production volume share, dry, without preheater",percentage,0.02
SSA,2016,"Production volume share, dry, without preheater",percentage,0.02
SSA,2017,"Production volume share, dry, without preheater",percentage,0.02
SSA,2150,"Production volume share, dry, without preheater",percentage,0
SSA,1990,"Production volume share, semi-wet kiln type",percentage,0.23
SSA,2000,"Production volume share, semi-wet kiln type",percentage,0.19
SSA,2005,"Production volume share, semi-wet kiln type",percentage,0.15
SSA,2006,"Production volume share, semi-wet kiln type",percentage,0.15
SSA,2007,"Production volume share, semi-wet kiln type",percentage,0.14
SSA,2008,"Production volume share, semi-wet kiln type",percentage,0.14
SSA,2009,"Production volume share, semi-wet kiln type",percentage,0.12
SSA,2010,"Production volume share, semi-wet kiln type",percentage,0.12
SSA,2011,"Production volume share, semi-wet kiln type",percentage,0.14
SSA,2012,"Production volume share, semi-wet kiln type",percentage,0.12
SSA,2013,"Production volume share, semi-wet kiln type",percentage,0.11
SSA,2014,"Production volume share, semi-wet kiln type",percentage,0.1
SSA,2015,"Production volume share, semi-wet kiln type",percentage,0.11
SSA,2016,"Production volume share, semi-wet kiln type",percentage,0.09
SSA,2017,"Production volume share, semi-wet kiln type",percentage,0.09
SSA,2150,"Production volume share, semi-wet kiln type",percentage,0
SSA,1990,"Production volume share, wet kiln type",percentage,0.14
SSA,2000,"Production volume share, wet kiln type",percentage,0.07
SSA,2005,"Production volume share, wet kiln type",percentage,0.05
SSA,2006,"Production volume share, wet kiln type",percentage,0.06
SSA,2007,"Production volume share, wet kiln type",percentage,0.06
SSA,2008,"Production volume share, wet kiln type",percentage,0.06
SSA,2009,"Production volume share, wet kiln type",percentage,0.04
SSA,2010,"Production volume share, wet kiln type",percentage,0.03
SSA,2011,"Production volume share, wet kiln type",percentage,0.03
SSA,2012,"Production volume share, wet kiln type",percentage,0.03
SSA,2013,"Production volume share, wet kiln type",percentage,0.03
SSA,2014,"Production volume share, wet kiln type",percentage,0.02
SSA,2015,"Production volume share, wet kiln type",percentage,0.02
SSA,2016,"Production volume share, wet kiln type",percentage,0.02
SSA,2017,"Production volume share, wet kiln type",percentage,0.02
SSA,2150,"Production volume share, wet kiln type",percentage,0
SSA,1990,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3614.427536
SSA,2000,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3402.608898
SSA,2005,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3387.481791
SSA,2010,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3389.77323
SSA,2015,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3385.218008
SSA,2016,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3389.00914
SSA,2017,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3349.602686
SSA,2030,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3300
SSA,2150,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,2800
SSA,1990,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3856.059531
SSA,2000,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3683.761685
SSA,2005,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3636.213319
SSA,2010,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3693.795458
SSA,2015,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3689.971088
SSA,2016,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3729.383261
SSA,2017,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3609.699025
SSA,2030,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3600
SSA,1990,"Thermal energy consumption, dry kiln, without preheater",megajoule,4583.791826
SSA,2000,"Thermal energy consumption, dry kiln, without preheater",megajoule,4465.821252
SSA,2005,"Thermal energy consumption, dry kiln, without preheater",megajoule,4288.302401
SSA,2010,"Thermal energy consumption, dry kiln, without preheater",megajoule,4016.453216
SSA,2015,"Thermal energy consumption, dry kiln, without preheater",megajoule,3881.272548
SSA,2016,"Thermal energy consumption, dry kiln, without preheater",megajoule,3842.705379
SSA,2017,"Thermal energy consumption, dry kiln, without preheater",megajoule,3911.906127
SSA,2030,"Thermal energy consumption, dry kiln, without preheater",megajoule,3900
SSA,1990,"Thermal energy consumption, semi-wet kiln",megajoule,4006.278655
SSA,2000,"Thermal energy consumption, semi-wet kiln",megajoule,3780.229281
SSA,2005,"Thermal energy consumption, semi-wet kiln",megajoule,3796.640191
SSA,2010,"Thermal energy consumption, semi-wet kiln",megajoule,3827.459742
SSA,2015,"Thermal energy consumption, semi-wet kiln",megajoule,4307.410884
SSA,2016,"Thermal energy consumption, semi-wet kiln",megajoule,4107.721353
SSA,2017,"Thermal energy consumption, semi-wet kiln",megajoule,4187.112877
SSA,2030,"Thermal energy consumption, semi-wet kiln",megajoule,4100
SSA,1990,"Thermal energy consumption, wet kiln",megajoule,6314.438206
SSA,2000,"Thermal energy consumption, wet kiln",megajoule,6003.488363
SSA,2005,"Thermal energy consumption, wet kiln",megajoule,6104.193529
SSA,2010,"Thermal energy consumption, wet kiln",megajoule,5982.241869
SSA,2015,"Thermal energy consumption, wet kiln",megajoule,5733.650991
SSA,2016,"Thermal energy consumption, wet kiln",megajoule,5906.127927
SSA,2030,"Thermal energy consumption, wet kiln",megajoule,5800
SSA,2017,"Thermal energy consumption, wet kiln",megajoule,5899.74348
SSA,1990,Share waste fuel,percentage,0.016573835
SSA,2000,Share waste fuel,percentage,0.043984008
SSA,2005,Share waste fuel,percentage,0.056577277
SSA,2006,Share waste fuel,percentage,0.068080207
SSA,2007,Share waste fuel,percentage,0.073165245
SSA,2008,Share waste fuel,percentage,0.077332763
SSA,2009,Share waste fuel,percentage,0.08422052
SSA,2010,Share waste fuel,percentage,0.088525224
SSA,2011,Share waste fuel,percentage,0.091127332
SSA,2012,Share waste fuel,percentage,0.093984145
SSA,2013,Share waste fuel,percentage,0.09646039
SSA,2014,Share waste fuel,percentage,0.100477392
SSA,2015,Share waste fuel,percentage,0.104492012
SSA,2016,Share waste fuel,percentage,0.110554184
SSA,2017,Share waste fuel,percentage,0.115122052
SSA,2030,Share waste fuel,percentage,0.13
SSA,1990,Share biomass fuel,percentage,0.002949698
SSA,2000,Share biomass fuel,percentage,0.008466914
SSA,2005,Share biomass fuel,percentage,0.023198856
SSA,2006,Share biomass fuel,percentage,0.02745098
SSA,2007,Share biomass fuel,percentage,0.027256009
SSA,2008,Share biomass fuel,percentage,0.030781572
SSA,2009,Share biomass fuel,percentage,0.033633048
SSA,2010,Share biomass fuel,percentage,0.032674325
SSA,2011,Share biomass fuel,percentage,0.039848369
SSA,2012,Share biomass fuel,percentage,0.048416311
SSA,2013,Share biomass fuel,percentage,0.056418147
SSA,2014,Share biomass fuel,percentage,0.05664892
SSA,2015,Share biomass fuel,percentage,0.054240517
SSA,2016,Share biomass fuel,percentage,0.055861821
SSA,2017,Share biomass fuel,percentage,0.060237994
SSA,2030,Share biomass fuel,percentage,0.06
SSA,1990,Share fossil fuel,percentage,0.980476466
SSA,2000,Share fossil fuel,percentage,0.947549078
SSA,2005,Share fossil fuel,percentage,0.920223867
SSA,2006,Share fossil fuel,percentage,0.904468812
SSA,2007,Share fossil fuel,percentage,0.899578746
SSA,2008,Share fossil fuel,percentage,0.891885665
SSA,2009,Share fossil fuel,percentage,0.882146432
SSA,2010,Share fossil fuel,percentage,0.878800451
SSA,2011,Share fossil fuel,percentage,0.869024299
SSA,2012,Share fossil fuel,percentage,0.857599543
SSA,2013,Share fossil fuel,percentage,0.847121463
SSA,2014,Share fossil fuel,percentage,0.842873688
SSA,2015,Share fossil fuel,percentage,0.841267471
SSA,2016,Share fossil fuel,percentage,0.833583995
SSA,2017,Share fossil fuel,percentage,0.824639955
SSA,2030,Share fossil fuel,percentage,0.81
SSA,1990,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2000,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2005,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2006,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2007,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2008,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2009,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2010,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2011,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2012,"Share of recovered energy, per ton clinker",percentage,0.000450975
SSA,2013,"Share of recovered energy, per ton clinker",percentage,0.000477867
SSA,2014,"Share of recovered energy, per ton clinker",percentage,0.000512195
SSA,2015,"Share of recovered energy, per ton clinker",percentage,0.002146303
SSA,2016,"Share of recovered energy, per ton clinker",percentage,0.002518058
SSA,2017,"Share of recovered energy, per ton clinker",percentage,0.002862462
REF,1990,Power consumption,kilowatt hour,118.5564087
REF,2000,Power consumption,kilowatt hour,112.7249652
REF,2005,Power consumption,kilowatt hour,111.2049668
REF,2006,Power consumption,kilowatt hour,109.732785
REF,2007,Power consumption,kilowatt hour,108.9337101
REF,2008,Power consumption,kilowatt hour,108.6945149
REF,2009,Power consumption,kilowatt hour,106.6310889
REF,2010,Power consumption,kilowatt hour,106.8789015
REF,2011,Power consumption,kilowatt hour,104.0177932
REF,2012,Power consumption,kilowatt hour,101.7200451
REF,2013,Power consumption,kilowatt hour,102.02939
REF,2014,Power consumption,kilowatt hour,101.3365717
REF,2015,Power consumption,kilowatt hour,100.6100514
REF,2016,Power consumption,kilowatt hour,102.9606332
REF,2017,Power consumption,kilowatt hour,102.2616536
REF,2030,Power consumption,kilowatt hour,99
REF,2150,Power consumption,kilowatt hour,99
REF,2012,Power generation,kilowatt hour,3.88
REF,2013,Power generation,kilowatt hour,4.15
REF,2014,Power generation,kilowatt hour,4.84
REF,2015,Power generation,kilowatt hour,4.49
REF,2016,Power generation,kilowatt hour,4.42
REF,2017,Power generation,kilowatt hour,4.13
REF,2030,Power generation,kilowatt hour,4.13
REF,2150,Power generation,kilowatt hour,4.13
REF,1990,"Production volume share, dry, with preheater and precalciner",percentage,0.32
REF,2000,"Production volume share, dry, with preheater and precalciner",percentage,0.5
REF,2005,"Production volume share, dry, with preheater and precalciner",percentage,0.58
REF,2006,"Production volume share, dry, with preheater and precalciner",percentage,0.58
REF,2007,"Production volume share, dry, with preheater and precalciner",percentage,0.58
REF,2008,"Production volume share, dry, with preheater and precalciner",percentage,0.6
REF,2009,"Production volume share, dry, with preheater and precalciner",percentage,0.66
REF,2010,"Production volume share, dry, with preheater and precalciner",percentage,0.67
REF,2011,"Production volume share, dry, with preheater and precalciner",percentage,0.65
REF,2012,"Production volume share, dry, with preheater and precalciner",percentage,0.68
REF,2013,"Production volume share, dry, with preheater and precalciner",percentage,0.71
REF,2014,"Production volume share, dry, with preheater and precalciner",percentage,0.71
REF,2015,"Production volume share, dry, with preheater and precalciner",percentage,0.72
REF,2016,"Production volume share, dry, with preheater and precalciner",percentage,0.73
REF,2017,"Production volume share, dry, with preheater and precalciner",percentage,0.73
REF,2150,"Production volume share, dry, with preheater and precalciner",percentage,1
REF,1990,"Production volume share, dry, with preheater, without precalciner",percentage,0.25
REF,2000,"Production volume share, dry, with preheater, without precalciner",percentage,0.2
REF,2005,"Production volume share, dry, with preheater, without precalciner",percentage,0.18
REF,2006,"Production volume share, dry, with preheater, without precalciner",percentage,0.18
REF,2007,"Production volume share, dry, with preheater, without precalciner",percentage,0.18
REF,2008,"Production volume share, dry, with preheater, without precalciner",percentage,0.18
REF,2009,"Production volume share, dry, with preheater, without precalciner",percentage,0.16
REF,2010,"Production volume share, dry, with preheater, without precalciner",percentage,0.16
REF,2011,"Production volume share, dry, with preheater, without precalciner",percentage,0.15
REF,2012,"Production volume share, dry, with preheater, without precalciner",percentage,0.14
REF,2013,"Production volume share, dry, with preheater, without precalciner",percentage,0.14
REF,2014,"Production volume share, dry, with preheater, without precalciner",percentage,0.14
REF,2015,"Production volume share, dry, with preheater, without precalciner",percentage,0.13
REF,2016,"Production volume share, dry, with preheater, without precalciner",percentage,0.15
REF,2017,"Production volume share, dry, with preheater, without precalciner",percentage,0.16
REF,2150,"Production volume share, dry, with preheater, without precalciner",percentage,0
REF,1990,"Production volume share, dry, without preheater",percentage,0.06
REF,2000,"Production volume share, dry, without preheater",percentage,0.04
REF,2005,"Production volume share, dry, without preheater",percentage,0.03
REF,2006,"Production volume share, dry, without preheater",percentage,0.03
REF,2007,"Production volume share, dry, without preheater",percentage,0.03
REF,2008,"Production volume share, dry, without preheater",percentage,0.03
REF,2009,"Production volume share, dry, without preheater",percentage,0.02
REF,2010,"Production volume share, dry, without preheater",percentage,0.03
REF,2011,"Production volume share, dry, without preheater",percentage,0.03
REF,2012,"Production volume share, dry, without preheater",percentage,0.03
REF,2013,"Production volume share, dry, without preheater",percentage,0.02
REF,2014,"Production volume share, dry, without preheater",percentage,0.02
REF,2015,"Production volume share, dry, without preheater",percentage,0.02
REF,2016,"Production volume share, dry, without preheater",percentage,0.02
REF,2017,"Production volume share, dry, without preheater",percentage,0.02
REF,2030,"Production volume share, dry, without preheater",percentage,0
REF,2150,"Production volume share, dry, without preheater",percentage,0
REF,1990,"Production volume share, semi-wet kiln type",percentage,0.23
REF,2000,"Production volume share, semi-wet kiln type",percentage,0.19
REF,2005,"Production volume share, semi-wet kiln type",percentage,0.15
REF,2006,"Production volume share, semi-wet kiln type",percentage,0.15
REF,2007,"Production volume share, semi-wet kiln type",percentage,0.14
REF,2008,"Production volume share, semi-wet kiln type",percentage,0.14
REF,2009,"Production volume share, semi-wet kiln type",percentage,0.12
REF,2010,"Production volume share, semi-wet kiln type",percentage,0.12
REF,2011,"Production volume share, semi-wet kiln type",percentage,0.14
REF,2012,"Production volume share, semi-wet kiln type",percentage,0.12
REF,2013,"Production volume share, semi-wet kiln type",percentage,0.11
REF,2014,"Production volume share, semi-wet kiln type",percentage,0.1
REF,2015,"Production volume share, semi-wet kiln type",percentage,0.11
REF,2016,"Production volume share, semi-wet kiln type",percentage,0.09
REF,2017,"Production volume share, semi-wet kiln type",percentage,0.09
REF,2030,"Production volume share, semi-wet kiln type",percentage,0
REF,1990,"Production volume share, wet kiln type",percentage,0.14
REF,2000,"Production volume share, wet kiln type",percentage,0.07
REF,2005,"Production volume share, wet kiln type",percentage,0.05
REF,2006,"Production volume share, wet kiln type",percentage,0.06
REF,2007,"Production volume share, wet kiln type",percentage,0.06
REF,2008,"Production volume share, wet kiln type",percentage,0.06
REF,2009,"Production volume share, wet kiln type",percentage,0.04
REF,2010,"Production volume share, wet kiln type",percentage,0.03
REF,2011,"Production volume share, wet kiln type",percentage,0.03
REF,2012,"Production volume share, wet kiln type",percentage,0.03
REF,2013,"Production volume share, wet kiln type",percentage,0.03
REF,2014,"Production volume share, wet kiln type",percentage,0.02
REF,2015,"Production volume share, wet kiln type",percentage,0.02
REF,2016,"Production volume share, wet kiln type",percentage,0.02
REF,2017,"Production volume share, wet kiln type",percentage,0.02
REF,2030,"Production volume share, wet kiln type",percentage,0
REF,1990,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3614.427536
REF,2000,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3402.608898
REF,2005,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3387.481791
REF,2010,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3389.77323
REF,2015,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3385.218008
REF,2016,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3389.00914
REF,2017,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3349.602686
REF,2030,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3340
REF,2150,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,2800
REF,1990,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3856.059531
REF,2000,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3683.761685
REF,2005,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3636.213319
REF,2010,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3693.795458
REF,2015,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3689.971088
REF,2016,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3729.383261
REF,2017,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3609.699025
REF,2030,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3600
REF,1990,"Thermal energy consumption, dry kiln, without preheater",megajoule,4583.791826
REF,2000,"Thermal energy consumption, dry kiln, without preheater",megajoule,4465.821252
REF,2005,"Thermal energy consumption, dry kiln, without preheater",megajoule,4288.302401
REF,2010,"Thermal energy consumption, dry kiln, without preheater",megajoule,4016.453216
REF,2015,"Thermal energy consumption, dry kiln, without preheater",megajoule,3881.272548
REF,2016,"Thermal energy consumption, dry kiln, without preheater",megajoule,3842.705379
REF,2017,"Thermal energy consumption, dry kiln, without preheater",megajoule,3911.906127
REF,2030,"Thermal energy consumption, dry kiln, without preheater",megajoule,3900
REF,1990,"Thermal energy consumption, semi-wet kiln",megajoule,4006.278655
REF,2000,"Thermal energy consumption, semi-wet kiln",megajoule,3780.229281
REF,2005,"Thermal energy consumption, semi-wet kiln",megajoule,3796.640191
REF,2010,"Thermal energy consumption, semi-wet kiln",megajoule,3827.459742
REF,2015,"Thermal energy consumption, semi-wet kiln",megajoule,4307.410884
REF,2016,"Thermal energy consumption, semi-wet kiln",megajoule,4107.721353
REF,2030,"Thermal energy consumption, semi-wet kiln",megajoule,4100
REF,2017,"Thermal energy consumption, semi-wet kiln",megajoule,4187.112877
REF,1990,"Thermal energy consumption, wet kiln",megajoule,6314.438206
REF,2000,"Thermal energy consumption, wet kiln",megajoule,6003.488363
REF,2005,"Thermal energy consumption, wet kiln",megajoule,6104.193529
REF,2010,"Thermal energy consumption, wet kiln",megajoule,5982.241869
REF,2015,"Thermal energy consumption, wet kiln",megajoule,5733.650991
REF,2016,"Thermal energy consumption, wet kiln",megajoule,5906.127927
REF,2030,"Thermal energy consumption, wet kiln",megajoule,5800
REF,2017,"Thermal energy consumption, wet kiln",megajoule,5899.74348
REF,1990,Share waste fuel,percentage,0.016573835
REF,2000,Share waste fuel,percentage,0.043984008
REF,2005,Share waste fuel,percentage,0.056577277
REF,2006,Share waste fuel,percentage,0.068080207
REF,2007,Share waste fuel,percentage,0.073165245
REF,2008,Share waste fuel,percentage,0.077332763
REF,2009,Share waste fuel,percentage,0.08422052
REF,2010,Share waste fuel,percentage,0.088525224
REF,2011,Share waste fuel,percentage,0.091127332
REF,2012,Share waste fuel,percentage,0.093984145
REF,2013,Share waste fuel,percentage,0.09646039
REF,2014,Share waste fuel,percentage,0.100477392
REF,2015,Share waste fuel,percentage,0.104492012
REF,2016,Share waste fuel,percentage,0.110554184
REF,2017,Share waste fuel,percentage,0.115122052
REF,2030,Share waste fuel,percentage,0.07
REF,1990,Share biomass fuel,percentage,0.002949698
REF,2000,Share biomass fuel,percentage,0.008466914
REF,2005,Share biomass fuel,percentage,0.023198856
REF,2006,Share biomass fuel,percentage,0.02745098
REF,2007,Share biomass fuel,percentage,0.027256009
REF,2008,Share biomass fuel,percentage,0.030781572
REF,2009,Share biomass fuel,percentage,0.033633048
REF,2010,Share biomass fuel,percentage,0.032674325
REF,2011,Share biomass fuel,percentage,0.039848369
REF,2012,Share biomass fuel,percentage,0.048416311
REF,2013,Share biomass fuel,percentage,0.056418147
REF,2014,Share biomass fuel,percentage,0.05664892
REF,2015,Share biomass fuel,percentage,0.054240517
REF,2016,Share biomass fuel,percentage,0.055861821
REF,2017,Share biomass fuel,percentage,0.060237994
REF,2030,Share biomass fuel,percentage,0.04
REF,1990,Share fossil fuel,percentage,0.980476466
REF,2000,Share fossil fuel,percentage,0.947549078
REF,2005,Share fossil fuel,percentage,0.920223867
REF,2006,Share fossil fuel,percentage,0.904468812
REF,2007,Share fossil fuel,percentage,0.899578746
REF,2008,Share fossil fuel,percentage,0.891885665
REF,2009,Share fossil fuel,percentage,0.882146432
REF,2010,Share fossil fuel,percentage,0.878800451
REF,2011,Share fossil fuel,percentage,0.869024299
REF,2012,Share fossil fuel,percentage,0.857599543
REF,2013,Share fossil fuel,percentage,0.847121463
REF,2014,Share fossil fuel,percentage,0.842873688
REF,2015,Share fossil fuel,percentage,0.841267471
REF,2016,Share fossil fuel,percentage,0.833583995
REF,2017,Share fossil fuel,percentage,0.824639955
REF,2030,Share fossil fuel,percentage,0.89
REF,1990,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2000,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2005,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2006,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2007,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2008,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2009,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2010,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2011,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2012,"Share of recovered energy, per ton clinker",percentage,0.000450975
REF,2013,"Share of recovered energy, per ton clinker",percentage,0.000477867
REF,2014,"Share of recovered energy, per ton clinker",percentage,0.000512195
REF,2015,"Share of recovered energy, per ton clinker",percentage,0.002146303
REF,2016,"Share of recovered energy, per ton clinker",percentage,0.002518058
REF,2017,"Share of recovered energy, per ton clinker",percentage,0.002862462
World,1990,Power consumption,kilowatt hour,118.5564087
World,2000,Power consumption,kilowatt hour,112.7249652
World,2005,Power consumption,kilowatt hour,111.2049668
World,2006,Power consumption,kilowatt hour,109.732785
World,2007,Power consumption,kilowatt hour,108.9337101
World,2008,Power consumption,kilowatt hour,108.6945149
World,2009,Power consumption,kilowatt hour,106.6310889
World,2010,Power consumption,kilowatt hour,106.8789015
World,2011,Power consumption,kilowatt hour,104.0177932
World,2012,Power consumption,kilowatt hour,101.7200451
World,2013,Power consumption,kilowatt hour,102.02939
World,2014,Power consumption,kilowatt hour,101.3365717
World,2015,Power consumption,kilowatt hour,100.6100514
World,2016,Power consumption,kilowatt hour,102.9606332
World,2017,Power consumption,kilowatt hour,102.2616536
World,2030,Power consumption,kilowatt hour,90
World,2050,Power consumption,kilowatt hour,80
World,2150,Power consumption,kilowatt hour,80
World,2012,Power generation,kilowatt hour,3.88
World,2013,Power generation,kilowatt hour,4.15
World,2014,Power generation,kilowatt hour,4.84
World,2015,Power generation,kilowatt hour,4.49
World,2016,Power generation,kilowatt hour,4.42
World,2017,Power generation,kilowatt hour,4.13
World,2030,Power generation,kilowatt hour,4.13
World,2150,Power generation,kilowatt hour,4.13
World,1990,"Production volume share, dry, with preheater and precalciner",percentage,0.32
World,2000,"Production volume share, dry, with preheater and precalciner",percentage,0.5
World,2005,"Production volume share, dry, with preheater and precalciner",percentage,0.58
World,2006,"Production volume share, dry, with preheater and precalciner",percentage,0.58
World,2007,"Production volume share, dry, with preheater and precalciner",percentage,0.58
World,2008,"Production volume share, dry, with preheater and precalciner",percentage,0.6
World,2009,"Production volume share, dry, with preheater and precalciner",percentage,0.66
World,2010,"Production volume share, dry, with preheater and precalciner",percentage,0.67
World,2011,"Production volume share, dry, with preheater and precalciner",percentage,0.65
World,2012,"Production volume share, dry, with preheater and precalciner",percentage,0.68
World,2013,"Production volume share, dry, with preheater and precalciner",percentage,0.71
World,2014,"Production volume share, dry, with preheater and precalciner",percentage,0.71
World,2015,"Production volume share, dry, with preheater and precalciner",percentage,0.72
World,2016,"Production volume share, dry, with preheater and precalciner",percentage,0.73
World,2017,"Production volume share, dry, with preheater and precalciner",percentage,0.73
World,2050,"Production volume share, dry, with preheater and precalciner",percentage,1
World,2150,"Production volume share, dry, with preheater and precalciner",percentage,1
World,1990,"Production volume share, dry, with preheater, without precalciner",percentage,0.25
World,2000,"Production volume share, dry, with preheater, without precalciner",percentage,0.2
World,2005,"Production volume share, dry, with preheater, without precalciner",percentage,0.18
World,2006,"Production volume share, dry, with preheater, without precalciner",percentage,0.18
World,2007,"Production volume share, dry, with preheater, without precalciner",percentage,0.18
World,2008,"Production volume share, dry, with preheater, without precalciner",percentage,0.18
World,2009,"Production volume share, dry, with preheater, without precalciner",percentage,0.16
World,2010,"Production volume share, dry, with preheater, without precalciner",percentage,0.16
World,2011,"Production volume share, dry, with preheater, without precalciner",percentage,0.15
World,2012,"Production volume share, dry, with preheater, without precalciner",percentage,0.14
World,2013,"Production volume share, dry, with preheater, without precalciner",percentage,0.14
World,2014,"Production volume share, dry, with preheater, without precalciner",percentage,0.14
World,2015,"Production volume share, dry, with preheater, without precalciner",percentage,0.13
World,2016,"Production volume share, dry, with preheater, without precalciner",percentage,0.15
World,2017,"Production volume share, dry, with preheater, without precalciner",percentage,0.16
World,2050,"Production volume share, dry, with preheater, without precalciner",percentage,0
World,2150,"Production volume share, dry, with preheater, without precalciner",percentage,0
World,1990,"Production volume share, dry, without preheater",percentage,0.06
World,2000,"Production volume share, dry, without preheater",percentage,0.04
World,2005,"Production volume share, dry, without preheater",percentage,0.03
World,2006,"Production volume share, dry, without preheater",percentage,0.03
World,2007,"Production volume share, dry, without preheater",percentage,0.03
World,2008,"Production volume share, dry, without preheater",percentage,0.03
World,2009,"Production volume share, dry, without preheater",percentage,0.02
World,2010,"Production volume share, dry, without preheater",percentage,0.03
World,2011,"Production volume share, dry, without preheater",percentage,0.03
World,2012,"Production volume share, dry, without preheater",percentage,0.03
World,2013,"Production volume share, dry, without preheater",percentage,0.02
World,2014,"Production volume share, dry, without preheater",percentage,0.02
World,2015,"Production volume share, dry, without preheater",percentage,0.02
World,2016,"Production volume share, dry, without preheater",percentage,0.02
World,2017,"Production volume share, dry, without preheater",percentage,0.02
World,2150,"Production volume share, dry, without preheater",percentage,0
World,1990,"Production volume share, semi-wet kiln type",percentage,0.23
World,2000,"Production volume share, semi-wet kiln type",percentage,0.19
World,2005,"Production volume share, semi-wet kiln type",percentage,0.15
