region,year,variables,unit,value
LAM,2030,"Production volume share, dry, with preheater and precalciner",percentage,0.8
LAM,2150,"Production volume share, dry, with preheater and precalciner",percentage,1
LAM,1990,"Production volume share, dry, with preheater, without precalciner",percentage,0.43603058
LAM,2000,"Production volume share, dry, with preheater, without precalciner",percentage,0.324711975
LAM,2005,"Production volume share, dry, with preheater, without precalciner",percentage,0.276989053
LAM,2006,"Production volume share, dry, with preheater, without precalciner",percentage,0.259926504
LAM,2007,"Production volume share, dry, with preheater, without precalciner",percentage,0.270052221
LAM,2008,"Production volume share, dry, with preheater, without precalciner",percentage,0.258702162
LAM,2009,"Production volume share, dry, with preheater, without precalciner",percentage,0.255636663
LAM,2010,"Production volume share, dry, with preheater, without precalciner",percentage,0.254070194
LAM,2011,"Production volume share, dry, with preheater, without precalciner",percentage,0.249836719
LAM,2012,"Production volume share, dry, with preheater, without precalciner",percentage,0.244472165
LAM,2013,"Production volume share, dry, with preheater, without precalciner",percentage,0.238014485
LAM,2014,"Production volume share, dry, with preheater, without precalciner",percentage,0.245696449
LAM,2015,"Production volume share, dry, with preheater, without precalciner",percentage,0.242931992
LAM,2016,"Production volume share, dry, with preheater, without precalciner",percentage,0.218516154
LAM,2017,"Production volume share, dry, with preheater, without precalciner",percentage,0.188100088
LAM,2030,"Production volume share, dry, with preheater, without precalciner",percentage,0.15
LAM,2150,"Production volume share, dry, with preheater, without precalciner",percentage,0
LAM,1990,"Production volume share, dry, without preheater",percentage,0.042194625
LAM,2000,"Production volume share, dry, without preheater",percentage,0.010762204
LAM,2005,"Production volume share, dry, without preheater",percentage,0
LAM,2006,"Production volume share, dry, without preheater",percentage,0
LAM,2007,"Production volume share, dry, without preheater",percentage,0.019826273
LAM,2008,"Production volume share, dry, without preheater",percentage,0.01878013
LAM,2009,"Production volume share, dry, without preheater",percentage,0.017821093
LAM,2010,"Production volume share, dry, without preheater",percentage,0.018163989
LAM,2011,"Production volume share, dry, without preheater",percentage,0.017810143
LAM,2012,"Production volume share, dry, without preheater",percentage,0.033075108
LAM,2013,"Production volume share, dry, without preheater",percentage,0.018476951
LAM,2014,"Production volume share, dry, without preheater",percentage,0.017533997
LAM,2015,"Production volume share, dry, without preheater",percentage,0.021074596
LAM,2016,"Production volume share, dry, without preheater",percentage,0
LAM,2017,"Production volume share, dry, without preheater",percentage,0
LAM,2030,"Production volume share, dry, without preheater",percentage,0
LAM,1990,"Production volume share, semi-wet kiln type",percentage,0.260970862
LAM,2000,"Production volume share, semi-wet kiln type",percentage,0.26434988
LAM,2005,"Production volume share, semi-wet kiln type",percentage,0.296895854
LAM,2006,"Production volume share, semi-wet kiln type",percentage,0.291976192
LAM,2007,"Production volume share, semi-wet kiln type",percentage,0.308345242
LAM,2008,"Production volume share, semi-wet kiln type",percentage,0.285955254
LAM,2009,"Production volume share, semi-wet kiln type",percentage,0.269917792
LAM,2010,"Production volume share, semi-wet kiln type",percentage,0.27059702
LAM,2011,"Production volume share, semi-wet kiln type",percentage,0.257605536
LAM,2012,"Production volume share, semi-wet kiln type",percentage,0.172160837
LAM,2013,"Production volume share, semi-wet kiln type",percentage,0.167534425
LAM,2014,"Production volume share, semi-wet kiln type",percentage,0.164960032
LAM,2015,"Production volume share, semi-wet kiln type",percentage,0.146276324
LAM,2016,"Production volume share, semi-wet kiln type",percentage,0.138172919
LAM,2017,"Production volume share, semi-wet kiln type",percentage,0.121501208
LAM,2030,"Production volume share, semi-wet kiln type",percentage,0.05
LAM,2150,"Production volume share, semi-wet kiln type",percentage,0
LAM,1990,"Production volume share, wet kiln type",percentage,0.050584251
LAM,2000,"Production volume share, wet kiln type",percentage,0
LAM,2005,"Production volume share, wet kiln type",percentage,0
LAM,2006,"Production volume share, wet kiln type",percentage,0.050472053
LAM,2007,"Production volume share, wet kiln type",percentage,0
LAM,2008,"Production volume share, wet kiln type",percentage,0.045158211
LAM,2009,"Production volume share, wet kiln type",percentage,0.038867199
LAM,2010,"Production volume share, wet kiln type",percentage,0.031959336
LAM,2011,"Production volume share, wet kiln type",percentage,0.028475137
LAM,2012,"Production volume share, wet kiln type",percentage,0.026737179
LAM,2013,"Production volume share, wet kiln type",percentage,0.024705773
LAM,2014,"Production volume share, wet kiln type",percentage,0.02290637
LAM,2015,"Production volume share, wet kiln type",percentage,0.023245132
LAM,2016,"Production volume share, wet kiln type",percentage,0
LAM,2017,"Production volume share, wet kiln type",percentage,0
LAM,2030,"Production volume share, wet kiln type",percentage,0
LAM,1990,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3992.65688
LAM,2000,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3464.960507
LAM,2005,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3481.749318
LAM,2010,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3565.541423
LAM,2015,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3545.138157
LAM,2016,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3510.737427
LAM,2017,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3507.6069
LAM,2030,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3500
LAM,1990,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3769.679536
LAM,2000,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3725.039591
LAM,2005,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3712.754715
LAM,2010,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3700.133103
LAM,2015,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3714.961055
LAM,2016,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3723.295003
LAM,2017,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3680.763355
LAM,2030,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3600
LAM,2150,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,2800
LAM,1990,"Thermal energy consumption, dry kiln, without preheater",megajoule,5097.639155
LAM,2010,"Thermal energy consumption, dry kiln, without preheater",megajoule,4132.223703
LAM,2015,"Thermal energy consumption, dry kiln, without preheater",megajoule,3914.197686
LAM,2000,"Thermal energy consumption, semi-wet kiln",megajoule,4590.796384
LAM,2005,"Thermal energy consumption, semi-wet kiln",megajoule,4524.900856
LAM,2016,"Thermal energy consumption, semi-wet kiln",megajoule,5764.016866
LAM,2017,"Thermal energy consumption, semi-wet kiln",megajoule,5733.073266
LAM,1990,"Thermal energy consumption, wet kiln",megajoule,5837.650302
LAM,2010,"Thermal energy consumption, wet kiln",megajoule,5867.251318
LAM,2030,"Thermal energy consumption, wet kiln",megajoule,5400
LAM,2015,"Thermal energy consumption, wet kiln",megajoule,5429.028609
LAM,2000,Share waste fuel,percentage,0.02206646
LAM,2005,Share waste fuel,percentage,0.056023084
LAM,2006,Share waste fuel,percentage,0.058098415
LAM,2007,Share waste fuel,percentage,0.05882952
LAM,2008,Share waste fuel,percentage,0.063680411
LAM,2009,Share waste fuel,percentage,0.067273572
LAM,2010,Share waste fuel,percentage,0.064436515
LAM,2011,Share waste fuel,percentage,0.073774996
LAM,2012,Share waste fuel,percentage,0.090723991
LAM,2013,Share waste fuel,percentage,0.09273697
LAM,2014,Share waste fuel,percentage,0.092052552
LAM,2015,Share waste fuel,percentage,0.093874717
LAM,2016,Share waste fuel,percentage,0.087464542
LAM,2017,Share waste fuel,percentage,0.096229802
LAM,2030,Share waste fuel,percentage,0.19
LAM,1990,Share biomass fuel,percentage,0.020587883
LAM,2000,Share biomass fuel,percentage,0.025509627
LAM,2005,Share biomass fuel,percentage,0.045670517
LAM,2006,Share biomass fuel,percentage,0.043847911
LAM,2007,Share biomass fuel,percentage,0.044884933
LAM,2008,Share biomass fuel,percentage,0.045332761
LAM,2009,Share biomass fuel,percentage,0.043379915
LAM,2010,Share biomass fuel,percentage,0.053701819
LAM,2011,Share biomass fuel,percentage,0.05922633
LAM,2012,Share biomass fuel,percentage,0.055927699
LAM,2013,Share biomass fuel,percentage,0.055204277
LAM,2014,Share biomass fuel,percentage,0.059282809
LAM,2015,Share biomass fuel,percentage,0.052939977
LAM,2016,Share biomass fuel,percentage,0.052573259
LAM,2017,Share biomass fuel,percentage,0.054706872
LAM,2030,Share biomass fuel,percentage,0.08
LAM,1990,Share fossil fuel,percentage,0.979412117
LAM,2000,Share fossil fuel,percentage,0.952423913
LAM,2005,Share fossil fuel,percentage,0.898306399
LAM,2006,Share fossil fuel,percentage,0.898053674
LAM,2007,Share fossil fuel,percentage,0.896285547
LAM,2008,Share fossil fuel,percentage,0.890986827
LAM,2009,Share fossil fuel,percentage,0.889346513
LAM,2010,Share fossil fuel,percentage,0.881861666
LAM,2011,Share fossil fuel,percentage,0.866998674
LAM,2012,Share fossil fuel,percentage,0.853348311
LAM,2013,Share fossil fuel,percentage,0.852058753
LAM,2014,Share fossil fuel,percentage,0.848664638
LAM,2015,Share fossil fuel,percentage,0.853185307
LAM,2016,Share fossil fuel,percentage,0.859962199
LAM,2017,Share fossil fuel,percentage,0.849063326
LAM,2030,Share fossil fuel,percentage,0.73
LAM,1990,"Share of recovered energy, per ton clinker",percentage,0
LAM,2000,"Share of recovered energy, per ton clinker",percentage,0
LAM,2005,"Share of recovered energy, per ton clinker",percentage,0
LAM,2006,"Share of recovered energy, per ton clinker",percentage,0
LAM,2007,"Share of recovered energy, per ton clinker",percentage,0
LAM,2008,"Share of recovered energy, per ton clinker",percentage,0
LAM,2009,"Share of recovered energy, per ton clinker",percentage,0
LAM,2010,"Share of recovered energy, per ton clinker",percentage,0
LAM,2011,"Share of recovered energy, per ton clinker",percentage,0
LAM,2012,"Share of recovered energy, per ton clinker",percentage,0
LAM,2013,"Share of recovered energy, per ton clinker",percentage,0
LAM,2014,"Share of recovered energy, per ton clinker",percentage,0
LAM,2015,"Share of recovered energy, per ton clinker",percentage,0
LAM,2016,"Share of recovered energy, per ton clinker",percentage,0
LAM,2017,"Share of recovered energy, per ton clinker",percentage,0
USA,1990,Power consumption,kilowatt hour,145.8109738
USA,2000,Power consumption,kilowatt hour,132.9738029
USA,2005,Power consumption,kilowatt hour,133.035869
USA,2006,Power consumption,kilowatt hour,133.6572274
USA,2007,Power consumption,kilowatt hour,133.3165116
USA,2008,Power consumption,kilowatt hour,134.6007026
USA,2009,Power consumption,kilowatt hour,138.4565268
USA,2010,Power consumption,kilowatt hour,131.7003304
USA,2011,Power consumption,kilowatt hour,126.5244426
USA,2012,Power consumption,kilowatt hour,122.8795095
USA,2013,Power consumption,kilowatt hour,125.0870636
USA,2014,Power consumption,kilowatt hour,127.7410271
USA,2015,Power consumption,kilowatt hour,132.0045415
USA,2016,Power consumption,kilowatt hour,134.6399168
USA,2017,Power consumption,kilowatt hour,133.5722874
USA,2030,Power consumption,kilowatt hour,103
USA,2150,Power consumption,kilowatt hour,103
USA,2012,Power generation,kilowatt hour,0.00
USA,2013,Power generation,kilowatt hour,0.00
USA,2014,Power generation,kilowatt hour,0.00
USA,2015,Power generation,kilowatt hour,0.00
USA,2016,Power generation,kilowatt hour,0.00
USA,2017,Power generation,kilowatt hour,0.00
USA,2030,Power generation,kilowatt hour,0.00
USA,2150,Power generation,kilowatt hour,0.00
USA,1990,"Production volume share, dry, with preheater and precalciner",percentage,0.277963636
USA,2000,"Production volume share, dry, with preheater and precalciner",percentage,0.305333407
USA,2005,"Production volume share, dry, with preheater and precalciner",percentage,0.447529693
USA,2006,"Production volume share, dry, with preheater and precalciner",percentage,0.460317863
USA,2007,"Production volume share, dry, with preheater and precalciner",percentage,0.45293527
USA,2008,"Production volume share, dry, with preheater and precalciner",percentage,0.476586398
USA,2009,"Production volume share, dry, with preheater and precalciner",percentage,0.517771024
USA,2010,"Production volume share, dry, with preheater and precalciner",percentage,0.59274581
USA,2011,"Production volume share, dry, with preheater and precalciner",percentage,0.628247705
USA,2012,"Production volume share, dry, with preheater and precalciner",percentage,0.778614325
USA,2013,"Production volume share, dry, with preheater and precalciner",percentage,0.75452706
USA,2014,"Production volume share, dry, with preheater and precalciner",percentage,0.775868904
USA,2015,"Production volume share, dry, with preheater and precalciner",percentage,0.757053022
USA,2016,"Production volume share, dry, with preheater and precalciner",percentage,0.703768748
USA,2017,"Production volume share, dry, with preheater and precalciner",percentage,0.732311181
USA,2030,"Production volume share, dry, with preheater and precalciner",percentage,0.87
USA,2150,"Production volume share, dry, with preheater and precalciner",percentage,1
USA,1990,"Production volume share, dry, with preheater, without precalciner",percentage,0.129634133
USA,2000,"Production volume share, dry, with preheater, without precalciner",percentage,0.13500064
USA,2005,"Production volume share, dry, with preheater, without precalciner",percentage,0.133022504
USA,2006,"Production volume share, dry, with preheater, without precalciner",percentage,0.136434848
USA,2007,"Production volume share, dry, with preheater, without precalciner",percentage,0.136185712
USA,2008,"Production volume share, dry, with preheater, without precalciner",percentage,0.13110906
USA,2009,"Production volume share, dry, with preheater, without precalciner",percentage,0.115373793
USA,2010,"Production volume share, dry, with preheater, without precalciner",percentage,0.139050382
USA,2011,"Production volume share, dry, with preheater, without precalciner",percentage,0.12631172
USA,2012,"Production volume share, dry, with preheater, without precalciner",percentage,0.128235964
USA,2013,"Production volume share, dry, with preheater, without precalciner",percentage,0.134964597
USA,2014,"Production volume share, dry, with preheater, without precalciner",percentage,0.129992185
USA,2015,"Production volume share, dry, with preheater, without precalciner",percentage,0.139646529
USA,2016,"Production volume share, dry, with preheater, without precalciner",percentage,0.13417103
USA,2017,"Production volume share, dry, with preheater, without precalciner",percentage,0.103513605
USA,2030,"Production volume share, dry, with preheater, without precalciner",percentage,0.08
USA,2150,"Production volume share, dry, with preheater, without precalciner",percentage,0
USA,1990,"Production volume share, dry, without preheater",percentage,0.195896572
USA,2000,"Production volume share, dry, without preheater",percentage,0.199155753
USA,2005,"Production volume share, dry, without preheater",percentage,0.148010731
USA,2006,"Production volume share, dry, without preheater",percentage,0.145982223
USA,2007,"Production volume share, dry, without preheater",percentage,0.148255277
USA,2008,"Production volume share, dry, without preheater",percentage,0.14539302
USA,2009,"Production volume share, dry, without preheater",percentage,0.139799838
USA,2010,"Production volume share, dry, without preheater",percentage,0.111477461
USA,2011,"Production volume share, dry, without preheater",percentage,0.096581925
USA,2012,"Production volume share, dry, without preheater",percentage,0
USA,2013,"Production volume share, dry, without preheater",percentage,0
USA,2014,"Production volume share, dry, without preheater",percentage,0
USA,2015,"Production volume share, dry, without preheater",percentage,0
USA,2016,"Production volume share, dry, without preheater",percentage,0
USA,2017,"Production volume share, dry, without preheater",percentage,0
USA,2030,"Production volume share, dry, without preheater",percentage,0
USA,1990,"Production volume share, semi-wet kiln type",percentage,0.106528912
USA,2000,"Production volume share, semi-wet kiln type",percentage,0.110931809
USA,2005,"Production volume share, semi-wet kiln type",percentage,0.124708453
USA,2006,"Production volume share, semi-wet kiln type",percentage,0.11359804
USA,2007,"Production volume share, semi-wet kiln type",percentage,0.11575347
USA,2008,"Production volume share, semi-wet kiln type",percentage,0.103406352
USA,2009,"Production volume share, semi-wet kiln type",percentage,0.131882574
USA,2010,"Production volume share, semi-wet kiln type",percentage,0.085752892
USA,2011,"Production volume share, semi-wet kiln type",percentage,0.084288784
USA,2012,"Production volume share, semi-wet kiln type",percentage,0.069445248
USA,2013,"Production volume share, semi-wet kiln type",percentage,0.069555259
USA,2014,"Production volume share, semi-wet kiln type",percentage,0.05976089
USA,2015,"Production volume share, semi-wet kiln type",percentage,0.074357592
USA,2016,"Production volume share, semi-wet kiln type",percentage,0.13378721
USA,2017,"Production volume share, semi-wet kiln type",percentage,0.133494185
USA,2030,"Production volume share, semi-wet kiln type",percentage,0.05
USA,2150,"Production volume share, semi-wet kiln type",percentage,0
USA,1990,"Production volume share, wet kiln type",percentage,0.289976747
USA,2000,"Production volume share, wet kiln type",percentage,0.249578391
USA,2005,"Production volume share, wet kiln type",percentage,0.146728619
USA,2006,"Production volume share, wet kiln type",percentage,0.143667026
USA,2007,"Production volume share, wet kiln type",percentage,0.146870271
USA,2008,"Production volume share, wet kiln type",percentage,0.14350517
USA,2009,"Production volume share, wet kiln type",percentage,0.095172771
USA,2010,"Production volume share, wet kiln type",percentage,0.070973456
USA,2011,"Production volume share, wet kiln type",percentage,0.064569866
USA,2012,"Production volume share, wet kiln type",percentage,0.023704463
USA,2013,"Production volume share, wet kiln type",percentage,0.040953084
USA,2014,"Production volume share, wet kiln type",percentage,0.034378021
USA,2015,"Production volume share, wet kiln type",percentage,0.028942857
USA,2016,"Production volume share, wet kiln type",percentage,0.028273012
USA,2017,"Production volume share, wet kiln type",percentage,0.03068103
USA,2030,"Production volume share, wet kiln type",percentage,0
USA,1990,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,4236.976905
USA,2000,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3889.790502
USA,2005,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3497.810958
USA,2010,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3475.934154
USA,2015,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3562.573177
USA,2016,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3668.177158
USA,2017,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3592.93982
USA,2030,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,3500
USA,2150,"Thermal energy consumption, dry kiln, with preheater, with precalciner",megajoule,2800
USA,1990,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3970.301803
USA,2000,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3866.250202
USA,2005,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3840.612077
USA,2010,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,3813.203109
USA,2015,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,4117.637493
USA,2016,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,4077.838557
USA,2017,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,4070.788398
USA,2030,"Thermal energy consumption, dry kiln, with preheater, without precalciner",megajoule,4000
USA,1990,"Thermal energy consumption, dry kiln, without preheater",megajoule,5445.694895
USA,2000,"Thermal energy consumption, dry kiln, without preheater",megajoule,5150.965381
USA,2005,"Thermal energy consumption, dry kiln, without preheater",megajoule,4914.615606
USA,2010,"Thermal energy consumption, dry kiln, without preheater",megajoule,4930.152972
USA,2030,"Thermal energy consumption, dry kiln, without preheater",megajoule,4900
USA,2015,"Thermal energy consumption, semi-wet kiln",megajoule,5156.854485
USA,2016,"Thermal energy consumption, semi-wet kiln",megajoule,5117.421421
USA,2017,"Thermal energy consumption, semi-wet kiln",megajoule,5132.387872
USA,2030,"Thermal energy consumption, semi-wet kiln",megajoule,5100
USA,1990,"Thermal energy consumption, wet kiln",megajoule,6315.448825
USA,2000,"Thermal energy consumption, wet kiln",megajoule,6172.095421
USA,2005,"Thermal energy consumption, wet kiln",megajoule,6323.442949
USA,2010,"Thermal energy consumption, wet kiln",megajoule,6468.066488
USA,2015,"Thermal energy consumption, wet kiln",megajoule,6793.092814
USA,2016,"Thermal energy consumption, wet kiln",megajoule,7039.054834
USA,2030,"Thermal energy consumption, wet kiln",megajoule,6300
USA,2017,"Thermal energy consumption, wet kiln",megajoule,6394.215332
USA,1990,Share waste fuel,percentage,0.039818149
USA,2000,Share waste fuel,percentage,0.070345348
USA,2005,Share waste fuel,percentage,0.065429514
USA,2006,Share waste fuel,percentage,0.095384089
USA,2007,Share waste fuel,percentage,0.103007486
USA,2008,Share waste fuel,percentage,0.108708372
USA,2009,Share waste fuel,percentage,0.119626449
USA,2010,Share waste fuel,percentage,0.117118779
USA,2011,Share waste fuel,percentage,0.12547809
USA,2012,Share waste fuel,percentage,0.115316149
USA,2013,Share waste fuel,percentage,0.107298313
USA,2014,Share waste fuel,percentage,0.102691009
USA,2015,Share waste fuel,percentage,0.123567979
USA,2016,Share waste fuel,percentage,0.129142002
USA,2017,Share waste fuel,percentage,0.123157057
USA,2030,Share waste fuel,percentage,0.19
USA,1990,Share biomass fuel,percentage,0.000676303
USA,2000,Share biomass fuel,percentage,0.006590992
USA,2005,Share biomass fuel,percentage,0.008387248
USA,2006,Share biomass fuel,percentage,0.011320261
USA,2007,Share biomass fuel,percentage,0.010699949
USA,2008,Share biomass fuel,percentage,0.014584403
USA,2009,Share biomass fuel,percentage,0.017362854
USA,2010,Share biomass fuel,percentage,0.016734514
USA,2011,Share biomass fuel,percentage,0.023304705
USA,2012,Share biomass fuel,percentage,0.034864547
USA,2013,Share biomass fuel,percentage,0.04710796
USA,2014,Share biomass fuel,percentage,0.044520153
USA,2015,Share biomass fuel,percentage,0.036171364
USA,2016,Share biomass fuel,percentage,0.034463031
USA,2017,Share biomass fuel,percentage,0.031694494
USA,2030,Share biomass fuel,percentage,0.08
USA,1990,Share fossil fuel,percentage,0.959505548
USA,2000,Share fossil fuel,percentage,0.92306366
USA,2005,Share fossil fuel,percentage,0.926183238
USA,2006,Share fossil fuel,percentage,0.893295649
USA,2007,Share fossil fuel,percentage,0.886292564
USA,2008,Share fossil fuel,percentage,0.876707225
USA,2009,Share fossil fuel,percentage,0.863010697
USA,2010,Share fossil fuel,percentage,0.866146708
USA,2011,Share fossil fuel,percentage,0.851217205
USA,2012,Share fossil fuel,percentage,0.849819304
USA,2013,Share fossil fuel,percentage,0.845593727
USA,2014,Share fossil fuel,percentage,0.852788838
USA,2015,Share fossil fuel,percentage,0.840260657
USA,2016,Share fossil fuel,percentage,0.836394967
USA,2017,Share fossil fuel,percentage,0.845148449
USA,2030,Share fossil fuel,percentage,0.73
USA,1990,"Share of recovered energy, per ton clinker",percentage,0
USA,2000,"Share of recovered energy, per ton clinker",percentage,0
USA,2005,"Share of recovered energy, per ton clinker",percentage,0
USA,2006,"Share of recovered energy, per ton clinker",percentage,0
USA,2007,"Share of recovered energy, per ton clinker",percentage,0
USA,2008,"Share of recovered energy, per ton clinker",percentage,0
USA,2009,"Share of recovered energy, per ton clinker",percentage,0
USA,2010,"Share of recovered energy, per ton clinker",percentage,0
USA,2011,"Share of recovered energy, per ton clinker",percentage,0
USA,2012,"Share of recovered energy, per ton clinker",percentage,0
USA,2013,"Share of recovered energy, per ton clinker",percentage,0
USA,2014,"Share of recovered energy, per ton clinker",percentage,0
USA,2015,"Share of recovered energy, per ton clinker",percentage,0
USA,2016,"Share of recovered energy, per ton clinker",percentage,0
USA,2017,"Share of recovered energy, per ton clinker",percentage,0
CHA,1990,Power consumption,kilowatt hour,103.0268151
CHA,2000,Power consumption,kilowatt hour,108.7805029
CHA,2005,Power consumption,kilowatt hour,121.4963637
CHA,2006,Power consumption,kilowatt hour,109.6141519
CHA,2007,Power consumption,kilowatt hour,108.2900578
CHA,2008,Power consumption,kilowatt hour,106.1422894
CHA,2009,Power consumption,kilowatt hour,104.759964
CHA,2010,Power consumption,kilowatt hour,103.3598158
CHA,2011,Power consumption,kilowatt hour,105.3163726
CHA,2012,Power consumption,kilowatt hour,100.7556949
CHA,2013,Power consumption,kilowatt hour,99.53709226
CHA,2014,Power consumption,kilowatt hour,99.3111156
CHA,2015,Power consumption,kilowatt hour,91.05982687
CHA,2016,Power consumption,kilowatt hour,102.8022847
CHA,2017,Power consumption,kilowatt hour,102.0773854
CHA,2030,Power consumption,kilowatt hour,78
CHA,2150,Power consumption,kilowatt hour,78
CHA,2012,Power generation,kilowatt hour,16.44
CHA,2013,Power generation,kilowatt hour,17.59
CHA,2014,Power generation,kilowatt hour,18.09
CHA,2015,Power generation,kilowatt hour,17.29
CHA,2016,Power generation,kilowatt hour,19.41
CHA,2017,Power generation,kilowatt hour,22.12
CHA,2030,Power generation,kilowatt hour,22.12
CHA,2150,Power generation,kilowatt hour,22.12
CHA,1990,"Production volume share, dry, with preheater and precalciner",percentage,0.88087103
CHA,2000,"Production volume share, dry, with preheater and precalciner",percentage,0.881111007
CHA,2005,"Production volume share, dry, with preheater and precalciner",percentage,0.858686639
CHA,2006,"Production volume share, dry, with preheater and precalciner",percentage,0.85903393
CHA,2007,"Production volume share, dry, with preheater and precalciner",percentage,0.906985842
CHA,2008,"Production volume share, dry, with preheater and precalciner",percentage,0.939715716
CHA,2009,"Production volume share, dry, with preheater and precalciner",percentage,0.951519415
CHA,2010,"Production volume share, dry, with preheater and precalciner",percentage,0.9
CHA,2011,"Production volume share, dry, with preheater and precalciner",percentage,0.823930889
CHA,2012,"Production volume share, dry, with preheater and precalciner",percentage,0.735485626
CHA,2013,"Production volume share, dry, with preheater and precalciner",percentage,0.822694119
CHA,2014,"Production volume share, dry, with preheater and precalciner",percentage,0.818948547
CHA,2015,"Production volume share, dry, with preheater and precalciner",percentage,0.805425986
CHA,2016,"Production volume share, dry, with preheater and precalciner",percentage,0.81
CHA,2017,"Production volume share, dry, with preheater and precalciner",percentage,0.82
CHA,2030,"Production volume share, dry, with preheater and precalciner",percentage,0.83
CHA,2150,"Production volume share, dry, with preheater and precalciner",percentage,1
CHA,1990,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2000,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2005,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2006,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2007,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2008,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2009,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2010,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2011,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2012,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2013,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2014,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2015,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2016,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2017,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,2030,"Production volume share, dry, with preheater, without precalciner",percentage,0
CHA,1990,"Production volume share, dry, without preheater",percentage,0
CHA,2000,"Production volume share, dry, without preheater",percentage,0
CHA,2005,"Production volume share, dry, without preheater",percentage,0
CHA,2006,"Production volume share, dry, without preheater",percentage,0
CHA,2007,"Production volume share, dry, without preheater",percentage,0
CHA,2008,"Production volume share, dry, without preheater",percentage,0
CHA,2009,"Production volume share, dry, without preheater",percentage,0
CHA,2010,"Production volume share, dry, without preheater",percentage,0
CHA,2011,"Production volume share, dry, without preheater",percentage,0
CHA,2012,"Production volume share, dry, without preheater",percentage,0
CHA,2013,"Production volume share, dry, without preheater",percentage,0
CHA,2014,"Production volume share, dry, without preheater",percentage,0
CHA,2015,"Production volume share, dry, without preheater",percentage,0
CHA,2016,"Production volume share, dry, without preheater",percentage,0
CHA,2017,"Production volume share, dry, without preheater",percentage,0
CHA,2030,"Production volume share, dry, without preheater",percentage,0
CHA,1990,"Production volume share, semi-wet kiln type",percentage,0.11912897
CHA,2000,"Production volume share, semi-wet kiln type",percentage,0.118888993
CHA,2005,"Production volume share, semi-wet kiln type",percentage,0.141313361
CHA,2006,"Production volume share, semi-wet kiln type",percentage,0.14096607
CHA,2007,"Production volume share, semi-wet kiln type",percentage,0.093014158
CHA,2008,"Production volume share, semi-wet kiln type",percentage,0.060284284
CHA,2009,"Production volume share, semi-wet kiln type",percentage,0.048480585
CHA,2010,"Production volume share, semi-wet kiln type",percentage,0.1
CHA,2011,"Production volume share, semi-wet kiln type",percentage,0.176069111
CHA,2012,"Production volume share, semi-wet kiln type",percentage,0.264514374
