,year,IAM_region,powertrain,size,vintage_year,vintage_demand_vkm
261550,2040,MEA,ICEV-p,Small,2032,4567
261551,2040,MEA,ICEV-p,Small,2033,4640
261552,2040,MEA,ICEV-p,Small,2034,4701
261553,2040,MEA,ICEV-p,Small,2035,4749
261554,2040,MEA,ICEV-p,Small,2036,5077
261555,2040,MEA,ICEV-p,Small,2037,5719
261556,2040,MEA,ICEV-p,Small,2038,6176
261557,2040,MEA,ICEV-p,Small,2039,6722
261592,2045,MEA,ICEV-p,Small,2030,1981
261593,2045,MEA,ICEV-p,Small,2031,1781
261594,2045,MEA,ICEV-p,Small,2032,2581
261595,2045,MEA,ICEV-p,Small,2033,3221
261596,2045,MEA,ICEV-p,Small,2034,3724
261597,2045,MEA,ICEV-p,Small,2035,4113
261598,2045,MEA,ICEV-p,Small,2036,4675
261599,2045,MEA,ICEV-p,Small,2037,5494
261600,2045,MEA,ICEV-p,Small,2038,6101
261601,2045,MEA,ICEV-p,Small,2039,6760
261602,2045,MEA,ICEV-p,Small,2040,7487
261603,2045,MEA,ICEV-p,Small,2041,7952
261604,2045,MEA,ICEV-p,Small,2042,8050
261605,2045,MEA,ICEV-p,Small,2043,7415
261606,2045,MEA,ICEV-p,Small,2044,6621
261646,2050,MEA,ICEV-p,Small,2035,640
261647,2050,MEA,ICEV-p,Small,2036,1846
261648,2050,MEA,ICEV-p,Small,2037,3125
261649,2050,MEA,ICEV-p,Small,2038,4263
261650,2050,MEA,ICEV-p,Small,2039,5388
261651,2050,MEA,ICEV-p,Small,2040,6523
261652,2050,MEA,ICEV-p,Small,2041,7368
261653,2050,MEA,ICEV-p,Small,2042,7779
261654,2050,MEA,ICEV-p,Small,2043,7369
261655,2050,MEA,ICEV-p,Small,2044,6696
261656,2050,MEA,ICEV-p,Small,2045,5787
261657,2050,MEA,ICEV-p,Small,2046,4903
261658,2050,MEA,ICEV-p,Small,2047,4422
261659,2050,MEA,ICEV-p,Small,2048,4801
261660,2050,MEA,ICEV-p,Small,2049,5208
261705,2055,MEA,ICEV-p,Small,2040,985
261706,2055,MEA,ICEV-p,Small,2041,2825
261707,2055,MEA,ICEV-p,Small,2042,4296
261708,2055,MEA,ICEV-p,Small,2043,4999
261709,2055,MEA,ICEV-p,Small,2044,5182
261710,2055,MEA,ICEV-p,Small,2045,4896
261711,2055,MEA,ICEV-p,Small,2046,4411
261712,2055,MEA,ICEV-p,Small,2047,4149
261713,2055,MEA,ICEV-p,Small,2048,4632
261714,2055,MEA,ICEV-p,Small,2049,5114
261715,2055,MEA,ICEV-p,Small,2050,5562
261716,2055,MEA,ICEV-p,Small,2051,7499
261717,2055,MEA,ICEV-p,Small,2052,7840
261718,2055,MEA,ICEV-p,Small,2053,8111
261719,2055,MEA,ICEV-p,Small,2054,8279
261769,2060,MEA,ICEV-p,Small,2045,739
261770,2060,MEA,ICEV-p,Small,2046,1691
261771,2060,MEA,ICEV-p,Small,2047,2291
261772,2060,MEA,ICEV-p,Small,2048,3143
261773,2060,MEA,ICEV-p,Small,2049,3957
261774,2060,MEA,ICEV-p,Small,2050,4705
261775,2060,MEA,ICEV-p,Small,2051,6745
261776,2060,MEA,ICEV-p,Small,2052,7356
261777,2060,MEA,ICEV-p,Small,2053,7826
261778,2060,MEA,ICEV-p,Small,2054,8130
261779,2060,MEA,ICEV-p,Small,2055,8279
261780,2060,MEA,ICEV-p,Small,2056,7540
261781,2060,MEA,ICEV-p,Small,2057,7371
261782,2060,MEA,ICEV-p,Small,2058,7047
261783,2060,MEA,ICEV-p,Small,2059,6693
262140,2015,MEA,PHEV-d,Small,1996,27
262141,2015,MEA,PHEV-d,Small,1997,13
262142,2015,MEA,PHEV-d,Small,1998,13
262143,2015,MEA,PHEV-d,Small,1999,13
262144,2015,MEA,PHEV-d,Small,2000,13
262145,2015,MEA,PHEV-d,Small,2001,27
262146,2015,MEA,PHEV-d,Small,2002,27
262147,2015,MEA,PHEV-d,Small,2003,27
262148,2015,MEA,PHEV-d,Small,2004,27
262149,2015,MEA,PHEV-d,Small,2005,27
262150,2015,MEA,PHEV-d,Small,2006,55
262151,2015,MEA,PHEV-d,Small,2007,55
262152,2015,MEA,PHEV-d,Small,2008,55
262153,2015,MEA,PHEV-d,Small,2009,83
262154,2015,MEA,PHEV-d,Small,2010,83
262155,2015,MEA,PHEV-d,Small,2011,101
262156,2015,MEA,PHEV-d,Small,2012,107
262157,2015,MEA,PHEV-d,Small,2013,109
262158,2015,MEA,PHEV-d,Small,2014,117
262159,2020,MEA,PHEV-d,Small,1996,11
262160,2020,MEA,PHEV-d,Small,1997,5
262161,2020,MEA,PHEV-d,Small,1998,5
262162,2020,MEA,PHEV-d,Small,1999,5
262163,2020,MEA,PHEV-d,Small,2000,5
262164,2020,MEA,PHEV-d,Small,2001,11
262165,2020,MEA,PHEV-d,Small,2002,11
262166,2020,MEA,PHEV-d,Small,2003,11
262167,2020,MEA,PHEV-d,Small,2004,11
262168,2020,MEA,PHEV-d,Small,2005,11
262169,2020,MEA,PHEV-d,Small,2006,22
262170,2020,MEA,PHEV-d,Small,2007,22
262171,2020,MEA,PHEV-d,Small,2008,22
262172,2020,MEA,PHEV-d,Small,2009,34
262173,2020,MEA,PHEV-d,Small,2010,34
262174,2020,MEA,PHEV-d,Small,2011,93
262175,2020,MEA,PHEV-d,Small,2012,103
262176,2020,MEA,PHEV-d,Small,2013,108
262177,2020,MEA,PHEV-d,Small,2014,118
262178,2020,MEA,PHEV-d,Small,2015,120
262179,2020,MEA,PHEV-d,Small,2016,105
262180,2020,MEA,PHEV-d,Small,2017,107
262181,2020,MEA,PHEV-d,Small,2018,116
262182,2020,MEA,PHEV-d,Small,2019,123
262198,2025,MEA,PHEV-d,Small,2011,24
262199,2025,MEA,PHEV-d,Small,2012,39
262200,2025,MEA,PHEV-d,Small,2013,50
262201,2025,MEA,PHEV-d,Small,2014,62
262202,2025,MEA,PHEV-d,Small,2015,69
262203,2025,MEA,PHEV-d,Small,2016,64
262204,2025,MEA,PHEV-d,Small,2017,68
262205,2025,MEA,PHEV-d,Small,2018,76
262206,2025,MEA,PHEV-d,Small,2019,81
262207,2025,MEA,PHEV-d,Small,2020,87
262208,2025,MEA,PHEV-d,Small,2021,385
262209,2025,MEA,PHEV-d,Small,2022,638
262210,2025,MEA,PHEV-d,Small,2023,901
262211,2025,MEA,PHEV-d,Small,2024,1176
262231,2030,MEA,PHEV-d,Small,2015,10
262232,2030,MEA,PHEV-d,Small,2016,25
262233,2030,MEA,PHEV-d,Small,2017,38
262234,2030,MEA,PHEV-d,Small,2018,52
262235,2030,MEA,PHEV-d,Small,2019,64
262236,2030,MEA,PHEV-d,Small,2020,75
262237,2030,MEA,PHEV-d,Small,2021,354
262238,2030,MEA,PHEV-d,Small,2022,612
262239,2030,MEA,PHEV-d,Small,2023,887
262240,2030,MEA,PHEV-d,Small,2024,1179
262241,2030,MEA,PHEV-d,Small,2025,1489
262242,2030,MEA,PHEV-d,Small,2026,2722
262243,2030,MEA,PHEV-d,Small,2027,3546
262244,2030,MEA,PHEV-d,Small,2028,4330
262245,2030,MEA,PHEV-d,Small,2029,5118
262270,2035,MEA,PHEV-d,Small,2020,11
262271,2035,MEA,PHEV-d,Small,2021,138
262272,2035,MEA,PHEV-d,Small,2022,344
262273,2035,MEA,PHEV-d,Small,2023,614
262274,2035,MEA,PHEV-d,Small,2024,931
262275,2035,MEA,PHEV-d,Small,2025,1284
262276,2035,MEA,PHEV-d,Small,2026,2502
262277,2035,MEA,PHEV-d,Small,2027,3400
262278,2035,MEA,PHEV-d,Small,2028,4270
262279,2035,MEA,PHEV-d,Small,2029,5138
262280,2035,MEA,PHEV-d,Small,2030,6009
262281,2035,MEA,PHEV-d,Small,2031,2783
262282,2035,MEA,PHEV-d,Small,2032,2970
262283,2035,MEA,PHEV-d,Small,2033,3273
262284,2035,MEA,PHEV-d,Small,2034,3677
262314,2040,MEA,PHEV-d,Small,2025,199
262315,2040,MEA,PHEV-d,Small,2026,986
262316,2040,MEA,PHEV-d,Small,2027,1931
262317,2040,MEA,PHEV-d,Small,2028,2979
262318,2040,MEA,PHEV-d,Small,2029,4089
262319,2040,MEA,PHEV-d,Small,2030,5228
262320,2040,MEA,PHEV-d,Small,2031,2574
262321,2040,MEA,PHEV-d,Small,2032,2865
262322,2040,MEA,PHEV-d,Small,2033,3247
262323,2040,MEA,PHEV-d,Small,2034,3713
262324,2040,MEA,PHEV-d,Small,2035,4296
262325,2040,MEA,PHEV-d,Small,2036,4363
262326,2040,MEA,PHEV-d,Small,2037,4716
262327,2040,MEA,PHEV-d,Small,2038,4884
262328,2040,MEA,PHEV-d,Small,2039,5089
262363,2045,MEA,PHEV-d,Small,2030,809
262364,2045,MEA,PHEV-d,Small,2031,1010
262365,2045,MEA,PHEV-d,Small,2032,1620
262366,2045,MEA,PHEV-d,Small,2033,2255
262367,2045,MEA,PHEV-d,Small,2034,2941
262368,2045,MEA,PHEV-d,Small,2035,3721
262369,2045,MEA,PHEV-d,Small,2036,4018
262370,2045,MEA,PHEV-d,Small,2037,4530
262371,2045,MEA,PHEV-d,Small,2038,4824
262372,2045,MEA,PHEV-d,Small,2039,5117
262373,2045,MEA,PHEV-d,Small,2040,5418
262374,2045,MEA,PHEV-d,Small,2041,5627
262375,2045,MEA,PHEV-d,Small,2042,5574
262376,2045,MEA,PHEV-d,Small,2043,5080
262377,2045,MEA,PHEV-d,Small,2044,4506
262417,2050,MEA,PHEV-d,Small,2035,579
262418,2050,MEA,PHEV-d,Small,2036,1586
262419,2050,MEA,PHEV-d,Small,2037,2576
262420,2050,MEA,PHEV-d,Small,2038,3371
262421,2050,MEA,PHEV-d,Small,2039,4079
262422,2050,MEA,PHEV-d,Small,2040,4721
262423,2050,MEA,PHEV-d,Small,2041,5213
262424,2050,MEA,PHEV-d,Small,2042,5386
262425,2050,MEA,PHEV-d,Small,2043,5048
262426,2050,MEA,PHEV-d,Small,2044,4557
262427,2050,MEA,PHEV-d,Small,2045,3941
