dataset name,reference product,dataset location,exchange name,exchange categories,exchange unit,exchange amount,exchange type
"electricity production, Evolutionary Power Reactor (EPR)","electricity, high voltage",RER,Tritium,"('water', 'surface water')",kilo Becquerel,10813.95315440682,biosphere
"electricity production, Small Modular Reactor (SMR)","electricity, high voltage",CH,Tritium,"('water', 'surface water')",kilo Becquerel,2.529599905014038,biosphere
zinc mine operation,"germanium, concentrate",GLO,Calcium II,"('soil', 'industrial')",kilogram,2.9731703762081452e-05,biosphere
zinc mine operation,"germanium, concentrate",GLO,Sodium I,"('soil', 'industrial')",kilogram,9.895024959405418e-07,biosphere
"transport, Motorbike, gasoline, 4-11kW, EURO-3","transport, Motorbike, gasoline, 4-11kW, EURO-3",CH,Propylene,"('air', 'urban air close to ground')",kilogram,2.4874059363355627e-06,biosphere
"transport, Motorbike, gasoline, 4-11kW, EURO-4","transport, Motorbike, gasoline, 4-11kW, EURO-4",CH,Propylene,"('air', 'urban air close to ground')",kilogram,3.5174950880900724e-06,biosphere
"transport, Motorbike, gasoline, 4-11kW, EURO-5","transport, Motorbike, gasoline, 4-11kW, EURO-5",CH,Propylene,"('air', 'urban air close to ground')",kilogram,2.04472485165752e-06,biosphere
"transport, Motorbike, gasoline, 11-35kW, EURO-3","transport, Motorbike, gasoline, 11-35kW, EURO-3",CH,Propylene,"('air', 'urban air close to ground')",kilogram,3.7054655877000187e-06,biosphere
"transport, Motorbike, gasoline, 11-35kW, EURO-4","transport, Motorbike, gasoline, 11-35kW, EURO-4",CH,Propylene,"('air', 'urban air close to ground')",kilogram,1.2987740092285094e-06,biosphere
"transport, Motorbike, gasoline, 11-35kW, EURO-5","transport, Motorbike, gasoline, 11-35kW, EURO-5",CH,Propylene,"('air', 'urban air close to ground')",kilogram,7.572494382657169e-07,biosphere
"transport, Motorbike, gasoline, >35kW, EURO-3","transport, Motorbike, gasoline, >35kW, EURO-3",CH,Propylene,"('air', 'urban air close to ground')",kilogram,4.928515863866778e-06,biosphere
"transport, Motorbike, gasoline, >35kW, EURO-4","transport, Motorbike, gasoline, >35kW, EURO-4",CH,Propylene,"('air', 'urban air close to ground')",kilogram,1.7216879086845438e-06,biosphere
"transport, Motorbike, gasoline, >35kW, EURO-5","transport, Motorbike, gasoline, >35kW, EURO-5",CH,Propylene,"('air', 'urban air close to ground')",kilogram,1.003695729195897e-06,biosphere
"transport, Scooter, gasoline, <4kW, EURO-3","transport, Scooter, gasoline, <4kW, EURO-3",CH,Propylene,"('air', 'urban air close to ground')",kilogram,5.7119479606626555e-05,biosphere
"transport, Scooter, gasoline, <4kW, EURO-4","transport, Scooter, gasoline, <4kW, EURO-4",CH,Propylene,"('air', 'urban air close to ground')",kilogram,5.3886302339378744e-05,biosphere
"transport, Scooter, gasoline, <4kW, EURO-5","transport, Scooter, gasoline, <4kW, EURO-5",CH,Propylene,"('air', 'urban air close to ground')",kilogram,5.334744128049351e-05,biosphere
"transport, Scooter, gasoline, 4-11kW, EURO-3","transport, Scooter, gasoline, 4-11kW, EURO-3",CH,Propylene,"('air', 'urban air close to ground')",kilogram,2.5999624995165505e-05,biosphere
"transport, Scooter, gasoline, 4-11kW, EURO-4","transport, Scooter, gasoline, 4-11kW, EURO-4",CH,Propylene,"('air', 'urban air close to ground')",kilogram,2.57422034337651e-05,biosphere
"transport, Scooter, gasoline, 4-11kW, EURO-5","transport, Scooter, gasoline, 4-11kW, EURO-5",CH,Propylene,"('air', 'urban air close to ground')",kilogram,2.548478005337529e-05,biosphere
"transport, Moped, gasoline, <4kW, EURO-3","transport, Moped, gasoline, <4kW, EURO-3",CH,Propylene,"('air', 'urban air close to ground')",kilogram,7.020384509814903e-05,biosphere
"transport, Moped, gasoline, <4kW, EURO-4","transport, Moped, gasoline, <4kW, EURO-4",CH,Propylene,"('air', 'urban air close to ground')",kilogram,3.4412802051519975e-05,biosphere
"transport, Moped, gasoline, <4kW, EURO-5","transport, Moped, gasoline, <4kW, EURO-5",CH,Propylene,"('air', 'urban air close to ground')",kilogram,3.406867472222075e-05,biosphere
"transport, passenger bus, gasoline, 13m single deck urban bus, EURO-VI","transport, passenger bus, EURO-VI",RER,Propylene,"('air', 'urban air close to ground')",kilogram,1.7920841344221117e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-2","transport, passenger car, EURO-2",RER,Propylene,"('air', 'low population density, long-term')",kilogram,8.352749318873975e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-2","transport, passenger car, EURO-2",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,2.9356039021877223e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-2","transport, passenger car, EURO-2",RER,Propylene,"('air', 'urban air close to ground')",kilogram,6.624157435908273e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-3","transport, passenger car, EURO-3",RER,Propylene,"('air', 'low population density, long-term')",kilogram,3.77344207436181e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-3","transport, passenger car, EURO-3",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3143207411303592e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-3","transport, passenger car, EURO-3",RER,Propylene,"('air', 'urban air close to ground')",kilogram,3.746294225948077e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-4","transport, passenger car, EURO-4",RER,Propylene,"('air', 'low population density, long-term')",kilogram,1.2807579707896366e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-4","transport, passenger car, EURO-4",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,4.60286884162997e-08,biosphere
"transport, passenger car, gasoline, Large, EURO-4","transport, passenger car, EURO-4",RER,Propylene,"('air', 'urban air close to ground')",kilogram,2.962129599382024e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'low population density, long-term')",kilogram,1.3159579737020977e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,4.579585777264583e-08,biosphere
"transport, passenger car, gasoline, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'urban air close to ground')",kilogram,1.5848823409214674e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'low population density, long-term')",kilogram,1.2359424772512284e-07,biosphere
"transport, passenger car, gasoline, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,4.2074724149188114e-08,biosphere
"transport, passenger car, gasoline, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'urban air close to ground')",kilogram,1.5543582776444964e-07,biosphere
"transport, passenger car, diesel, Large, EURO-2","transport, passenger car, EURO-2",RER,Propylene,"('air', 'low population density, long-term')",kilogram,8.872261219039501e-07,biosphere
"transport, passenger car, diesel, Large, EURO-2","transport, passenger car, EURO-2",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,2.9867985062992375e-07,biosphere
"transport, passenger car, diesel, Large, EURO-2","transport, passenger car, EURO-2",RER,Propylene,"('air', 'urban air close to ground')",kilogram,2.4411605181740015e-07,biosphere
"transport, passenger car, diesel, Large, EURO-3","transport, passenger car, EURO-3",RER,Propylene,"('air', 'low population density, long-term')",kilogram,5.687044222213444e-07,biosphere
"transport, passenger car, diesel, Large, EURO-3","transport, passenger car, EURO-3",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.8472240981282084e-07,biosphere
"transport, passenger car, diesel, Large, EURO-3","transport, passenger car, EURO-3",RER,Propylene,"('air', 'urban air close to ground')",kilogram,1.52357301885786e-07,biosphere
"transport, passenger car, diesel, Large, EURO-4","transport, passenger car, EURO-4",RER,Propylene,"('air', 'low population density, long-term')",kilogram,2.3087928013865167e-07,biosphere
"transport, passenger car, diesel, Large, EURO-4","transport, passenger car, EURO-4",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,7.259593814978871e-08,biosphere
"transport, passenger car, diesel, Large, EURO-4","transport, passenger car, EURO-4",RER,Propylene,"('air', 'urban air close to ground')",kilogram,6.378043337917916e-08,biosphere
"transport, passenger car, diesel, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'low population density, long-term')",kilogram,4.2912080999713e-08,biosphere
"transport, passenger car, diesel, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3207597682196592e-08,biosphere
"transport, passenger car, diesel, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'urban air close to ground')",kilogram,2.0004167211595814e-08,biosphere
"transport, passenger car, diesel, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'low population density, long-term')",kilogram,2.7139272162912675e-08,biosphere
"transport, passenger car, diesel, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,8.21446111132218e-09,biosphere
"transport, passenger car, diesel, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'urban air close to ground')",kilogram,9.628561059571439e-09,biosphere
"transport, passenger car, plugin gasoline hybrid, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'low population density, long-term')",kilogram,5.269849268074722e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.8054027606240197e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'urban air close to ground')",kilogram,6.616159708983105e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'low population density, long-term')",kilogram,3.315956220717453e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.1254132736837619e-08,biosphere
"transport, passenger car, plugin gasoline hybrid, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'urban air close to ground')",kilogram,4.226369654247719e-08,biosphere
"transport, passenger car, plugin diesel hybrid, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'low population density, long-term')",kilogram,1.869827492839704e-08,biosphere
"transport, passenger car, plugin diesel hybrid, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,5.7969771205534926e-09,biosphere
"transport, passenger car, plugin diesel hybrid, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'urban air close to ground')",kilogram,8.575800514165621e-09,biosphere
"transport, passenger car, plugin diesel hybrid, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'low population density, long-term')",kilogram,7.918519173699679e-09,biosphere
"transport, passenger car, plugin diesel hybrid, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,2.4414894550517374e-09,biosphere
"transport, passenger car, plugin diesel hybrid, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'urban air close to ground')",kilogram,2.74592903970472e-09,biosphere
"transport, passenger car, gasoline hybrid, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'low population density, long-term')",kilogram,1.2202590937704372e-07,biosphere
"transport, passenger car, gasoline hybrid, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,4.0760856023780434e-08,biosphere
"transport, passenger car, gasoline hybrid, Large, EURO-6ab","transport, passenger car, EURO-6ab",RER,Propylene,"('air', 'urban air close to ground')",kilogram,1.5505689532346878e-07,biosphere
"transport, passenger car, gasoline hybrid, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'low population density, long-term')",kilogram,1.1084772921776676e-07,biosphere
"transport, passenger car, gasoline hybrid, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,3.601120823759629e-08,biosphere
"transport, passenger car, gasoline hybrid, Large, EURO-6","transport, passenger car, EURO-6",RER,Propylene,"('air', 'urban air close to ground')",kilogram,1.514387690804142e-07,biosphere
