dataset name,reference product,dataset location,exchange name,exchange categories,exchange unit,exchange amount,exchange type
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Canada,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Canada,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Canada,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Central Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Central Asia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Central Asia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",China,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",China,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",China,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Colombia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Colombia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Colombia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",EU-12,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.324388553044286e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",EU-12,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433439e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",EU-12,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047553e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",EU-15,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.324388553044286e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",EU-15,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433439e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",EU-15,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047553e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Europe_Non_EU,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Europe_Non_EU,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Europe_Non_EU,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",European Free Trade Association,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.324388553044286e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",European Free Trade Association,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433439e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",European Free Trade Association,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047553e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",India,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",India,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",India,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Indonesia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Indonesia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Indonesia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Japan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Japan,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Japan,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Mexico,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Mexico,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Mexico,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Middle East,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Middle East,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Middle East,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Pakistan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Pakistan,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Pakistan,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Russia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Russia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Russia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South Africa,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South Africa,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South Africa,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South America_Northern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South America_Northern,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South America_Northern,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South America_Southern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South America_Southern,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South America_Southern,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South Asia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South Asia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South Korea,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South Korea,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",South Korea,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Southeast Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Southeast Asia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Southeast Asia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Taiwan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Taiwan,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Taiwan,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",USA,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",USA,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",USA,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Ukraine,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Ukraine,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Ukraine,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",World,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.3243885530442858e-07,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",World,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.910084064433438e-09,biosphere
"electricity production, at hard coal-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",World,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.631789450047552e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Eastern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Eastern,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Eastern,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Northern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Northern,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Northern,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Southern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Southern,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Southern,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Western,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Argentina,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Australia_NZ,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Brazil,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Canada,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Canada,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Canada,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central America and Caribbean,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central Asia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Central Asia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",China,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",China,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",China,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Colombia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Colombia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Colombia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",EU-12,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.2885942472189426e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",EU-12,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729103e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",EU-12,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.425524751563333e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",EU-15,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",EU-15,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",EU-15,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Europe_Non_EU,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Europe_Non_EU,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Europe_Non_EU,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",European Free Trade Association,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.2885942472189426e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",European Free Trade Association,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729103e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",European Free Trade Association,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.425524751563333e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",India,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",India,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",India,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
