dataset;location;Sum of production volume
electricity production, wind, <1MW turbine, onshore;CN-HU;188.418447
electricity production, wind, <1MW turbine, onshore;CN-JL;852.99655
electricity production, wind, <1MW turbine, onshore;CN-JS;593.73923
electricity production, wind, <1MW turbine, onshore;CN-JX;83.254752
electricity production, wind, <1MW turbine, onshore;CN-LN;1489.79019
electricity production, wind, <1MW turbine, onshore;CN-NM;5640.87069
electricity production, wind, <1MW turbine, onshore;CN-NX;1034.11287
electricity production, wind, <1MW turbine, onshore;CN-QH;62.806149
electricity production, wind, <1MW turbine, onshore;CN-SA;197.182195
electricity production, wind, <1MW turbine, onshore;CN-SC;52.582061
electricity production, wind, <1MW turbine, onshore;CN-SD;1414.43323
electricity production, wind, <1MW turbine, onshore;CN-SH;1112.98404
electricity production, wind, <1MW turbine, onshore;CN-SX;84.715519
electricity production, wind, <1MW turbine, onshore;CN-TJ;1970.36161
electricity production, wind, <1MW turbine, onshore;CN-XJ;1.46060901
electricity production, wind, <1MW turbine, onshore;CN-ZJ;188.418447
electricity production, wind, <1MW turbine, onshore;SI;1.670328
electricity production, wind, <1MW turbine, onshore;SK;0.99
electricity production, wind, <1MW turbine, onshore;US-SPP;3337.399721
electricity production, wind, <1MW turbine, onshore;TH;0.8026425
electricity production, wind, <1MW turbine, onshore;TR;1083.862615
electricity production, wind, <1MW turbine, onshore;US-TRE;3985.164309
electricity production, wind, <1MW turbine, onshore;TW;46.62399953
electricity production, wind, <1MW turbine, onshore;UA;85.24616625
electricity production, wind, <1MW turbine, onshore;US-WECC;3924.467006
electricity production, wind, <1MW turbine, onshore;RoW;1
electricity production, wind, <1MW turbine, onshore, label-certified;CH;6.513989667
electricity production, wind, <1MW turbine, onshore, label-certified;RoW;1
electricity production, wind, >3MW turbine, onshore;US-ASCC;1.334214563
electricity production, wind, >3MW turbine, onshore;AT;171.5297887
electricity production, wind, >3MW turbine, onshore;AU;510.4973141
electricity production, wind, >3MW turbine, onshore;BE;332.6792487
electricity production, wind, >3MW turbine, onshore;BG;296.4929824
electricity production, wind, >3MW turbine, onshore;CA-AB;4.644689258
electricity production, wind, >3MW turbine, onshore;CA-MB;0.955650304
electricity production, wind, >3MW turbine, onshore;CA-NB;1.099196365
electricity production, wind, >3MW turbine, onshore;CA-NS;1.302831632
electricity production, wind, >3MW turbine, onshore;CA-ON;8.818435871
electricity production, wind, >3MW turbine, onshore;CA-PE;0.979625403
electricity production, wind, >3MW turbine, onshore;CA-QC;4619.80794
electricity production, wind, >3MW turbine, onshore;CA-SK;1.199150976
electricity production, wind, >3MW turbine, onshore;CN-GD;508.279476
electricity production, wind, >3MW turbine, onshore;CN-GX;35.7422103
electricity production, wind, >3MW turbine, onshore;CN-GZ;287.491683
electricity production, wind, >3MW turbine, onshore;CN-HA;77.700423
electricity production, wind, >3MW turbine, onshore;CN-YN;986.795883
electricity production, wind, >3MW turbine, onshore;DE;6407.710132
electricity production, wind, >3MW turbine, onshore;DK;1235.31692
electricity production, wind, >3MW turbine, onshore;EE;22.65303103
electricity production, wind, >3MW turbine, onshore;ES;82.74201407
electricity production, wind, >3MW turbine, onshore;FI;1385.638687
electricity production, wind, >3MW turbine, onshore;FR;77.43386249
electricity production, wind, >3MW turbine, onshore;GB;1209.49363
electricity production, wind, >3MW turbine, onshore;GE;8.91
electricity production, wind, >3MW turbine, onshore;GLO;79885.97007
electricity production, wind, >3MW turbine, onshore;GR;714.2399988
electricity production, wind, >3MW turbine, onshore;GT;212.85
electricity production, wind, >3MW turbine, onshore;US-HICC;5.036694649
electricity production, wind, >3MW turbine, onshore;HU;25.00283082
electricity production, wind, >3MW turbine, onshore;IE;197.4133532
electricity production, wind, >3MW turbine, onshore;IT;1499.939138
electricity production, wind, >3MW turbine, onshore;JP;155.9541179
electricity production, wind, >3MW turbine, onshore;KR;156.1962814
electricity production, wind, >3MW turbine, onshore;LT;58.44585834
electricity production, wind, >3MW turbine, onshore;US-MRO;351.3839056
electricity production, wind, >3MW turbine, onshore;MX;133.9610591
electricity production, wind, >3MW turbine, onshore;NL;1200.881516
electricity production, wind, >3MW turbine, onshore;NO;68.74588875
electricity production, wind, >3MW turbine, onshore;US-NPCC;51.85327211
electricity production, wind, >3MW turbine, onshore;PL;159.0769305
electricity production, wind, >3MW turbine, onshore;RFC;192.0688329
electricity production, wind, >3MW turbine, onshore;RO;1333.26436
electricity production, wind, >3MW turbine, onshore;SE;71.64708727
electricity production, wind, >3MW turbine, onshore;US-SERC;31.55684908
electricity production, wind, >3MW turbine, onshore;CN-AH;464.08068
electricity production, wind, >3MW turbine, onshore;CN-BJ;103.525723
electricity production, wind, >3MW turbine, onshore;CN-CQ;64.257095
electricity production, wind, >3MW turbine, onshore;CN-FJ;1352.97085
electricity production, wind, >3MW turbine, onshore;CN-GS;4098.18801
electricity production, wind, >3MW turbine, onshore;CN-HB;5847.41059
electricity production, wind, >3MW turbine, onshore;CN-HE;249.889367
electricity production, wind, >3MW turbine, onshore;CN-HL;2556.01346
electricity production, wind, >3MW turbine, onshore;CN-HN;282.018128
electricity production, wind, >3MW turbine, onshore;CN-HU;460.51096
electricity production, wind, >3MW turbine, onshore;CN-JL;2084.79334
electricity production, wind, >3MW turbine, onshore;CN-JS;1451.14669
electricity production, wind, >3MW turbine, onshore;CN-JX;203.481299
electricity production, wind, >3MW turbine, onshore;CN-LN;3641.16564
electricity production, wind, >3MW turbine, onshore;CN-NM;13786.75396
electricity production, wind, >3MW turbine, onshore;CN-NX;2527.45143
electricity production, wind, >3MW turbine, onshore;CN-QH;153.503511
electricity production, wind, >3MW turbine, onshore;CN-SA;481.92928
electricity production, wind, >3MW turbine, onshore;CN-SC;128.514617
electricity production, wind, >3MW turbine, onshore;CN-SD;3456.98773
electricity production, wind, >3MW turbine, onshore;CN-SH;2720.22485
electricity production, wind, >3MW turbine, onshore;CN-SX;207.051019
electricity production, wind, >3MW turbine, onshore;CN-TJ;4815.72735
electricity production, wind, >3MW turbine, onshore;CN-XJ;3.5698481
electricity production, wind, >3MW turbine, onshore;CN-ZJ;460.51096
electricity production, wind, >3MW turbine, onshore;US-SPP;342.7388566
electricity production, wind, >3MW turbine, onshore;TR;2105.894141
electricity production, wind, >3MW turbine, onshore;US-TRE;409.2619322
electricity production, wind, >3MW turbine, onshore;UA;126.6032168
electricity production, wind, >3MW turbine, onshore;US-WECC;403.0285392
electricity production, wind, >3MW turbine, onshore;RoW;1
electricity production, wind, >3MW turbine, onshore, label-certified;CH;13.38442809
electricity production, wind, >3MW turbine, onshore, label-certified;RoW;1
electricity production, wind, 1-3MW turbine, offshore;BE;2127.023723
electricity production, wind, 1-3MW turbine, offshore;DE;2225.432254
electricity production, wind, 1-3MW turbine, offshore;DK;2803.895767
electricity production, wind, 1-3MW turbine, offshore;ES;9.402490598
electricity production, wind, 1-3MW turbine, offshore;FI;102.5372625
electricity production, wind, 1-3MW turbine, offshore;FR;11.42467809
electricity production, wind, 1-3MW turbine, offshore;GB;9902.011998
electricity production, wind, 1-3MW turbine, offshore;GLO;21205.99479
electricity production, wind, 1-3MW turbine, offshore;IE;68.19733965
electricity production, wind, 1-3MW turbine, offshore;JP;38.9885298
electricity production, wind, 1-3MW turbine, offshore;KR;26.523897
electricity production, wind, 1-3MW turbine, offshore;NL;558.6907644
electricity production, wind, 1-3MW turbine, offshore;NO;4.774020954
electricity production, wind, 1-3MW turbine, offshore;US-NPCC;6.313
electricity production, wind, 1-3MW turbine, offshore;PT;5.14981431
electricity production, wind, 1-3MW turbine, offshore;SE;617.267224
electricity production, wind, 1-3MW turbine, offshore;CN-JS;1487.56125
electricity production, wind, 1-3MW turbine, offshore;CN-LN;148.502914
electricity production, wind, 1-3MW turbine, offshore;CN-SD;376.437649
electricity production, wind, 1-3MW turbine, offshore;CN-SH;685.86021
electricity production, wind, 1-3MW turbine, offshore;RoW;1
electricity production, wind, 1-3MW turbine, onshore;AM;1.98
electricity production, wind, 1-3MW turbine, onshore;AR;521.9362802
electricity production, wind, 1-3MW turbine, onshore;US-ASCC;154.9779486
electricity production, wind, 1-3MW turbine, onshore;AT;4836.867733
electricity production, wind, 1-3MW turbine, onshore;AU;11434.42596
electricity production, wind, 1-3MW turbine, onshore;AZ;5.94
electricity production, wind, 1-3MW turbine, onshore;BD;4.95
electricity production, wind, 1-3MW turbine, onshore;BE;2819.515638
electricity production, wind, 1-3MW turbine, onshore;BG;880.9159712
electricity production, wind, 1-3MW turbine, onshore;BO;34.65
electricity production, wind, 1-3MW turbine, onshore;NA;17800
electricity production, wind, 1-3MW turbine, onshore;NA;3350
electricity production, wind, 1-3MW turbine, onshore;BY;73.26
electricity production, wind, 1-3MW turbine, onshore;CA-AB;5209.795796
electricity production, wind, 1-3MW turbine, onshore;CA-BC;1020.243522
electricity production, wind, 1-3MW turbine, onshore;CA-MB;833.3268483
electricity production, wind, 1-3MW turbine, onshore;CA-NB;826.5956973
electricity production, wind, 1-3MW turbine, onshore;CA-NF;183.623935
electricity production, wind, 1-3MW turbine, onshore;CA-NS;932.8272169
electricity production, wind, 1-3MW turbine, onshore;CA-ON;9779.64695
electricity production, wind, 1-3MW turbine, onshore;CA-PE;573.0808665
electricity production, wind, 1-3MW turbine, onshore;CA-QC;2099.9127
electricity production, wind, 1-3MW turbine, onshore;CA-SK;705.1008273
electricity production, wind, 1-3MW turbine, onshore;CL;2384.961255
electricity production, wind, 1-3MW turbine, onshore;CO;50.49
electricity production, wind, 1-3MW turbine, onshore;CR;1135.53
electricity production, wind, 1-3MW turbine, onshore;CN-GD;603.398445
electricity production, wind, 1-3MW turbine, onshore;CN-GX;42.431031
electricity production, wind, 1-3MW turbine, onshore;CN-GZ;341.292597
electricity production, wind, 1-3MW turbine, onshore;CN-HA;92.241423
electricity production, wind, 1-3MW turbine, onshore;CN-YN;1171.463832
electricity production, wind, 1-3MW turbine, onshore;CU;18.81
electricity production, wind, 1-3MW turbine, onshore;CW;198
electricity production, wind, 1-3MW turbine, onshore;CY;210.067
electricity production, wind, 1-3MW turbine, onshore;CZ;438.8657418
electricity production, wind, 1-3MW turbine, onshore;DE;58513.52088
electricity production, wind, 1-3MW turbine, onshore;DK;3497.784235
electricity production, wind, 1-3MW turbine, onshore;DO;798.93
electricity production, wind, 1-3MW turbine, onshore;EC;83.16
electricity production, wind, 1-3MW turbine, onshore;EE;536.778339
electricity production, wind, 1-3MW turbine, onshore;EG;2037.42
electricity production, wind, 1-3MW turbine, onshore;ES;31159.88501
electricity production, wind, 1-3MW turbine, onshore;ET;807.84
electricity production, wind, 1-3MW turbine, onshore;FI;1377.324853
electricity production, wind, 1-3MW turbine, onshore;FR;18744.07359
electricity production, wind, 1-3MW turbine, onshore;GB;17215.20265
electricity production, wind, 1-3MW turbine, onshore;GLO;619516.2996
electricity production, wind, 1-3MW turbine, onshore;GR;2757.915
electricity production, wind, 1-3MW turbine, onshore;US-HICC;585.0457836
electricity production, wind, 1-3MW turbine, onshore;HK;1.98
electricity production, wind, 1-3MW turbine, onshore;HN;568.26
electricity production, wind, 1-3MW turbine, onshore;HR;859.459668
electricity production, wind, 1-3MW turbine, onshore;HU;639.6557541
electricity production, wind, 1-3MW turbine, onshore;IE;4700.830734
electricity production, wind, 1-3MW turbine, onshore;IN-RJ;5146.816238
electricity production, wind, 1-3MW turbine, onshore;IN-AP;932.6471836
electricity production, wind, 1-3MW turbine, onshore;IN-KA;4448.434574
electricity production, wind, 1-3MW turbine, onshore;IN-KL;73.12849397
electricity production, wind, 1-3MW turbine, onshore;IN-TN;14921.89685
electricity production, wind, 1-3MW turbine, onshore;IN-GJ;8434.269922
electricity production, wind, 1-3MW turbine, onshore;IN-MH;8028.494724
electricity production, wind, 1-3MW turbine, onshore;IN-MP;1025.5302
electricity production, wind, 1-3MW turbine, onshore;IR;29.2816901
electricity production, wind, 1-3MW turbine, onshore;IT;11099.78276
electricity production, wind, 1-3MW turbine, onshore;JM;188.1
electricity production, wind, 1-3MW turbine, onshore;JO;387.09
electricity production, wind, 1-3MW turbine, onshore;JP;935.724706
electricity production, wind, 1-3MW turbine, onshore;KE;62.37
electricity production, wind, 1-3MW turbine, onshore;KR;1355.665836
electricity production, wind, 1-3MW turbine, onshore;KZ;272.25
electricity production, wind, 1-3MW turbine, onshore;LK;341.55
electricity production, wind, 1-3MW turbine, onshore;LT;1007.748283
electricity production, wind, 1-3MW turbine, onshore;LU;79.73886072
electricity production, wind, 1-3MW turbine, onshore;LV;58.70117643
electricity production, wind, 1-3MW turbine, onshore;MA;2970
electricity production, wind, 1-3MW turbine, onshore;MD;2.97
electricity production, wind, 1-3MW turbine, onshore;MK;107.91
electricity production, wind, 1-3MW turbine, onshore;MN;152.46
electricity production, wind, 1-3MW turbine, onshore;US-MRO;40815.59171
electricity production, wind, 1-3MW turbine, onshore;MU;17.82
electricity production, wind, 1-3MW turbine, onshore;MX;1959.625068
electricity production, wind, 1-3MW turbine, onshore;NI;721.71
electricity production, wind, 1-3MW turbine, onshore;NL;3520.662748
electricity production, wind, 1-3MW turbine, onshore;NO;1979.308715
electricity production, wind, 1-3MW turbine, onshore;NP;5.94
electricity production, wind, 1-3MW turbine, onshore;US-NPCC;6023.104501
electricity production, wind, 1-3MW turbine, onshore;NZ;2279.97
electricity production, wind, 1-3MW turbine, onshore;PA;618.75
electricity production, wind, 1-3MW turbine, onshore;PE;1052.37
electricity production, wind, 1-3MW turbine, onshore;PH;965.25
electricity production, wind, 1-3MW turbine, onshore;PK;822.69
electricity production, wind, 1-3MW turbine, onshore;PL;11842.21194
electricity production, wind, 1-3MW turbine, onshore;PT;11896.07614
electricity production, wind, 1-3MW turbine, onshore;RFC;22310.08006
electricity production, wind, 1-3MW turbine, onshore;RO;4733.196163
electricity production, wind, 1-3MW turbine, onshore;RS;24.983244
electricity production, wind, 1-3MW turbine, onshore;SE;12481.74953
electricity production, wind, 1-3MW turbine, onshore;US-SERC;3665.539165
electricity production, wind, 1-3MW turbine, onshore;CN-AH;550.92821
electricity production, wind, 1-3MW turbine, onshore;CN-BJ;122.89914
electricity production, wind, 1-3MW turbine, onshore;CN-CQ;76.282269
electricity production, wind, 1-3MW turbine, onshore;CN-FJ;1606.16477
electricity production, wind, 1-3MW turbine, onshore;CN-GS;4865.11844
electricity production, wind, 1-3MW turbine, onshore;CN-HB;6941.69203
electricity production, wind, 1-3MW turbine, onshore;CN-HE;296.653553
electricity production, wind, 1-3MW turbine, onshore;CN-HL;3034.33886
electricity production, wind, 1-3MW turbine, onshore;CN-HN;334.794474
electricity production, wind, 1-3MW turbine, onshore;CN-HU;546.6881
electricity production, wind, 1-3MW turbine, onshore;CN-JL;2474.93897
electricity production, wind, 1-3MW turbine, onshore;CN-JS;1722.71442
electricity production, wind, 1-3MW turbine, onshore;CN-JX;241.560732
electricity production, wind, 1-3MW turbine, onshore;CN-LN;4322.56797
electricity production, wind, 1-3MW turbine, onshore;CN-NM;16366.79471
electricity production, wind, 1-3MW turbine, onshore;CN-NX;3000.43933
electricity production, wind, 1-3MW turbine, onshore;CN-QH;182.229936
electricity production, wind, 1-3MW turbine, onshore;CN-SA;572.11595
electricity production, wind, 1-3MW turbine, onshore;CN-SC;152.564538
electricity production, wind, 1-3MW turbine, onshore;CN-SD;4103.92262
electricity production, wind, 1-3MW turbine, onshore;CN-SH;3229.28571
electricity production, wind, 1-3MW turbine, onshore;CN-SX;245.798707
electricity production, wind, 1-3MW turbine, onshore;CN-TJ;5716.93647
electricity production, wind, 1-3MW turbine, onshore;CN-XJ;4.23790668
electricity production, wind, 1-3MW turbine, onshore;CN-ZJ;546.6881
electricity production, wind, 1-3MW turbine, onshore;SI;4.269672
electricity production, wind, 1-3MW turbine, onshore;US-SPP;39811.41142
electricity production, wind, 1-3MW turbine, onshore;TH;340.7473575
electricity production, wind, 1-3MW turbine, onshore;TN;469.26
electricity production, wind, 1-3MW turbine, onshore;TR;12144.35324
electricity production, wind, 1-3MW turbine, onshore;US-TRE;47538.51176
electricity production, wind, 1-3MW turbine, onshore;TW;1395.806
electricity production, wind, 1-3MW turbine, onshore;UA;732.6106169
electricity production, wind, 1-3MW turbine, onshore;UY;2964.06
electricity production, wind, 1-3MW turbine, onshore;VN;198.99
electricity production, wind, 1-3MW turbine, onshore;US-WECC;46814.46145
electricity production, wind, 1-3MW turbine, onshore;ZA;388.08
electricity production, wind, 1-3MW turbine, onshore;RoW;1
electricity production, wind, 1-3MW turbine, onshore, label-certified;CH;112.2383542
electricity production, wind, 1-3MW turbine, onshore, label-certified;RoW;1
electricity, from municipal waste incineration to generic market for electricity, medium voltage;AT;528.9500157
electricity, from municipal waste incineration to generic market for electricity, medium voltage;BE;1912.21351
electricity, from municipal waste incineration to generic market for electricity, medium voltage;CA-ON;255.933
electricity, from municipal waste incineration to generic market for electricity, medium voltage;CA-PE;1.763
electricity, from municipal waste incineration to generic market for electricity, medium voltage;CA-QC;96.727
electricity, from municipal waste incineration to generic market for electricity, medium voltage;CH;496.7283
electricity, from municipal waste incineration to generic market for electricity, medium voltage;CZ;45.7716361
electricity, from municipal waste incineration to generic market for electricity, medium voltage;DE;11624.51717
electricity, from municipal waste incineration to generic market for electricity, medium voltage;DK;363.39742
electricity, from municipal waste incineration to generic market for electricity, medium voltage;EE;109.4271239
electricity, from municipal waste incineration to generic market for electricity, medium voltage;ES;129.5266595
electricity, from municipal waste incineration to generic market for electricity, medium voltage;FI;644.566082
electricity, from municipal waste incineration to generic market for electricity, medium voltage;FR;360.3778601
electricity, from municipal waste incineration to generic market for electricity, medium voltage;US-FRCC;2927.837
electricity, from municipal waste incineration to generic market for electricity, medium voltage;GB;1856.969692
electricity, from municipal waste incineration to generic market for electricity, medium voltage;GLO;55364.80571
electricity, from municipal waste incineration to generic market for electricity, medium voltage;US-HICC;405.15
electricity, from municipal waste incineration to generic market for electricity, medium voltage;HU;364.4671192
electricity, from municipal waste incineration to generic market for electricity, medium voltage;IE;140.8976473
electricity, from municipal waste incineration to generic market for electricity, medium voltage;IT;4689.561389
electricity, from municipal waste incineration to generic market for electricity, medium voltage;JP;12162.51368
electricity, from municipal waste incineration to generic market for electricity, medium voltage;LT;146.94
electricity, from municipal waste incineration to generic market for electricity, medium voltage;LU;106.7216274
electricity, from municipal waste incineration to generic market for electricity, medium voltage;US-MRO;602.555
electricity, from municipal waste incineration to generic market for electricity, medium voltage;NO;383.15
electricity, from municipal waste incineration to generic market for electricity, medium voltage;US-NPCC;5107.309
electricity, from municipal waste incineration to generic market for electricity, medium voltage;PH;16.74
electricity, from municipal waste incineration to generic market for electricity, medium voltage;PL;1.811034556
electricity, from municipal waste incineration to generic market for electricity, medium voltage;RFC;3682.818
electricity, from municipal waste incineration to generic market for electricity, medium voltage;SE;3157.749967
electricity, from municipal waste incineration to generic market for electricity, medium voltage;US-SERC;1193.299
electricity, from municipal waste incineration to generic market for electricity, medium voltage;SG;1116
electricity, from municipal waste incineration to generic market for electricity, medium voltage;SI;7.14973822
electricity, from municipal waste incineration to generic market for electricity, medium voltage;US-SPP;11.091
electricity, from municipal waste incineration to generic market for electricity, medium voltage;TR;7.528043872
electricity, from municipal waste incineration to generic market for electricity, medium voltage;TW;98.58
electricity, from municipal waste incineration to generic market for electricity, medium voltage;US-WECC;608.068
electricity, from municipal waste incineration to generic market for electricity, medium voltage;RoW;1
heat and power co-generation, biogas, gas engine;US-ASCC;42.515
heat and power co-generation, biogas, gas engine;AT;555.4448287
heat and power co-generation, biogas, gas engine;AU;793.6221723
heat and power co-generation, biogas, gas engine;BE;239.9944081
heat and power co-generation, biogas, gas engine;BG;140.43
heat and power co-generation, biogas, gas engine;BY;0.93
heat and power co-generation, biogas, gas engine;CA-AB;21.454
heat and power co-generation, biogas, gas engine;CA-BC;80.294
heat and power co-generation, biogas, gas engine;CA-ON;162.642
heat and power co-generation, biogas, gas engine;CA-QC;65.041
heat and power co-generation, biogas, gas engine;CH;190.1004967
heat and power co-generation, biogas, gas engine;CL;11.44977035
heat and power co-generation, biogas, gas engine;CY;13.02
heat and power co-generation, biogas, gas engine;CZ;96.92817057
heat and power co-generation, biogas, gas engine;DE;31570.85713
heat and power co-generation, biogas, gas engine;DK;366.1365966
heat and power co-generation, biogas, gas engine;EC;12.09
heat and power co-generation, biogas, gas engine;EE;31.38607431
heat and power co-generation, biogas, gas engine;ES;326.6738545
heat and power co-generation, biogas, gas engine;FI;232.4974431
heat and power co-generation, biogas, gas engine;FR;452.830819
heat and power co-generation, biogas, gas engine;US-FRCC;266.962
heat and power co-generation, biogas, gas engine;GLO;65787.50405
heat and power co-generation, biogas, gas engine;GR;187.7794809
heat and power co-generation, biogas, gas engine;GT;9.3
heat and power co-generation, biogas, gas engine;US-HICC;37.49
heat and power co-generation, biogas, gas engine;HR;205.53
heat and power co-generation, biogas, gas engine;HU;116.3768772
heat and power co-generation, biogas, gas engine;ID;1124.37
heat and power co-generation, biogas, gas engine;IE;162.1287996
heat and power co-generation, biogas, gas engine;IR;22.32
heat and power co-generation, biogas, gas engine;IT;11969.33757
heat and power co-generation, biogas, gas engine;JO;3.72
heat and power co-generation, biogas, gas engine;JP;66.81103764
heat and power co-generation, biogas, gas engine;KR;1507.457754
heat and power co-generation, biogas, gas engine;LT;28.83
heat and power co-generation, biogas, gas engine;LV;216.6108309
heat and power co-generation, biogas, gas engine;MK;33.48
heat and power co-generation, biogas, gas engine;US-MRO;601.881
heat and power co-generation, biogas, gas engine;NL;41.31035914
heat and power co-generation, biogas, gas engine;NO;12.61
heat and power co-generation, biogas, gas engine;US-NPCC;1247.271
heat and power co-generation, biogas, gas engine;NZ;88.21945338
heat and power co-generation, biogas, gas engine;PE;123.69
heat and power co-generation, biogas, gas engine;PL;493.5069164
heat and power co-generation, biogas, gas engine;RFC;4135.039
heat and power co-generation, biogas, gas engine;RO;19.53
heat and power co-generation, biogas, gas engine;SE;48.25412541
heat and power co-generation, biogas, gas engine;US-SERC;2120.29
heat and power co-generation, biogas, gas engine;SI;111.7146597
heat and power co-generation, biogas, gas engine;SK;89.0513186
heat and power co-generation, biogas, gas engine;US-SPP;98.377
heat and power co-generation, biogas, gas engine;SV;38.13
heat and power co-generation, biogas, gas engine;TR;1390.806105
heat and power co-generation, biogas, gas engine;US-TRE;597.441
heat and power co-generation, biogas, gas engine;US-WECC;3165.54
heat and power co-generation, biogas, gas engine;RoW;1
heat and power co-generation, biogas, gas engine, label-certified;CH;42.25447291
heat and power co-generation, biogas, gas engine, label-certified;RoW;1
heat and power co-generation, hard coal;AT;267.7868595
heat and power co-generation, hard coal;BG;571.02
heat and power co-generation, hard coal;CZ;5029.495073
heat and power co-generation, hard coal;DE;10535.70661
heat and power co-generation, hard coal;DK;8093.353596
heat and power co-generation, hard coal;FI;4308.76359
heat and power co-generation, hard coal;FR;17.92455325
heat and power co-generation, hard coal;US-FRCC;745.174
heat and power co-generation, hard coal;GLO;295586.4414
heat and power co-generation, hard coal;US-HICC;1512.82
heat and power co-generation, hard coal;HU;119.0833162
heat and power co-generation, hard coal;IT;121.5209746
heat and power co-generation, hard coal;KG;977.43
heat and power co-generation, hard coal;KZ;65597.55
heat and power co-generation, hard coal;MN;1526.13
heat and power co-generation, hard coal;US-MRO;12814.464
heat and power co-generation, hard coal;NL;4347.19477
heat and power co-generation, hard coal;NO;40.74
heat and power co-generation, hard coal;US-NPCC;379.956
heat and power co-generation, hard coal;PL;69346.32417
heat and power co-generation, hard coal;RFC;8412.22
heat and power co-generation, hard coal;RO;196.23
heat and power co-generation, hard coal;RU;75569.94
heat and power co-generation, hard coal;SE;253.8166997
heat and power co-generation, hard coal;US-SERC;13514.423
heat and power co-generation, hard coal;SI;0.893717277
heat and power co-generation, hard coal;SK;649.2965075
heat and power co-generation, hard coal;US-SPP;1922.597
heat and power co-generation, hard coal;TJ;558
heat and power co-generation, hard coal;US-TRE;243.922
heat and power co-generation, hard coal;TW;3477.27
heat and power co-generation, hard coal;UA;2831.85
heat and power co-generation, hard coal;US-WECC;1603.545
heat and power co-generation, hard coal;RoW;1
heat and power co-generation, lignite;US-ASCC;600.751
heat and power co-generation, lignite;AU;1842.068525
heat and power co-generation, lignite;BA;197.16
heat and power co-generation, lignite;BG;889.08
heat and power co-generation, lignite;CZ;22405.66461
heat and power co-generation, lignite;DE;4018.650071
heat and power co-generation, lignite;GLO;211265.0919
heat and power co-generation, lignite;GR;6535.620122
heat and power co-generation, lignite;HU;10.82575602
heat and power co-generation, lignite;KG;446.4
heat and power co-generation, lignite;KZ;32.55
heat and power co-generation, lignite;MN;3360.09
heat and power co-generation, lignite;US-MRO;25100.556
heat and power co-generation, lignite;PL;44195.58178
heat and power co-generation, lignite;RFC;4856.878
heat and power co-generation, lignite;RO;3203.85
heat and power co-generation, lignite;RS;13802.13
heat and power co-generation, lignite;RU;67947.66
heat and power co-generation, lignite;US-SERC;3645.776
heat and power co-generation, lignite;SI;4441.774869
heat and power co-generation, lignite;SK;1487.935139
heat and power co-generation, lignite;US-SPP;797.469
heat and power co-generation, lignite;UZ;760.74
heat and power co-generation, lignite;US-WECC;685.881
heat and power co-generation, lignite;RoW;1
heat and power co-generation, natural gas, 500kW electrical, lean burn;CH;176.0556
heat and power co-generation, natural gas, 500kW electrical, lean burn;GLO;176.0556
heat and power co-generation, natural gas, 500kW electrical, lean burn;RoW;1
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;AM;11.06149722
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;AT;3217.457704
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;BE;1979.228335
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;BG;101.2795894
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;DE;585.7722984
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;DK;77.01234179
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;FI;495.8850374
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-FRCC;2344.317
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;GLO;276839.8395
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;HR;765.120685
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;HU;241.9499932
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;IT;39966.97472
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;KR;4886.073717
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;LT;23.94767545
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;LU;118.3144415
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;LV;1200.626904
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;MK;447.7592307
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-MRO;988.996
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;NL;8057.959964
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-NPCC;20049.409
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;NZ;63.17222155
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;PL;3818.516809
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;RFC;33530.151
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;RO;268.7835514
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;RU;21514.98628
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-SERC;41460.898
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;SK;458.2780782
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-SPP;2518.589
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;TR;621.993477
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-TRE;56451.223
