Units,scenario,region,Year,value
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Australia_NZ,2100,-24.589614062002315
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,1975,26.925394739999998
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,1990,60.48794375234
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2005,99.2663138256
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2010,117.7811917316
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2015,140.179054265
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2021,133.9896748012
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2025,133.9186763749
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2030,135.66622613819
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2035,140.902827907
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2040,139.30776220587
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2045,135.06342786409002
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2050,126.80599171497
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2055,115.698108076402
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2060,100.485635501364
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2065,83.4204291787417
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2070,58.606904004401095
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2075,23.078436675985717
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2080,-28.066174375938502
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2085,-61.74109256091805
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2090,-91.88242369244995
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2095,-117.34207970059222
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Brazil,2100,-138.7040148740382
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,1975,55.12194158
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,1990,120.21090646100001
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2005,160.662459613
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2010,155.493415164
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2015,165.293038857
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2021,162.740458593
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2025,161.2823391251
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2030,158.150058991602
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2035,153.974012833318
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2040,146.83123483291
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2045,130.955935252458
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2050,113.185080501336
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2055,100.74759739357
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2060,87.767340353461
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2065,77.1165158091201
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2070,67.06226086171034
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2075,56.60463689441327
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2080,40.803511556858865
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2085,33.74922570157628
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2090,25.824727387719218
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2095,21.294992403314826
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Canada,2100,19.537166889252056
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,1975,11.210071029403599
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,1990,31.122462663253
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2005,46.914597290169
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2010,53.325731609493
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2015,57.46169756462
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2021,53.117951993791
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2025,55.08718875268
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2030,56.876233650924
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2035,59.708935825716
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2040,59.026006089774
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2045,55.689458634332304
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2050,50.811812097391
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2055,45.274952965592995
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2060,39.383461884584
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2065,33.5394543799135
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2070,25.90126938925075
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2075,17.216000703164866
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2080,6.762904747860917
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2085,-0.904373714176628
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2090,-7.284496477276305
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2095,-11.818799142331743
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central America and Caribbean,2100,-14.885019730697286
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,1975,65.09281855
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,1990,157.1541007854
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2005,115.222417852
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2010,138.322717766
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2015,121.50226065
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2021,141.959463474
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2025,147.220580725789
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2030,151.507373412656
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Central Asia,2035,154.717031584603
