Units,scenario,region,subsector,technology,output,Year,value
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2030,0.000453009
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2035,0.00128422
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2040,0.0028496
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2045,0.00544204
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2050,0.00862456
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2055,0.0129809
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2060,0.018262
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2065,0.023878
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2070,0.0296586
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2075,0.0364891
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2080,0.0410827
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2085,0.0581292
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2090,0.0842744
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2095,0.115046
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (IGCC),electricity,2100,0.155933
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2040,0.000660429
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2045,0.00266838
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2050,0.009465
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2055,0.0247757
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2060,0.053745
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2065,0.0995706
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2070,0.156099
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2075,0.209518
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2080,0.241648
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2085,0.19759
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2090,0.126586
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2095,0.0784358
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv CCS),electricity,2100,0.0516432
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,1990,0.00136107
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2005,0.00259727
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2010,0.00308192
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2015,0.00283748
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2021,0.00237357
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2025,0.00238287
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2030,0.00398976
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2035,0.00709672
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2040,0.0124076
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2045,0.0203815
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2050,0.0288629
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2055,0.0381234
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2060,0.0453346
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2065,0.0486165
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2070,0.0489687
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2075,0.0483684
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2080,0.0413514
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2085,0.0519106
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2090,0.0685218
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2095,0.085822
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,biomass,biomass (conv),electricity,2100,0.109862
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2040,6.11596e-06
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2045,2.1854e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2050,5.65442e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2055,0.000118982
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2060,0.000227927
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2065,0.000401758
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2070,0.00064346
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2075,0.000919237
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2080,0.00113704
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2085,0.00114892
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2090,0.00103843
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2095,0.000863598
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC CCS),electricity,2100,0.00071919
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2030,4.33532e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2035,0.00010226
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2040,0.000208881
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2045,0.000348461
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2050,0.00046853
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2055,0.000604828
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2060,0.000728239
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2065,0.000811826
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2070,0.000846286
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2075,0.000887346
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2080,0.00094021
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2085,0.00150954
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2090,0.00229057
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2095,0.00306316
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (IGCC),electricity,2100,0.00409189
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2040,0.000549556
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2045,0.00168412
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2050,0.00423248
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2055,0.00899442
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2060,0.0169706
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2065,0.0282718
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2070,0.0394579
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2075,0.0437612
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2080,0.0380764
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2085,0.0278825
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2090,0.0194343
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2095,0.0134818
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul CCS),electricity,2100,0.00971577
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,1990,0.00017388
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2005,0.00325193
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2010,0.00543735
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2015,0.00626
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2021,0.00635877
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2025,0.0103888
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2030,0.0151597
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2035,0.0221452
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2040,0.025864
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2045,0.0269934
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2050,0.0257386
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2055,0.0252233
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2060,0.023119
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2065,0.0195337
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2070,0.0152145
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2075,0.0115402
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2080,0.00888045
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2085,0.0124009
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2090,0.0172914
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2095,0.0214515
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,coal,coal (conv pul),electricity,2100,0.0273594
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2040,0.000474366
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2045,0.000811856
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2050,0.00127265
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2055,0.0019547
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2060,0.00284217
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2065,0.00389297
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2070,0.00487797
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2075,0.00572778
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2080,0.00628786
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2085,0.00643717
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2090,0.00692687
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2095,0.00774037
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC CCS),electricity,2100,0.0338564
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2010,3.11885e-07
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2021,1.78255e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2025,4.35116e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2030,8.0407e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2035,0.000191179
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2040,0.000138457
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2045,0.000303136
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2050,0.000550747
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2055,0.00106367
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2060,0.00182942
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2065,0.00277084
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2070,0.00375628
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2075,0.00497582
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2080,0.0059896
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2085,0.00847628
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2090,0.0121849
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2095,0.0176345
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (CC),electricity,2100,0.111389
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2010,3.9729e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2015,0.00015479
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2021,0.00084465
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2025,9.06208e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2030,9.0546e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2035,0.000118857
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2040,4.57769e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2045,5.87916e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2050,6.4427e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2055,8.02619e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2060,9.42943e-05
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2065,0.00010821
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2070,0.00012297
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2075,0.00014277
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2080,0.000163811
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2085,0.00022793
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2090,0.000325836
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2095,0.000460562
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,gas,gas (steam/CT),electricity,2100,0.00309139
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,1990,0.00117413
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2005,0.00360711
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2010,0.00386914
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2015,0.0162746
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2021,0.0181365
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2025,0.0253532
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2030,0.0343756
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2035,0.0458932
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2040,0.0615367
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2045,0.0727235
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2050,0.072792
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2055,0.0727788
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2060,0.0727585
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2065,0.0727363
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2070,0.0727167
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2075,0.072698
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2080,0.0726817
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2085,0.0726683
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2090,0.0726565
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2095,0.0726473
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,geothermal,geothermal,electricity,2100,0.0726272
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,1990,0.0229334
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2005,0.039002
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2010,0.064828
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2015,0.0982678
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2021,0.13392
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2025,0.156444
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2030,0.1846
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2035,0.212755
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2040,0.240911
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2045,0.269066
EJ,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Africa_Eastern,hydro,hydro,electricity,2050,0.297221
