Units,scenario,region,Year,account,value
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2080,gdp-per-capita-ppp,51.4734
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2085,gdp-per-capita-ppp,53.9771
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2090,gdp-per-capita-ppp,56.4559
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2095,gdp-per-capita-ppp,58.8935
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Japan,2100,gdp-per-capita-ppp,61.2503
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,1975,gdp-per-capita-ppp,7.55151
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,1990,gdp-per-capita-ppp,8.95308
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2005,gdp-per-capita-ppp,10.5453
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2010,gdp-per-capita-ppp,10.4959
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2015,gdp-per-capita-ppp,11.1801
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2021,gdp-per-capita-ppp,10.6036
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2025,gdp-per-capita-ppp,11.7962
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2030,gdp-per-capita-ppp,12.9686
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2035,gdp-per-capita-ppp,14.3578
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2040,gdp-per-capita-ppp,15.9384
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2045,gdp-per-capita-ppp,17.7324
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2050,gdp-per-capita-ppp,19.7166
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2055,gdp-per-capita-ppp,21.8388
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2060,gdp-per-capita-ppp,24.0374
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2065,gdp-per-capita-ppp,26.3289
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2070,gdp-per-capita-ppp,28.7065
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2075,gdp-per-capita-ppp,31.1311
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2080,gdp-per-capita-ppp,33.5469
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2085,gdp-per-capita-ppp,35.9302
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2090,gdp-per-capita-ppp,38.2569
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2095,gdp-per-capita-ppp,40.4919
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Mexico,2100,gdp-per-capita-ppp,42.6374
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,1975,gdp-per-capita-ppp,10.6356
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,1990,gdp-per-capita-ppp,7.77126
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2005,gdp-per-capita-ppp,10.131
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2010,gdp-per-capita-ppp,10.9625
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2015,gdp-per-capita-ppp,11.6899
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2021,gdp-per-capita-ppp,11.4421
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2025,gdp-per-capita-ppp,12.3705
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2030,gdp-per-capita-ppp,13.711
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2035,gdp-per-capita-ppp,15.0462
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2040,gdp-per-capita-ppp,16.398
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2045,gdp-per-capita-ppp,17.7037
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2050,gdp-per-capita-ppp,18.998
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2055,gdp-per-capita-ppp,20.3638
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2060,gdp-per-capita-ppp,21.8591
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2065,gdp-per-capita-ppp,23.5033
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2070,gdp-per-capita-ppp,25.224
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2075,gdp-per-capita-ppp,27.0078
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2080,gdp-per-capita-ppp,28.8671
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2085,gdp-per-capita-ppp,30.8148
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2090,gdp-per-capita-ppp,32.8765
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2095,gdp-per-capita-ppp,35.0782
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Middle East,2100,gdp-per-capita-ppp,37.4324
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,1975,gdp-per-capita-ppp,1.10923
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,1990,gdp-per-capita-ppp,1.59399
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2005,gdp-per-capita-ppp,1.98113
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2010,gdp-per-capita-ppp,2.20303
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2015,gdp-per-capita-ppp,2.62205
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2021,gdp-per-capita-ppp,2.97007
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2025,gdp-per-capita-ppp,3.13838
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2030,gdp-per-capita-ppp,3.624
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2035,gdp-per-capita-ppp,4.2213
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2040,gdp-per-capita-ppp,4.99952
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2045,gdp-per-capita-ppp,5.99727
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2050,gdp-per-capita-ppp,7.21905
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2055,gdp-per-capita-ppp,8.68309
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2060,gdp-per-capita-ppp,10.4049
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2065,gdp-per-capita-ppp,12.4357
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2070,gdp-per-capita-ppp,14.759
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2075,gdp-per-capita-ppp,17.4122
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2080,gdp-per-capita-ppp,20.3835
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2085,gdp-per-capita-ppp,23.6499
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2090,gdp-per-capita-ppp,27.2086
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2095,gdp-per-capita-ppp,31.0596
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Pakistan,2100,gdp-per-capita-ppp,35.2236
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,1975,gdp-per-capita-ppp,6.50249
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,1990,gdp-per-capita-ppp,11.8219
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2005,gdp-per-capita-ppp,10.7759
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2010,gdp-per-capita-ppp,12.8744
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2015,gdp-per-capita-ppp,13.8538
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2021,gdp-per-capita-ppp,14.6148
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2025,gdp-per-capita-ppp,15.4557
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2030,gdp-per-capita-ppp,16.8424
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2035,gdp-per-capita-ppp,18.7182
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2040,gdp-per-capita-ppp,20.637
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2045,gdp-per-capita-ppp,22.5345
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2050,gdp-per-capita-ppp,24.4168
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2055,gdp-per-capita-ppp,26.53
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2060,gdp-per-capita-ppp,29.0263
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2065,gdp-per-capita-ppp,31.7689
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2070,gdp-per-capita-ppp,34.7028
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2075,gdp-per-capita-ppp,37.7343
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2080,gdp-per-capita-ppp,40.8674
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2085,gdp-per-capita-ppp,44.1884
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2090,gdp-per-capita-ppp,47.7958
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2095,gdp-per-capita-ppp,51.7175
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Russia,2100,gdp-per-capita-ppp,55.9127
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,1975,gdp-per-capita-ppp,6.19618
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,1990,gdp-per-capita-ppp,5.41851
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2005,gdp-per-capita-ppp,6.90111
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2010,gdp-per-capita-ppp,7.60908
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2015,gdp-per-capita-ppp,7.84509
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2021,gdp-per-capita-ppp,7.33881
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2025,gdp-per-capita-ppp,7.66277
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2030,gdp-per-capita-ppp,7.98724
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2035,gdp-per-capita-ppp,8.85298
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2040,gdp-per-capita-ppp,10.1318
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2045,gdp-per-capita-ppp,11.7589
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2050,gdp-per-capita-ppp,13.6924
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2055,gdp-per-capita-ppp,15.9299
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2060,gdp-per-capita-ppp,18.4867
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2065,gdp-per-capita-ppp,21.3552
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2070,gdp-per-capita-ppp,24.5354
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2075,gdp-per-capita-ppp,28.0241
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2080,gdp-per-capita-ppp,31.8579
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2085,gdp-per-capita-ppp,36.0401
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2090,gdp-per-capita-ppp,40.5855
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2095,gdp-per-capita-ppp,45.4871
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Africa,2100,gdp-per-capita-ppp,50.7471
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,1975,gdp-per-capita-ppp,2.82424
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,1990,gdp-per-capita-ppp,2.44247
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2005,gdp-per-capita-ppp,2.53435
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2010,gdp-per-capita-ppp,2.56321
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2015,gdp-per-capita-ppp,2.08691
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2021,gdp-per-capita-ppp,2.0277
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2025,gdp-per-capita-ppp,2.36399
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2030,gdp-per-capita-ppp,3.63505
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2035,gdp-per-capita-ppp,5.01828
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2040,gdp-per-capita-ppp,6.17654
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2045,gdp-per-capita-ppp,6.91002
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2050,gdp-per-capita-ppp,7.12724
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2055,gdp-per-capita-ppp,7.04848
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2060,gdp-per-capita-ppp,6.98252
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2065,gdp-per-capita-ppp,6.93834
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2070,gdp-per-capita-ppp,6.91383
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2075,gdp-per-capita-ppp,6.9067
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2080,gdp-per-capita-ppp,6.91533
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2085,gdp-per-capita-ppp,6.93777
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2090,gdp-per-capita-ppp,6.99501
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2095,gdp-per-capita-ppp,7.10662
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Northern,2100,gdp-per-capita-ppp,7.23516
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,1975,gdp-per-capita-ppp,3.82112
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,1990,gdp-per-capita-ppp,3.92199
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2005,gdp-per-capita-ppp,5.71648
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2010,gdp-per-capita-ppp,6.85737
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2015,gdp-per-capita-ppp,8.01459
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2021,gdp-per-capita-ppp,7.6854
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2025,gdp-per-capita-ppp,8.55457
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2030,gdp-per-capita-ppp,9.25783
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2035,gdp-per-capita-ppp,10.1994
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2040,gdp-per-capita-ppp,11.3332
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2045,gdp-per-capita-ppp,12.6601
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2050,gdp-per-capita-ppp,14.1807
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2055,gdp-per-capita-ppp,15.8917
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2060,gdp-per-capita-ppp,17.805
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2065,gdp-per-capita-ppp,19.9514
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2070,gdp-per-capita-ppp,22.3015
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2075,gdp-per-capita-ppp,24.8386
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2080,gdp-per-capita-ppp,27.5458
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2085,gdp-per-capita-ppp,30.4246
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2090,gdp-per-capita-ppp,33.4737
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2095,gdp-per-capita-ppp,36.6882
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South America_Southern,2100,gdp-per-capita-ppp,40.064
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,1975,gdp-per-capita-ppp,0.845327
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,1990,gdp-per-capita-ppp,1.04587
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2005,gdp-per-capita-ppp,1.50791
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2010,gdp-per-capita-ppp,2.02852
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2015,gdp-per-capita-ppp,2.69087
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2021,gdp-per-capita-ppp,3.37768
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2025,gdp-per-capita-ppp,3.89006
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2030,gdp-per-capita-ppp,4.99369
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2035,gdp-per-capita-ppp,6.20972
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2040,gdp-per-capita-ppp,7.42254
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2045,gdp-per-capita-ppp,8.68186
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2050,gdp-per-capita-ppp,10.0115
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2055,gdp-per-capita-ppp,11.428
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2060,gdp-per-capita-ppp,12.9586
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2065,gdp-per-capita-ppp,14.628
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2070,gdp-per-capita-ppp,16.3854
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2075,gdp-per-capita-ppp,18.2434
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2080,gdp-per-capita-ppp,20.1572
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2085,gdp-per-capita-ppp,22.1155
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2090,gdp-per-capita-ppp,24.132
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2095,gdp-per-capita-ppp,26.228
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Asia,2100,gdp-per-capita-ppp,28.4096
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,1975,gdp-per-capita-ppp,2.19682
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,1990,gdp-per-capita-ppp,7.00684
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2005,gdp-per-capita-ppp,16.4191
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2010,gdp-per-capita-ppp,19.8946
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2015,gdp-per-capita-ppp,22.1327
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2021,gdp-per-capita-ppp,24.8022
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2025,gdp-per-capita-ppp,27.5251
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2030,gdp-per-capita-ppp,30.5453
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2035,gdp-per-capita-ppp,33.0155
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2040,gdp-per-capita-ppp,35.1776
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2045,gdp-per-capita-ppp,37.2248
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2050,gdp-per-capita-ppp,39.1654
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2055,gdp-per-capita-ppp,41.153
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2060,gdp-per-capita-ppp,43.2126
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2065,gdp-per-capita-ppp,45.3782
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2070,gdp-per-capita-ppp,47.451
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2075,gdp-per-capita-ppp,49.3552
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2080,gdp-per-capita-ppp,51.0699
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2085,gdp-per-capita-ppp,52.609
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2090,gdp-per-capita-ppp,54.0569
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2095,gdp-per-capita-ppp,55.4632
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",South Korea,2100,gdp-per-capita-ppp,56.7352
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,1975,gdp-per-capita-ppp,1.61895
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,1990,gdp-per-capita-ppp,2.59468
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2005,gdp-per-capita-ppp,4.26271
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2010,gdp-per-capita-ppp,5.26435
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2015,gdp-per-capita-ppp,6.27095
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2021,gdp-per-capita-ppp,7.10099
thous 1990$ percap,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Southeast Asia,2025,gdp-per-capita-ppp,8.06214
