year;region;powertrain;construction_year;size;vintage_demand_vkm
2040;REF;FCEV;2031-2035;Medium;88
2040;REF;FCEV;2031-2035;Medium SUV;166
2040;REF;FCEV;2031-2035;Small;18
2040;REF;FCEV;2036-2040;13m single deck urban bus;677
2040;REF;FCEV;2036-2040;18t;8
2040;REF;FCEV;2036-2040;26t;1065
2040;REF;FCEV;2036-2040;3.5t;8031
2040;REF;FCEV;2036-2040;40t;421
2040;REF;FCEV;2036-2040;7.5t;23
2040;REF;FCEV;2036-2040;Lower medium;234
2040;REF;FCEV;2036-2040;Medium;99
2040;REF;FCEV;2036-2040;Medium SUV;211
2040;REF;FCEV;2036-2040;Small;17
2040;REF;ICEV-d;2021-2025;Lower medium;893
2040;REF;ICEV-d;2021-2025;Medium;235
2040;REF;ICEV-d;2021-2025;Medium SUV;157
2040;REF;ICEV-d;2021-2025;Small;111
2040;REF;ICEV-d;2026-2030;13m single deck urban bus;212
2040;REF;ICEV-d;2026-2030;18t;2
2040;REF;ICEV-d;2026-2030;26t;296
2040;REF;ICEV-d;2026-2030;3.5t;589
2040;REF;ICEV-d;2026-2030;40t;80
2040;REF;ICEV-d;2026-2030;7.5t;1
2040;REF;ICEV-d;2026-2030;Lower medium;14255
2040;REF;ICEV-d;2026-2030;Medium;3787
2040;REF;ICEV-d;2026-2030;Medium SUV;2669
2040;REF;ICEV-d;2026-2030;Mini;7
2040;REF;ICEV-d;2026-2030;Small;1744
2040;REF;ICEV-d;2031-2035;13m single deck urban bus;4413
2040;REF;ICEV-d;2031-2035;18t;47
2040;REF;ICEV-d;2031-2035;26t;6046
2040;REF;ICEV-d;2031-2035;3.5t;11290
2040;REF;ICEV-d;2031-2035;40t;1625
2040;REF;ICEV-d;2031-2035;7.5t;33
2040;REF;ICEV-d;2031-2035;Lower medium;15527
2040;REF;ICEV-d;2031-2035;Medium;4380
2040;REF;ICEV-d;2031-2035;Medium SUV;3433
2040;REF;ICEV-d;2031-2035;Mini;8
2040;REF;ICEV-d;2031-2035;Small;1791
2040;REF;ICEV-d;2036-2040;13m single deck urban bus;5528
2040;REF;ICEV-d;2036-2040;18t;60
2040;REF;ICEV-d;2036-2040;26t;7549
2040;REF;ICEV-d;2036-2040;3.5t;12479
2040;REF;ICEV-d;2036-2040;40t;1983
2040;REF;ICEV-d;2036-2040;7.5t;35
2040;REF;ICEV-d;2036-2040;Lower medium;13515
2040;REF;ICEV-d;2036-2040;Medium;4105
2040;REF;ICEV-d;2036-2040;Medium SUV;3596
2040;REF;ICEV-d;2036-2040;Mini;7
2040;REF;ICEV-d;2036-2040;Small;1435
2040;REF;ICEV-g;2021-2025;Lower medium;9
2040;REF;ICEV-g;2021-2025;Medium;4
2040;REF;ICEV-g;2021-2025;Medium SUV;6
2040;REF;ICEV-g;2026-2030;13m single deck urban bus;31
2040;REF;ICEV-g;2026-2030;26t;34
2040;REF;ICEV-g;2026-2030;3.5t;57
2040;REF;ICEV-g;2026-2030;40t;11
2040;REF;ICEV-g;2026-2030;Lower medium;235
2040;REF;ICEV-g;2026-2030;Medium;93
2040;REF;ICEV-g;2026-2030;Medium SUV;144
2040;REF;ICEV-g;2026-2030;Small;19
2040;REF;ICEV-g;2031-2035;13m single deck urban bus;784
2040;REF;ICEV-g;2031-2035;26t;763
2040;REF;ICEV-g;2031-2035;3.5t;1236
2040;REF;ICEV-g;2031-2035;40t;253
2040;REF;ICEV-g;2031-2035;Lower medium;329
2040;REF;ICEV-g;2031-2035;Medium;138
2040;REF;ICEV-g;2031-2035;Medium SUV;225
2040;REF;ICEV-g;2031-2035;Small;26
2040;REF;ICEV-g;2036-2040;13m single deck urban bus;1235
2040;REF;ICEV-g;2036-2040;26t;1147
2040;REF;ICEV-g;2036-2040;3.5t;1611
2040;REF;ICEV-g;2036-2040;40t;390
2040;REF;ICEV-g;2036-2040;Lower medium;323
2040;REF;ICEV-g;2036-2040;Medium;146
2040;REF;ICEV-g;2036-2040;Medium SUV;262
2040;REF;ICEV-g;2036-2040;Small;23
2040;REF;ICEV-p;2021-2025;Lower medium;1813
2040;REF;ICEV-p;2021-2025;Medium;477
2040;REF;ICEV-p;2021-2025;Medium SUV;320
2040;REF;ICEV-p;2021-2025;Mini;1
2040;REF;ICEV-p;2021-2025;Small;227
2040;REF;ICEV-d;2026-2030;13m single deck urban bus;431
2040;REF;ICEV-d;2026-2030;18t;5
2040;REF;ICEV-d;2026-2030;26t;602
2040;REF;ICEV-d;2026-2030;3.5t;1197
2040;REF;ICEV-d;2026-2030;40t;163
2040;REF;ICEV-d;2026-2030;7.5t;3
2040;REF;ICEV-p;2026-2030;Lower medium;28944
2040;REF;ICEV-p;2026-2030;Medium;7695
2040;REF;ICEV-p;2026-2030;Medium SUV;5424
2040;REF;ICEV-p;2026-2030;Mini;17
2040;REF;ICEV-p;2026-2030;Small;3542
2040;REF;ICEV-d;2031-2035;13m single deck urban bus;8962
2040;REF;ICEV-d;2031-2035;18t;99
2040;REF;ICEV-d;2031-2035;26t;12275
2040;REF;ICEV-d;2031-2035;3.5t;22926
2040;REF;ICEV-d;2031-2035;40t;3303
2040;REF;ICEV-d;2031-2035;7.5t;69
2040;REF;ICEV-p;2031-2035;Lower medium;31526
2040;REF;ICEV-p;2031-2035;Medium;8895
2040;REF;ICEV-p;2031-2035;Medium SUV;6974
2040;REF;ICEV-p;2031-2035;Mini;18
2040;REF;ICEV-p;2031-2035;Small;3637
2040;REF;ICEV-d;2036-2040;13m single deck urban bus;11227
2040;REF;ICEV-d;2036-2040;18t;124
2040;REF;ICEV-d;2036-2040;26t;15330
2040;REF;ICEV-d;2036-2040;3.5t;25338
2040;REF;ICEV-d;2036-2040;40t;4027
2040;REF;ICEV-d;2036-2040;7.5t;74
2040;REF;ICEV-p;2036-2040;Lower medium;27442
2040;REF;ICEV-p;2036-2040;Medium;8337
2040;REF;ICEV-p;2036-2040;Medium SUV;7306
2040;REF;ICEV-p;2036-2040;Mini;17
2040;REF;ICEV-p;2036-2040;Small;2917
2040;REF;PHEV-d;2021-2025;Lower medium;31
2040;REF;PHEV-d;2021-2025;Medium;10
2040;REF;PHEV-d;2021-2025;Medium SUV;16
2040;REF;PHEV-d;2021-2025;Small;3
2040;REF;PHEV-d;2026-2030;Lower medium;757
2040;REF;PHEV-d;2026-2030;Medium;236
2040;REF;PHEV-d;2026-2030;Medium SUV;356
2040;REF;PHEV-d;2026-2030;Small;77
2040;REF;PHEV-d;2031-2035;Lower medium;1015
2040;REF;PHEV-d;2031-2035;Medium;333
2040;REF;PHEV-d;2031-2035;Medium SUV;535
2040;REF;PHEV-d;2031-2035;Small;98
2040;REF;PHEV-d;2036-2040;Lower medium;960
2040;REF;PHEV-d;2036-2040;Medium;340
2040;REF;PHEV-d;2036-2040;Medium SUV;613
2040;REF;PHEV-d;2036-2040;Small;85
2040;REF;PHEV-p;2021-2025;Lower medium;64
2040;REF;PHEV-p;2021-2025;Medium;21
2040;REF;PHEV-p;2021-2025;Medium SUV;32
2040;REF;PHEV-p;2021-2025;Small;6
2040;REF;PHEV-p;2026-2030;Lower medium;1538
2040;REF;PHEV-p;2026-2030;Medium;484
2040;REF;PHEV-p;2026-2030;Medium SUV;724
2040;REF;PHEV-p;2026-2030;Small;157
2040;REF;PHEV-p;2031-2035;Lower medium;2065
2040;REF;PHEV-p;2031-2035;Medium;678
2040;REF;PHEV-p;2031-2035;Medium SUV;1092
2040;REF;PHEV-p;2031-2035;Small;202
2040;REF;PHEV-p;2036-2040;Lower medium;1952
2040;REF;PHEV-p;2036-2040;Medium;694
2040;REF;PHEV-p;2036-2040;Medium SUV;1245
2040;REF;PHEV-p;2036-2040;Small;176
2040;SSA;BEV;2021-2025;Lower medium;6
2040;SSA;BEV;2021-2025;Mini;8
2040;SSA;BEV;2021-2025;Small;25
2040;SSA;BEV;2026-2030;3.5t;6
2040;SSA;BEV;2026-2030;7.5t;79
2040;SSA;BEV;2026-2030;Lower medium;387
2040;SSA;BEV;2026-2030;Mini;648
2040;SSA;BEV;2026-2030;Small;1720
2040;SSA;BEV-depot;2031-2035;13m single deck urban bus;40
2040;SSA;BEV;2031-2035;18t;43
2040;SSA;BEV;2031-2035;3.5t;460
2040;SSA;BEV;2031-2035;7.5t;4573
2040;SSA;BEV;2031-2035;Lower medium;1516
2040;SSA;BEV;2031-2035;Mini;2779
2040;SSA;BEV;2031-2035;Small;6987
2040;SSA;BEV-depot;2036-2040;13m single deck urban bus;280
2040;SSA;BEV;2036-2040;18t;315
2040;SSA;BEV;2036-2040;3.5t;2123
2040;SSA;BEV;2036-2040;7.5t;18601
2040;SSA;BEV;2036-2040;Lower medium;3142
2040;SSA;BEV;2036-2040;Mini;6566
2040;SSA;BEV;2036-2040;Small;15242
2040;SSA;FCEV;2021-2025;Small;2
2040;SSA;FCEV;2026-2030;13m single deck urban bus;7
2040;SSA;FCEV;2026-2030;3.5t;12
2040;SSA;FCEV;2026-2030;7.5t;33
2040;SSA;FCEV;2026-2030;Lower medium;26
2040;SSA;FCEV;2026-2030;Mini;26
2040;SSA;FCEV;2026-2030;Small;102
2040;SSA;FCEV;2031-2035;13m single deck urban bus;345
2040;SSA;FCEV;2031-2035;18t;278
2040;SSA;FCEV;2031-2035;3.5t;1153
2040;SSA;FCEV;2031-2035;7.5t;9748
2040;SSA;FCEV;2031-2035;Lower medium;80
2040;SSA;FCEV;2031-2035;Mini;76
2040;SSA;FCEV;2031-2035;Small;287
2040;SSA;FCEV;2036-2040;13m single deck urban bus;1368
2040;SSA;FCEV;2036-2040;18t;1369
2040;SSA;FCEV;2036-2040;3.5t;3589
2040;SSA;FCEV;2036-2040;7.5t;29792
2040;SSA;FCEV;2036-2040;Lower medium;91
2040;SSA;FCEV;2036-2040;Mini;72
2040;SSA;FCEV;2036-2040;Small;299
2040;SSA;ICEV-d;2021-2025;Lower medium;171
2040;SSA;ICEV-d;2021-2025;Mini;763
2040;SSA;ICEV-d;2021-2025;Small;1335
2040;SSA;ICEV-d;2026-2030;13m single deck urban bus;611
2040;SSA;ICEV-d;2026-2030;18t;247
2040;SSA;ICEV-d;2026-2030;3.5t;268
2040;SSA;ICEV-d;2026-2030;7.5t;1327
2040;SSA;ICEV-d;2026-2030;Lower medium;3990
2040;SSA;ICEV-d;2026-2030;Mini;16200
2040;SSA;ICEV-d;2026-2030;Small;29801
2040;SSA;ICEV-d;2031-2035;13m single deck urban bus;13101
2040;SSA;ICEV-d;2031-2035;18t;5676
2040;SSA;ICEV-d;2031-2035;3.5t;5760
2040;SSA;ICEV-d;2031-2035;7.5t;25773
2040;SSA;ICEV-d;2031-2035;Lower medium;8322
2040;SSA;ICEV-d;2031-2035;Mini;31794
2040;SSA;ICEV-d;2031-2035;Small;60255
2040;SSA;ICEV-d;2036-2040;13m single deck urban bus;20313
2040;SSA;ICEV-d;2036-2040;18t;7877
2040;SSA;ICEV-d;2036-2040;3.5t;7045
2040;SSA;ICEV-d;2036-2040;7.5t;26097
2040;SSA;ICEV-d;2036-2040;Lower medium;7730
2040;SSA;ICEV-d;2036-2040;Mini;26869
2040;SSA;ICEV-d;2036-2040;Small;53207
2040;SSA;ICEV-g;2021-2025;Lower medium;1
2040;SSA;ICEV-g;2021-2025;Small;3
2040;SSA;ICEV-g;2026-2030;13m single deck urban bus;26
2040;SSA;ICEV-g;2026-2030;18t;3
2040;SSA;ICEV-g;2026-2030;3.5t;6
2040;SSA;ICEV-g;2026-2030;7.5t;13
2040;SSA;ICEV-g;2026-2030;Lower medium;46
2040;SSA;ICEV-g;2026-2030;Mini;43
2040;SSA;ICEV-g;2026-2030;Small;167
2040;SSA;ICEV-g;2031-2035;13m single deck urban bus;741
2040;SSA;ICEV-g;2031-2035;18t;91
2040;SSA;ICEV-g;2031-2035;3.5t;186
2040;SSA;ICEV-g;2031-2035;7.5t;352
2040;SSA;ICEV-g;2031-2035;Lower medium;129
2040;SSA;ICEV-g;2031-2035;Mini;122
2040;SSA;ICEV-g;2031-2035;Small;462
2040;SSA;ICEV-g;2036-2040;13m single deck urban bus;1559
2040;SSA;ICEV-g;2036-2040;18t;198
2040;SSA;ICEV-g;2036-2040;3.5t;322
2040;SSA;ICEV-g;2036-2040;7.5t;536
2040;SSA;ICEV-g;2036-2040;Lower medium;140
2040;SSA;ICEV-g;2036-2040;Mini;115
2040;SSA;ICEV-g;2036-2040;Small;466
2040;SSA;ICEV-p;2021-2025;Lower medium;151
2040;SSA;ICEV-p;2021-2025;Mini;677
2040;SSA;ICEV-p;2021-2025;Small;1184
2040;SSA;ICEV-d;2026-2030;13m single deck urban bus;542
2040;SSA;ICEV-d;2026-2030;18t;219
2040;SSA;ICEV-d;2026-2030;3.5t;237
2040;SSA;ICEV-d;2026-2030;7.5t;1176
2040;SSA;ICEV-p;2026-2030;Lower medium;3538
2040;SSA;ICEV-p;2026-2030;Mini;14366
2040;SSA;ICEV-p;2026-2030;Small;26428
2040;SSA;ICEV-d;2031-2035;13m single deck urban bus;11617
2040;SSA;ICEV-d;2031-2035;18t;5033
2040;SSA;ICEV-d;2031-2035;3.5t;5107
2040;SSA;ICEV-d;2031-2035;7.5t;22854
2040;SSA;ICEV-p;2031-2035;Lower medium;7379
2040;SSA;ICEV-p;2031-2035;Mini;28195
2040;SSA;ICEV-p;2031-2035;Small;53433
2040;SSA;ICEV-d;2036-2040;13m single deck urban bus;18013
2040;SSA;ICEV-d;2036-2040;18t;6985
2040;SSA;ICEV-d;2036-2040;3.5t;6247
2040;SSA;ICEV-d;2036-2040;7.5t;23142
2040;SSA;ICEV-p;2036-2040;Lower medium;6856
2040;SSA;ICEV-p;2036-2040;Mini;23827
2040;SSA;ICEV-p;2036-2040;Small;47183
2040;SSA;PHEV-d;2021-2025;Lower medium;4
2040;SSA;PHEV-d;2021-2025;Mini;5
2040;SSA;PHEV-d;2021-2025;Small;17
2040;SSA;PHEV-d;2026-2030;Lower medium;198
2040;SSA;PHEV-d;2026-2030;Mini;281
2040;SSA;PHEV-d;2026-2030;Small;838
2040;SSA;PHEV-d;2031-2035;Lower medium;521
2040;SSA;PHEV-d;2031-2035;Mini;731
2040;SSA;PHEV-d;2031-2035;Small;2192
2040;SSA;PHEV-d;2036-2040;Lower medium;532
2040;SSA;PHEV-d;2036-2040;Mini;651
2040;SSA;PHEV-d;2036-2040;Small;2090
2040;SSA;PHEV-p;2021-2025;Lower medium;4
2040;SSA;PHEV-p;2021-2025;Mini;4
2040;SSA;PHEV-p;2021-2025;Small;15
2040;SSA;PHEV-p;2026-2030;Lower medium;175
2040;SSA;PHEV-p;2026-2030;Mini;249
2040;SSA;PHEV-p;2026-2030;Small;744
2040;SSA;PHEV-p;2031-2035;Lower medium;461
2040;SSA;PHEV-p;2031-2035;Mini;648
2040;SSA;PHEV-p;2031-2035;Small;1942
2040;SSA;PHEV-p;2036-2040;Lower medium;472
2040;SSA;PHEV-p;2036-2040;Mini;577
2040;SSA;PHEV-p;2036-2040;Small;1853
2040;USA;BEV;2021-2025;Large;1877
2040;USA;BEV;2021-2025;Large SUV;6427
2040;USA;BEV;2021-2025;Lower medium;788
2040;USA;BEV;2021-2025;Medium;587
2040;USA;BEV;2026-2030;18t;6
2040;USA;BEV;2026-2030;3.5t;66
2040;USA;BEV;2026-2030;7.5t;87
2040;USA;BEV;2026-2030;Large;81037
2040;USA;BEV;2026-2030;Large SUV;283577
2040;USA;BEV;2026-2030;Lower medium;41854
2040;USA;BEV;2026-2030;Medium;27430
2040;USA;BEV-depot;2031-2035;13m single deck urban bus;25
2040;USA;BEV;2031-2035;18t;450
2040;USA;BEV;2031-2035;3.5t;4037
2040;USA;BEV;2031-2035;7.5t;4997
2040;USA;BEV;2031-2035;Large;162771
2040;USA;BEV;2031-2035;Large SUV;571103
2040;USA;BEV;2031-2035;Lower medium;96764
2040;USA;BEV;2031-2035;Medium;61122
2040;USA;BEV-depot;2036-2040;13m single deck urban bus;159
2040;USA;BEV;2036-2040;18t;2609
2040;USA;BEV;2036-2040;3.5t;16056
2040;USA;BEV;2036-2040;7.5t;18558
2040;USA;BEV;2036-2040;Large;200973
2040;USA;BEV;2036-2040;Large SUV;700072
2040;USA;BEV;2036-2040;Lower medium;129618
2040;USA;BEV;2036-2040;Medium;82135
2040;USA;FCEV;2021-2025;Large;74
2040;USA;FCEV;2021-2025;Large SUV;240
2040;USA;FCEV;2021-2025;Lower medium;40
2040;USA;FCEV;2021-2025;Medium;38
2040;USA;FCEV;2026-2030;13m single deck urban bus;5
2040;USA;FCEV;2026-2030;18t;9
2040;USA;FCEV;2026-2030;3.5t;122
2040;USA;FCEV;2026-2030;7.5t;42
2040;USA;FCEV;2026-2030;Large;1327
2040;USA;FCEV;2026-2030;Large SUV;4303
2040;USA;FCEV;2026-2030;Lower medium;1011
2040;USA;FCEV;2026-2030;Medium;945
2040;USA;FCEV;2031-2035;13m single deck urban bus;223
2040;USA;FCEV;2031-2035;18t;3097
2040;USA;FCEV;2031-2035;3.5t;10157
2040;USA;FCEV;2031-2035;7.5t;11479
2040;USA;FCEV;2031-2035;Large;1051
2040;USA;FCEV;2031-2035;Large SUV;3405
2040;USA;FCEV;2031-2035;Lower medium;1199
2040;USA;FCEV;2031-2035;Medium;1175
2040;USA;FCEV;2036-2040;13m single deck urban bus;783
2040;USA;FCEV;2036-2040;18t;11768
2040;USA;FCEV;2036-2040;3.5t;26939
2040;USA;FCEV;2036-2040;7.5t;30232
2040;USA;FCEV;2036-2040;Large;741
2040;USA;FCEV;2036-2040;Large SUV;2407
2040;USA;FCEV;2036-2040;Lower medium;1121
2040;USA;FCEV;2036-2040;Medium;1170
2040;USA;ICEV-d;2021-2025;Large;513
2040;USA;ICEV-d;2021-2025;Large SUV;1779
2040;USA;ICEV-d;2021-2025;Lower medium;1611
2040;USA;ICEV-d;2021-2025;Medium;1037
2040;USA;ICEV-d;2026-2030;13m single deck urban bus;196
2040;USA;ICEV-d;2026-2030;18t;1867
2040;USA;ICEV-d;2026-2030;3.5t;1601
2040;USA;ICEV-d;2026-2030;7.5t;1185
2040;USA;ICEV-d;2026-2030;Large;7238
2040;USA;ICEV-d;2026-2030;Large SUV;25106
2040;USA;ICEV-d;2026-2030;Lower medium;27072
2040;USA;ICEV-d;2026-2030;Medium;17992
2040;USA;ICEV-d;2031-2035;13m single deck urban bus;4056
2040;USA;ICEV-d;2031-2035;18t;38177
2040;USA;ICEV-d;2031-2035;3.5t;30757
2040;USA;ICEV-d;2031-2035;7.5t;21242
2040;USA;ICEV-d;2031-2035;Large;4570
2040;USA;ICEV-d;2031-2035;Large SUV;15702
2040;USA;ICEV-d;2031-2035;Lower medium;24410
2040;USA;ICEV-d;2031-2035;Medium;17473
2040;USA;ICEV-d;2036-2040;13m single deck urban bus;5604
2040;USA;ICEV-d;2036-2040;18t;46569
2040;USA;ICEV-d;2036-2040;3.5t;33034
2040;USA;ICEV-d;2036-2040;7.5t;20314
2040;USA;ICEV-d;2036-2040;Large;3363
2040;USA;ICEV-d;2036-2040;Large SUV;11399
2040;USA;ICEV-d;2036-2040;Lower medium;21840
2040;USA;ICEV-d;2036-2040;Medium;16514
2040;USA;ICEV-g;2021-2025;Large;39
2040;USA;ICEV-g;2021-2025;Large SUV;126
2040;USA;ICEV-g;2021-2025;Lower medium;59
2040;USA;ICEV-g;2021-2025;Medium;58
2040;USA;ICEV-g;2026-2030;13m single deck urban bus;88
2040;USA;ICEV-g;2026-2030;18t;26
2040;USA;ICEV-g;2026-2030;3.5t;63
2040;USA;ICEV-g;2026-2030;7.5t;15
2040;USA;ICEV-g;2026-2030;Large;692
2040;USA;ICEV-g;2026-2030;Large SUV;2195
2040;USA;ICEV-g;2026-2030;Lower medium;1398
2040;USA;ICEV-g;2026-2030;Medium;1363
2040;USA;ICEV-g;2031-2035;13m single deck urban bus;1941
2040;USA;ICEV-g;2031-2035;18t;759
2040;USA;ICEV-g;2031-2035;3.5t;1626
2040;USA;ICEV-g;2031-2035;7.5t;378
2040;USA;ICEV-g;2031-2035;Large;538
2040;USA;ICEV-g;2031-2035;Large SUV;1702
2040;USA;ICEV-g;2031-2035;Lower medium;1565
2040;USA;ICEV-g;2031-2035;Medium;1587
2040;USA;ICEV-g;2036-2040;13m single deck urban bus;2927
2040;USA;ICEV-g;2036-2040;18t;1340
2040;USA;ICEV-g;2036-2040;3.5t;2414
2040;USA;ICEV-g;2036-2040;7.5t;520
2040;USA;ICEV-g;2036-2040;Large;387
2040;USA;ICEV-g;2036-2040;Large SUV;1224
2040;USA;ICEV-g;2036-2040;Lower medium;1384
2040;USA;ICEV-g;2036-2040;Medium;1476
2040;USA;ICEV-p;2021-2025;Large;1320
2040;USA;ICEV-p;2021-2025;Large SUV;4576
2040;USA;ICEV-p;2021-2025;Lower medium;4144
2040;USA;ICEV-p;2021-2025;Medium;2667
2040;USA;ICEV-d;2026-2030;13m single deck urban bus;505
2040;USA;ICEV-d;2026-2030;18t;4803
2040;USA;ICEV-d;2026-2030;3.5t;4117
2040;USA;ICEV-d;2026-2030;7.5t;3047
2040;USA;ICEV-p;2026-2030;Large;18617
2040;USA;ICEV-p;2026-2030;Large SUV;64560
2040;USA;ICEV-p;2026-2030;Lower medium;69618
2040;USA;ICEV-p;2026-2030;Medium;46268
2040;USA;ICEV-d;2031-2035;13m single deck urban bus;10432
2040;USA;ICEV-d;2031-2035;18t;98173
2040;USA;ICEV-d;2031-2035;3.5t;79094
2040;USA;ICEV-d;2031-2035;7.5t;54626
2040;USA;ICEV-p;2031-2035;Large;11756
2040;USA;ICEV-p;2031-2035;Large SUV;40382
2040;USA;ICEV-p;2031-2035;Lower medium;62778
2040;USA;ICEV-p;2031-2035;Medium;44936
2040;USA;ICEV-d;2036-2040;13m single deck urban bus;14414
2040;USA;ICEV-d;2036-2040;18t;119753
2040;USA;ICEV-d;2036-2040;3.5t;84949
2040;USA;ICEV-d;2036-2040;7.5t;52237
2040;USA;ICEV-p;2036-2040;Large;8651
2040;USA;ICEV-p;2036-2040;Large SUV;29314
2040;USA;ICEV-p;2036-2040;Lower medium;56162
2040;USA;ICEV-p;2036-2040;Medium;42471
2040;USA;PHEV-d;2021-2025;Large;243
2040;USA;PHEV-d;2021-2025;Large SUV;816
2040;USA;PHEV-d;2021-2025;Lower medium;130
2040;USA;PHEV-d;2021-2025;Medium;108
2040;USA;PHEV-d;2026-2030;Large;4134
2040;USA;PHEV-d;2026-2030;Large SUV;13851
2040;USA;PHEV-d;2026-2030;Lower medium;3012
2040;USA;PHEV-d;2026-2030;Medium;2483
2040;USA;PHEV-d;2031-2035;Large;3200
2040;USA;PHEV-d;2031-2035;Large SUV;10639
2040;USA;PHEV-d;2031-2035;Lower medium;3406
2040;USA;PHEV-d;2031-2035;Medium;2926
2040;USA;PHEV-d;2036-2040;Large;2443
2040;USA;PHEV-d;2036-2040;Large SUV;8080
2040;USA;PHEV-d;2036-2040;Lower medium;3216
2040;USA;PHEV-d;2036-2040;Medium;2909
2040;USA;PHEV-p;2021-2025;Large;626
2040;USA;PHEV-p;2021-2025;Large SUV;2098
2040;USA;PHEV-p;2021-2025;Lower medium;336
2040;USA;PHEV-p;2021-2025;Medium;279
2040;USA;PHEV-p;2026-2030;Large;10633
2040;USA;PHEV-p;2026-2030;Large SUV;35619
2040;USA;PHEV-p;2026-2030;Lower medium;7748
2040;USA;PHEV-p;2026-2030;Medium;6391
2040;USA;PHEV-p;2031-2035;Large;8230
2040;USA;PHEV-p;2031-2035;Large SUV;27362
2040;USA;PHEV-p;2031-2035;Lower medium;8762
2040;USA;PHEV-p;2031-2035;Medium;7528
2040;USA;PHEV-p;2036-2040;Large;6287
2040;USA;PHEV-p;2036-2040;Large SUV;20781
2040;USA;PHEV-p;2036-2040;Lower medium;8276
2040;USA;PHEV-p;2036-2040;Medium;7481
2045;CAZ;BEV;2026-2030;Large;1071
2045;CAZ;BEV;2026-2030;Large SUV;2815
2045;CAZ;BEV;2026-2030;Lower medium;77
2045;CAZ;BEV;2026-2030;Medium;517
2045;CAZ;BEV;2026-2030;Van;305
2045;CAZ;BEV;2031-2035;18t;2
2045;CAZ;BEV;2031-2035;26t;3
2045;CAZ;BEV;2031-2035;3.5t;42
2045;CAZ;BEV;2031-2035;7.5t;50
2045;CAZ;BEV;2031-2035;Large;28830
2045;CAZ;BEV;2031-2035;Large SUV;72967
2045;CAZ;BEV;2031-2035;Lower medium;2335
2045;CAZ;BEV;2031-2035;Medium;15658
2045;CAZ;BEV;2031-2035;Van;9004
2045;CAZ;BEV-depot;2036-2040;13m single deck urban bus;40
2045;CAZ;BEV;2036-2040;18t;168
2045;CAZ;BEV;2036-2040;26t;273
2045;CAZ;BEV;2036-2040;3.5t;2178
2045;CAZ;BEV;2036-2040;7.5t;2373
2045;CAZ;BEV;2036-2040;Large;52138
2045;CAZ;BEV;2036-2040;Large SUV;129036
2045;CAZ;BEV;2036-2040;Lower medium;5096
2045;CAZ;BEV;2036-2040;Medium;34625
2045;CAZ;BEV;2036-2040;Van;18850
2045;CAZ;BEV-depot;2041-2045;13m single deck urban bus;229
2045;CAZ;BEV;2041-2045;18t;833
2045;CAZ;BEV;2041-2045;26t;1405
2045;CAZ;BEV;2041-2045;3.5t;5946
2045;CAZ;BEV;2041-2045;7.5t;5858
2045;CAZ;BEV;2041-2045;Large;54599
2045;CAZ;BEV;2041-2045;Large SUV;134688
2045;CAZ;BEV;2041-2045;Lower medium;6409
2045;CAZ;BEV;2041-2045;Medium;44763
2045;CAZ;BEV;2041-2045;Van;22719
2045;CAZ;FCEV;2026-2030;Large;12
2045;CAZ;FCEV;2026-2030;Large SUV;40
2045;CAZ;FCEV;2026-2030;Lower medium;2
2045;CAZ;FCEV;2026-2030;Medium;16
2045;CAZ;FCEV;2026-2030;Van;7
2045;CAZ;FCEV;2031-2035;13m single deck urban bus;4
2045;CAZ;FCEV;2031-2035;18t;13
2045;CAZ;FCEV;2031-2035;26t;25
2045;CAZ;FCEV;2031-2035;3.5t;109
2045;CAZ;FCEV;2031-2035;7.5t;124
2045;CAZ;FCEV;2031-2035;Large;183
2045;CAZ;FCEV;2031-2035;Large SUV;579
2045;CAZ;FCEV;2031-2035;Lower medium;36
2045;CAZ;FCEV;2031-2035;Medium;318
2045;CAZ;FCEV;2031-2035;Van;132
2045;CAZ;FCEV;2036-2040;13m single deck urban bus;207
2045;CAZ;FCEV;2036-2040;18t;714
2045;CAZ;FCEV;2036-2040;26t;1210
2045;CAZ;FCEV;2036-2040;3.5t;3585
2045;CAZ;FCEV;2036-2040;7.5t;3816
2045;CAZ;FCEV;2036-2040;Large;193
2045;CAZ;FCEV;2036-2040;Large SUV;626
2045;CAZ;FCEV;2036-2040;Lower medium;59
2045;CAZ;FCEV;2036-2040;Medium;531
2045;CAZ;FCEV;2036-2040;Van;198
2045;CAZ;FCEV;2041-2045;13m single deck urban bus;643
2045;CAZ;FCEV;2041-2045;18t;2063
2045;CAZ;FCEV;2041-2045;26t;3633
2045;CAZ;FCEV;2041-2045;3.5t;6670
2045;CAZ;FCEV;2041-2045;7.5t;6429
2045;CAZ;FCEV;2041-2045;Large;170
2045;CAZ;FCEV;2041-2045;Large SUV;558
2045;CAZ;FCEV;2041-2045;Lower medium;65
2045;CAZ;FCEV;2041-2045;Medium;613
2045;CAZ;FCEV;2041-2045;Van;210
2045;CAZ;ICEV-d;2026-2030;Large;80
2045;CAZ;ICEV-d;2026-2030;Large SUV;141
2045;CAZ;ICEV-d;2026-2030;Lower medium;63
2045;CAZ;ICEV-d;2026-2030;Medium;506
2045;CAZ;ICEV-d;2026-2030;Van;133
2045;CAZ;ICEV-d;2031-2035;13m single deck urban bus;101
2045;CAZ;ICEV-d;2031-2035;18t;132
2045;CAZ;ICEV-d;2031-2035;26t;401
