year;region;powertrain;construction_year;size;vintage_demand_vkm
2050;WEU;HEV-d;2040;26t;1.276688232
2060;WEU;HEV-d;2050;26t;1.368043015
2005;WEU;HEV-d;2000;40t;0.01240375
2010;WEU;HEV-d;2000;40t;0.014866854
2015;WEU;HEV-d;2005;40t;6.597230103
2020;WEU;HEV-d;2010;40t;11.6312194
2025;WEU;HEV-d;2015;40t;47.63474392
2030;WEU;HEV-d;2020;40t;76.0781308
2035;WEU;HEV-d;2025;40t;76.77019379
2040;WEU;HEV-d;2030;40t;58.87008051
2045;WEU;HEV-d;2035;40t;39.90813306
2050;WEU;HEV-d;2040;40t;32.52942383
2060;WEU;HEV-d;2050;40t;38.98546313
2005;WEU;ICEV-d;2000;26t;77.27676728
2010;WEU;ICEV-d;2000;26t;69.84207446
2015;WEU;ICEV-d;2005;26t;72.70746582
2020;WEU;ICEV-d;2010;26t;71.81226306
2025;WEU;ICEV-d;2015;26t;49.56050647
2030;WEU;ICEV-d;2020;26t;29.13680011
2035;WEU;ICEV-d;2025;26t;13.65563098
2040;WEU;ICEV-d;2030;26t;6.883451752
2045;WEU;ICEV-d;2035;26t;2.723057434
2050;WEU;ICEV-d;2040;26t;1.365659599
2060;WEU;ICEV-d;2050;26t;1.316047684
2005;WEU;ICEV-d;2000;40t;781.4342773
2010;WEU;ICEV-d;2000;40t;708.553769
2015;WEU;ICEV-d;2005;40t;773.8647637
2020;WEU;ICEV-d;2010;40t;782.9889434
2025;WEU;ICEV-d;2015;40t;628.9806133
2030;WEU;ICEV-d;2020;40t;458.8828457
2035;WEU;ICEV-d;2025;40t;281.9519619
2040;WEU;ICEV-d;2030;40t;157.6256182
2045;WEU;ICEV-d;2035;40t;70.94233057
2050;WEU;ICEV-d;2040;40t;40.55192139
2060;WEU;ICEV-d;2050;40t;41.77613391
2005;WEU;PHEV-d;2000;26t;0.000193812
2010;WEU;PHEV-d;2000;26t;0.000372956
2015;WEU;PHEV-d;2005;26t;4.73530287
2020;WEU;PHEV-d;2010;26t;8.597194753
2025;WEU;PHEV-d;2015;26t;36.13513496
2030;WEU;PHEV-d;2020;26t;60.34444211
2035;WEU;PHEV-d;2025;26t;82.31752808
2040;WEU;PHEV-d;2030;26t;97.90467114
2045;WEU;PHEV-d;2035;26t;109.7271953
2050;WEU;PHEV-d;2040;26t;117.5510303
2060;WEU;PHEV-d;2050;26t;129.3930049
2005;WEU;PHEV-d;2000;40t;1.50919E-06
2010;WEU;PHEV-d;2000;40t;0.000312737
2015;WEU;PHEV-d;2005;40t;25.9486609
2020;WEU;PHEV-d;2010;40t;47.50135196
2025;WEU;PHEV-d;2015;40t;241.1783697
2030;WEU;PHEV-d;2020;40t;434.6814907
2035;WEU;PHEV-d;2025;40t;669.9376405
2040;WEU;PHEV-d;2030;40t;886.7162559
2045;WEU;PHEV-d;2035;40t;1058.529219
2050;WEU;PHEV-d;2040;40t;1158.386867
2060;WEU;PHEV-d;2050;40t;1272.278555
2005;World;FCEV;2000;26t;0
2010;World;FCEV;2000;26t;0
2015;World;FCEV;2005;26t;6.62245E-20
2020;World;FCEV;2010;26t;7.57365E-15
2025;World;FCEV;2015;26t;2.46485E-11
2030;World;FCEV;2020;26t;4.15184E-09
2035;World;FCEV;2025;26t;3.8819E-06
2040;World;FCEV;2030;26t;0.081531461
2045;World;FCEV;2035;26t;0.828733613
2050;World;FCEV;2040;26t;2.236600506
2060;World;FCEV;2050;26t;2.948693123
2005;World;FCEV;2000;40t;0
2010;World;FCEV;2000;40t;0
2015;World;FCEV;2005;40t;4.31025E-21
2020;World;FCEV;2010;40t;3.10006E-18
2025;World;FCEV;2015;40t;6.22165E-12
2030;World;FCEV;2020;40t;3.36197E-09
2035;World;FCEV;2025;40t;5.85444E-06
2040;World;FCEV;2030;40t;0.526350207
2045;World;FCEV;2035;40t;6.263169483
2050;World;FCEV;2040;40t;19.4665154
2060;World;FCEV;2050;40t;33.0267251
2005;World;HEV-d;2000;26t;0.02330796
2010;World;HEV-d;2000;26t;0.04352146
2015;World;HEV-d;2005;26t;18.73540771
2020;World;HEV-d;2010;26t;39.11789388
2025;World;HEV-d;2015;26t;183.6045641
2030;World;HEV-d;2020;26t;306.8397604
2035;World;HEV-d;2025;26t;420.8336828
2040;World;HEV-d;2030;26t;532.3464214
2045;World;HEV-d;2035;26t;645.7892505
2050;World;HEV-d;2040;26t;744.8925635
2060;World;HEV-d;2050;26t;852.217752
2005;World;HEV-d;2000;40t;0.04589664
2010;World;HEV-d;2000;40t;0.074290928
2015;World;HEV-d;2005;40t;60.00153912
2020;World;HEV-d;2010;40t;123.3639208
2025;World;HEV-d;2015;40t;878.2815953
2030;World;HEV-d;2020;40t;1448.933446
2035;World;HEV-d;2025;40t;2152.573
2040;World;HEV-d;2030;40t;3094.210139
2045;World;HEV-d;2035;40t;3935.715924
2050;World;HEV-d;2040;40t;4513.409877
2060;World;HEV-d;2050;40t;5088.123538
2005;World;ICEV-d;2000;26t;1853.383308
2010;World;ICEV-d;2000;26t;2268.765374
2015;World;ICEV-d;2005;26t;3053.44201
2020;World;ICEV-d;2010;26t;3603.516793
2025;World;ICEV-d;2015;26t;3496.224354
2030;World;ICEV-d;2020;26t;3239.166643
2035;World;ICEV-d;2025;26t;2899.603293
2040;World;ICEV-d;2030;26t;2433.01134
2045;World;ICEV-d;2035;26t;1877.145555
2050;World;ICEV-d;2040;26t;1524.573845
2060;World;ICEV-d;2050;26t;1256.377488
2005;World;ICEV-d;2000;40t;8837.412306
2010;World;ICEV-d;2000;40t;10459.59836
2015;World;ICEV-d;2005;40t;14185.9145
2020;World;ICEV-d;2010;40t;16590.71647
2025;World;ICEV-d;2015;40t;17358.00398
2030;World;ICEV-d;2020;40t;17228.6016
2035;World;ICEV-d;2025;40t;16218.10441
2040;World;ICEV-d;2030;40t;13794.30091
2045;World;ICEV-d;2035;40t;10622.70838
2050;World;ICEV-d;2040;40t;8638.59368
2060;World;ICEV-d;2050;40t;7408.047324
2005;World;PHEV-d;2000;26t;0.0016415
2010;World;PHEV-d;2000;26t;0.00344343
2015;World;PHEV-d;2005;26t;75.68189776
2020;World;PHEV-d;2010;26t;160.2881587
2025;World;PHEV-d;2015;26t;747.0758552
2030;World;PHEV-d;2020;26t;1439.814569
2035;World;PHEV-d;2025;26t;2198.287873
2040;World;PHEV-d;2030;26t;3115.497457
2045;World;PHEV-d;2035;26t;4056.223531
2050;World;PHEV-d;2040;26t;4759.887875
2060;World;PHEV-d;2050;26t;5638.745563
2005;World;PHEV-d;2000;40t;0.002197349
2010;World;PHEV-d;2000;40t;0.004146498
2015;World;PHEV-d;2005;40t;158.0780781
2020;World;PHEV-d;2010;40t;326.1878097
2025;World;PHEV-d;2015;40t;1515.803689
2030;World;PHEV-d;2020;40t;3488.921008
2035;World;PHEV-d;2025;40t;6154.036429
2040;World;PHEV-d;2030;40t;10137.44617
2045;World;PHEV-d;2035;40t;14732.53288
2050;World;PHEV-d;2040;40t;18249.242
2060;World;PHEV-d;2050;40t;22424.904
