,year,vintage_year,IAM_region,powertrain,size,vintage_demand_tkm
176763,2050,2045,LAM,ICEV-d,26t,49195
176764,2055,2045,LAM,ICEV-d,26t,41617
176765,2060,2045,LAM,ICEV-d,26t,6289
176770,2050,2045,LAM,ICEV-g,26t,1884
176771,2055,2045,LAM,ICEV-g,26t,1593
176772,2060,2045,LAM,ICEV-g,26t,240
176805,2050,2045,LAM,BEV,26t,171
176806,2055,2045,LAM,BEV,26t,145
176812,2050,2045,LAM,FCEV,26t,137
176813,2055,2045,LAM,FCEV,26t,116
176819,2050,2045,LAM,ICEV-d,26t,15953
176820,2055,2045,LAM,ICEV-d,26t,13495
176821,2060,2045,LAM,ICEV-d,26t,2039
176826,2050,2045,LAM,ICEV-g,26t,496
176827,2055,2045,LAM,ICEV-g,26t,419
176931,2050,2045,LAM,ICEV-d,26t,845
176932,2055,2045,LAM,ICEV-d,26t,715
176933,2060,2045,LAM,ICEV-d,26t,108
176945,2050,2045,LAM,BEV,40t,2473
176946,2055,2045,LAM,BEV,40t,2092
176947,2060,2045,LAM,BEV,40t,316
176952,2050,2045,LAM,FCEV,40t,1858
176953,2055,2045,LAM,FCEV,40t,1572
176954,2060,2045,LAM,FCEV,40t,237
176959,2050,2045,LAM,ICEV-d,40t,175190
176960,2055,2045,LAM,ICEV-d,40t,148204
176961,2060,2045,LAM,ICEV-d,40t,22398
176966,2050,2045,LAM,ICEV-g,40t,7186
176967,2055,2045,LAM,ICEV-g,40t,6079
176968,2060,2045,LAM,ICEV-g,40t,918
177267,2050,2046,LAM,ICEV-d,3.5t,580
177268,2055,2046,LAM,ICEV-d,3.5t,522
177269,2060,2046,LAM,ICEV-d,3.5t,200
177323,2050,2046,LAM,ICEV-d,3.5t,1021
177324,2055,2046,LAM,ICEV-d,3.5t,919
177325,2060,2046,LAM,ICEV-d,3.5t,352
177337,2050,2046,LAM,BEV,26t,680
177338,2055,2046,LAM,BEV,26t,611
177339,2060,2046,LAM,BEV,26t,234
177344,2050,2046,LAM,FCEV,26t,530
177345,2055,2046,LAM,FCEV,26t,476
177346,2060,2046,LAM,FCEV,26t,182
177351,2050,2046,LAM,ICEV-d,26t,42077
177352,2055,2046,LAM,ICEV-d,26t,37851
177353,2060,2046,LAM,ICEV-d,26t,14513
177358,2050,2046,LAM,ICEV-g,26t,1691
177359,2055,2046,LAM,ICEV-g,26t,1521
177360,2060,2046,LAM,ICEV-g,26t,583
177393,2050,2046,LAM,BEV,26t,183
177394,2055,2046,LAM,BEV,26t,164
177400,2050,2046,LAM,FCEV,26t,149
177401,2055,2046,LAM,FCEV,26t,134
177407,2050,2046,LAM,ICEV-d,26t,13876
177408,2055,2046,LAM,ICEV-d,26t,12482
177409,2060,2046,LAM,ICEV-d,26t,4786
177414,2050,2046,LAM,ICEV-g,26t,453
177415,2055,2046,LAM,ICEV-g,26t,407
177416,2060,2046,LAM,ICEV-g,26t,156
177519,2050,2046,LAM,ICEV-d,26t,691
177520,2055,2046,LAM,ICEV-d,26t,622
177521,2060,2046,LAM,ICEV-d,26t,238
177533,2050,2046,LAM,BEV,40t,2565
177534,2055,2046,LAM,BEV,40t,2307
177535,2060,2046,LAM,BEV,40t,884
177540,2050,2046,LAM,FCEV,40t,1961
177541,2055,2046,LAM,FCEV,40t,1764
177542,2060,2046,LAM,FCEV,40t,676
177547,2050,2046,LAM,ICEV-d,40t,149306
177548,2055,2046,LAM,ICEV-d,40t,134309
177549,2060,2046,LAM,ICEV-d,40t,51499
177554,2050,2046,LAM,ICEV-g,40t,6426
177555,2055,2046,LAM,ICEV-g,40t,5780
177556,2060,2046,LAM,ICEV-g,40t,2216
177855,2050,2047,LAM,ICEV-d,3.5t,513
177856,2055,2047,LAM,ICEV-d,3.5t,481
177857,2060,2047,LAM,ICEV-d,3.5t,266
177911,2050,2047,LAM,ICEV-d,3.5t,1063
177912,2055,2047,LAM,ICEV-d,3.5t,997
177913,2060,2047,LAM,ICEV-d,3.5t,551
177925,2050,2047,LAM,BEV,26t,819
177926,2055,2047,LAM,BEV,26t,769
177927,2060,2047,LAM,BEV,26t,424
177932,2050,2047,LAM,FCEV,26t,646
177933,2055,2047,LAM,FCEV,26t,606
177934,2060,2047,LAM,FCEV,26t,335
177939,2050,2047,LAM,ICEV-d,26t,42947
177940,2055,2047,LAM,ICEV-d,26t,40294
177941,2060,2047,LAM,ICEV-d,26t,22253
177946,2050,2047,LAM,ICEV-g,26t,1807
177947,2055,2047,LAM,ICEV-g,26t,1696
177948,2060,2047,LAM,ICEV-g,26t,936
177981,2050,2047,LAM,BEV,26t,224
177982,2055,2047,LAM,BEV,26t,210
177983,2060,2047,LAM,BEV,26t,116
177988,2050,2047,LAM,FCEV,26t,185
177989,2055,2047,LAM,FCEV,26t,173
177995,2050,2047,LAM,ICEV-d,26t,14401
177996,2055,2047,LAM,ICEV-d,26t,13511
177997,2060,2047,LAM,ICEV-d,26t,7461
178002,2050,2047,LAM,ICEV-g,26t,492
178003,2055,2047,LAM,ICEV-g,26t,462
178004,2060,2047,LAM,ICEV-g,26t,255
178107,2050,2047,LAM,ICEV-d,26t,673
178108,2055,2047,LAM,ICEV-d,26t,632
178109,2060,2047,LAM,ICEV-d,26t,349
178121,2050,2047,LAM,BEV,40t,3081
178122,2055,2047,LAM,BEV,40t,2890
178123,2060,2047,LAM,BEV,40t,1596
178128,2050,2047,LAM,FCEV,40t,2384
178129,2055,2047,LAM,FCEV,40t,2237
178130,2060,2047,LAM,FCEV,40t,1235
178135,2050,2047,LAM,ICEV-d,40t,151836
178136,2055,2047,LAM,ICEV-d,40t,142456
178137,2060,2047,LAM,ICEV-d,40t,78673
178142,2050,2047,LAM,ICEV-g,40t,6846
178143,2055,2047,LAM,ICEV-g,40t,6423
178144,2060,2047,LAM,ICEV-g,40t,3547
178443,2050,2048,LAM,ICEV-d,3.5t,449
178444,2055,2048,LAM,ICEV-d,3.5t,434
178445,2060,2048,LAM,ICEV-d,3.5t,294
178499,2050,2048,LAM,ICEV-d,3.5t,1124
178500,2055,2048,LAM,ICEV-d,3.5t,1085
178501,2060,2048,LAM,ICEV-d,3.5t,736
178513,2050,2048,LAM,BEV,26t,981
178514,2055,2048,LAM,BEV,26t,946
178515,2060,2048,LAM,BEV,26t,642
178520,2050,2048,LAM,FCEV,26t,780
178521,2055,2048,LAM,FCEV,26t,753
178522,2060,2048,LAM,FCEV,26t,511
178527,2050,2048,LAM,ICEV-d,26t,44535
178528,2055,2048,LAM,ICEV-d,26t,42969
178529,2060,2048,LAM,ICEV-d,26t,29152
178534,2050,2048,LAM,ICEV-g,26t,1959
178535,2055,2048,LAM,ICEV-g,26t,1890
178536,2060,2048,LAM,ICEV-g,26t,1282
178569,2050,2048,LAM,BEV,26t,271
178570,2055,2048,LAM,BEV,26t,261
178571,2060,2048,LAM,BEV,26t,177
178576,2050,2048,LAM,FCEV,26t,225
178577,2055,2048,LAM,FCEV,26t,218
178578,2060,2048,LAM,FCEV,26t,147
178583,2050,2048,LAM,ICEV-d,26t,15182
178584,2055,2048,LAM,ICEV-d,26t,14648
178585,2060,2048,LAM,ICEV-d,26t,9938
178590,2050,2048,LAM,ICEV-g,26t,542
178591,2055,2048,LAM,ICEV-g,26t,523
178592,2060,2048,LAM,ICEV-g,26t,354
178695,2050,2048,LAM,ICEV-d,26t,664
178696,2055,2048,LAM,ICEV-d,26t,641
178697,2060,2048,LAM,ICEV-d,26t,435
178709,2050,2048,LAM,BEV,40t,3680
178710,2055,2048,LAM,BEV,40t,3551
178711,2060,2048,LAM,BEV,40t,2409
178716,2050,2048,LAM,FCEV,40t,2873
178717,2055,2048,LAM,FCEV,40t,2772
178718,2060,2048,LAM,FCEV,40t,1880
178723,2050,2048,LAM,ICEV-d,40t,156868
178724,2055,2048,LAM,ICEV-d,40t,151352
178725,2060,2048,LAM,ICEV-d,40t,102683
178730,2050,2048,LAM,ICEV-g,40t,7400
178731,2055,2048,LAM,ICEV-g,40t,7140
178732,2060,2048,LAM,ICEV-g,40t,4844
179031,2050,2049,LAM,ICEV-d,3.5t,379
179032,2055,2049,LAM,ICEV-d,3.5t,372
179033,2060,2049,LAM,ICEV-d,3.5t,288
179087,2050,2049,LAM,ICEV-d,3.5t,1186
179088,2055,2049,LAM,ICEV-d,3.5t,1165
179089,2060,2049,LAM,ICEV-d,3.5t,901
179101,2050,2049,LAM,BEV,26t,1153
179102,2055,2049,LAM,BEV,26t,1132
179103,2060,2049,LAM,BEV,26t,876
179108,2050,2049,LAM,FCEV,26t,923
179109,2055,2049,LAM,FCEV,26t,906
179110,2060,2049,LAM,FCEV,26t,701
179115,2050,2049,LAM,ICEV-d,26t,46099
179116,2055,2049,LAM,ICEV-d,26t,45266
179117,2060,2049,LAM,ICEV-d,26t,35031
179122,2050,2049,LAM,ICEV-g,26t,2117
179123,2055,2049,LAM,ICEV-g,26t,2079
179124,2060,2049,LAM,ICEV-g,26t,1609
179157,2050,2049,LAM,BEV,26t,321
179158,2055,2049,LAM,BEV,26t,315
179159,2060,2049,LAM,BEV,26t,244
179164,2050,2049,LAM,FCEV,26t,269
179165,2055,2049,LAM,FCEV,26t,264
179166,2060,2049,LAM,FCEV,26t,204
179171,2050,2049,LAM,ICEV-d,26t,15975
179172,2055,2049,LAM,ICEV-d,26t,15686
179173,2060,2049,LAM,ICEV-d,26t,12139
179178,2050,2049,LAM,ICEV-g,26t,593
179179,2055,2049,LAM,ICEV-g,26t,582
179180,2060,2049,LAM,ICEV-g,26t,451
179283,2050,2049,LAM,ICEV-d,26t,652
179284,2055,2049,LAM,ICEV-d,26t,641
179285,2060,2049,LAM,ICEV-d,26t,496
179297,2050,2049,LAM,BEV,40t,4317
179298,2055,2049,LAM,BEV,40t,4239
179299,2060,2049,LAM,BEV,40t,3280
179304,2050,2049,LAM,FCEV,40t,3392
179305,2055,2049,LAM,FCEV,40t,3330
179306,2060,2049,LAM,FCEV,40t,2577
179311,2050,2049,LAM,ICEV-d,40t,161769
179312,2055,2049,LAM,ICEV-d,40t,158845
179313,2060,2049,LAM,ICEV-d,40t,122928
179318,2050,2049,LAM,ICEV-g,40t,7974
179319,2055,2049,LAM,ICEV-g,40t,7830
179320,2060,2049,LAM,ICEV-g,40t,6060
179617,2055,2050,LAM,ICEV-d,3.5t,297
179618,2060,2050,LAM,ICEV-d,3.5t,251
179665,2055,2050,LAM,ICEV-d,3.5t,1237
179666,2060,2050,LAM,ICEV-d,3.5t,1046
179677,2055,2050,LAM,BEV,26t,1320
179678,2060,2050,LAM,BEV,26t,1117
179683,2055,2050,LAM,FCEV,26t,1062
179684,2060,2050,LAM,FCEV,26t,899
179689,2055,2050,LAM,ICEV-d,26t,47148
179690,2060,2050,LAM,ICEV-d,26t,39885
179695,2055,2050,LAM,ICEV-g,26t,2257
179696,2060,2050,LAM,ICEV-g,26t,1909
179725,2055,2050,LAM,BEV,26t,370
179726,2060,2050,LAM,BEV,26t,313
179731,2055,2050,LAM,FCEV,26t,312
179732,2060,2050,LAM,FCEV,26t,264
179737,2055,2050,LAM,ICEV-d,26t,16605
179738,2060,2050,LAM,ICEV-d,26t,14047
179743,2055,2050,LAM,ICEV-g,26t,640
179744,2060,2050,LAM,ICEV-g,26t,541
179833,2055,2050,LAM,ICEV-d,26t,631
179834,2060,2050,LAM,ICEV-d,26t,534
179845,2055,2050,LAM,BEV,40t,4940
179846,2060,2050,LAM,BEV,40t,4179
179851,2055,2050,LAM,FCEV,40t,3901
179852,2060,2050,LAM,FCEV,40t,3300
179857,2055,2050,LAM,ICEV-d,40t,164818
179858,2060,2050,LAM,ICEV-d,40t,139429
179863,2055,2050,LAM,ICEV-g,40t,8480
179864,2060,2050,LAM,ICEV-g,40t,7174
180121,2055,2051,LAM,ICEV-d,3.5t,271
180122,2060,2051,LAM,ICEV-d,3.5t,244
180169,2055,2051,LAM,ICEV-d,3.5t,1286
180170,2060,2051,LAM,ICEV-d,3.5t,1157
180181,2055,2051,LAM,BEV,26t,1635
180182,2060,2051,LAM,BEV,26t,1470
180187,2055,2051,LAM,FCEV,26t,1329
180188,2060,2051,LAM,FCEV,26t,1196
180193,2055,2051,LAM,ICEV-d,26t,48176
180194,2060,2051,LAM,ICEV-d,26t,43337
180199,2055,2051,LAM,ICEV-g,26t,2404
180200,2060,2051,LAM,ICEV-g,26t,2162
180229,2055,2051,LAM,BEV,26t,467
180230,2060,2051,LAM,BEV,26t,420
180235,2055,2051,LAM,FCEV,26t,400
180236,2060,2051,LAM,FCEV,26t,360
180241,2055,2051,LAM,ICEV-d,26t,17202
180242,2060,2051,LAM,ICEV-d,26t,15474
180247,2055,2051,LAM,ICEV-g,26t,691
180248,2060,2051,LAM,ICEV-g,26t,622
180337,2055,2051,LAM,ICEV-d,26t,622
180338,2060,2051,LAM,ICEV-d,26t,559
180349,2055,2051,LAM,BEV,40t,6093
180350,2060,2051,LAM,BEV,40t,5481
180355,2055,2051,LAM,FCEV,40t,4855
180356,2060,2051,LAM,FCEV,40t,4368
180361,2055,2051,LAM,ICEV-d,40t,167980
180362,2060,2051,LAM,ICEV-d,40t,151107
180367,2055,2051,LAM,ICEV-g,40t,9010
180368,2060,2051,LAM,ICEV-g,40t,8105
180625,2055,2052,LAM,ICEV-d,3.5t,241
180626,2060,2052,LAM,ICEV-d,3.5t,226
180661,2055,2052,LAM,BEV,3.5t,106
180673,2055,2052,LAM,ICEV-d,3.5t,1332
180674,2060,2052,LAM,ICEV-d,3.5t,1250
180685,2055,2052,LAM,BEV,26t,1960
180686,2060,2052,LAM,BEV,26t,1839
180691,2055,2052,LAM,FCEV,26t,1606
180692,2060,2052,LAM,FCEV,26t,1506
180697,2055,2052,LAM,ICEV-d,26t,49014
180698,2060,2052,LAM,ICEV-d,26t,45986
180703,2055,2052,LAM,ICEV-g,26t,2547
180704,2060,2052,LAM,ICEV-g,26t,2389
180733,2055,2052,LAM,BEV,26t,568
180734,2060,2052,LAM,BEV,26t,533
180739,2055,2052,LAM,FCEV,26t,492
180740,2060,2052,LAM,FCEV,26t,462
180745,2055,2052,LAM,ICEV-d,26t,17744
180746,2060,2052,LAM,ICEV-d,26t,16647
180751,2055,2052,LAM,ICEV-g,26t,742
180752,2060,2052,LAM,ICEV-g,26t,696
180841,2055,2052,LAM,ICEV-d,26t,608
180842,2060,2052,LAM,ICEV-d,26t,571
180853,2055,2052,LAM,BEV,40t,7287
180854,2060,2052,LAM,BEV,40t,6837
180859,2055,2052,LAM,FCEV,40t,5844
180860,2060,2052,LAM,FCEV,40t,5483
180865,2055,2052,LAM,ICEV-d,40t,170449
180866,2060,2052,LAM,ICEV-d,40t,159919
180871,2055,2052,LAM,ICEV-g,40t,9526
180872,2060,2052,LAM,ICEV-g,40t,8937
181129,2055,2053,LAM,ICEV-d,3.5t,209
181130,2060,2053,LAM,ICEV-d,3.5t,202
181165,2055,2053,LAM,BEV,3.5t,126
181166,2060,2053,LAM,BEV,3.5t,121
181171,2055,2053,LAM,FCEV,3.5t,115
181172,2060,2053,LAM,FCEV,3.5t,111
181177,2055,2053,LAM,ICEV-d,3.5t,1377
181178,2060,2053,LAM,ICEV-d,3.5t,1329
181189,2055,2053,LAM,BEV,26t,2298
181190,2060,2053,LAM,BEV,26t,2217
181195,2055,2053,LAM,FCEV,26t,1893
181196,2060,2053,LAM,FCEV,26t,1826
181201,2055,2053,LAM,ICEV-d,26t,49766
181202,2060,2053,LAM,ICEV-d,26t,48016
181207,2055,2053,LAM,ICEV-g,26t,2691
181208,2060,2053,LAM,ICEV-g,26t,2596
181237,2055,2053,LAM,BEV,26t,672
181238,2060,2053,LAM,BEV,26t,649
181243,2055,2053,LAM,FCEV,26t,588
181244,2060,2053,LAM,FCEV,26t,567
181249,2055,2053,LAM,ICEV-d,26t,18267
181250,2060,2053,LAM,ICEV-d,26t,17625
181255,2055,2053,LAM,ICEV-g,26t,793
181256,2060,2053,LAM,ICEV-g,26t,765
181345,2055,2053,LAM,ICEV-d,26t,593
181346,2060,2053,LAM,ICEV-d,26t,572
181357,2055,2053,LAM,BEV,40t,8528
181358,2060,2053,LAM,BEV,40t,8228
181363,2055,2053,LAM,FCEV,40t,6871
181364,2060,2053,LAM,FCEV,40t,6629
181369,2055,2053,LAM,ICEV-d,40t,172589
181370,2060,2053,LAM,ICEV-d,40t,166520
181375,2055,2053,LAM,ICEV-g,40t,10044
181376,2060,2053,LAM,ICEV-g,40t,9691
181633,2055,2054,LAM,ICEV-d,3.5t,174
181634,2060,2054,LAM,ICEV-d,3.5t,170
181669,2055,2054,LAM,BEV,3.5t,146
181670,2060,2054,LAM,BEV,3.5t,143
181675,2055,2054,LAM,FCEV,3.5t,133
181676,2060,2054,LAM,FCEV,3.5t,131
181681,2055,2054,LAM,ICEV-d,3.5t,1415
181682,2060,2054,LAM,ICEV-d,3.5t,1389
181693,2055,2054,LAM,BEV,26t,2635
181694,2060,2054,LAM,BEV,26t,2587
181699,2055,2054,LAM,FCEV,26t,2179
181700,2060,2054,LAM,FCEV,26t,2140
181705,2055,2054,LAM,ICEV-d,26t,50198
181706,2060,2054,LAM,ICEV-d,26t,49291
181711,2055,2054,LAM,ICEV-g,26t,2822
181712,2060,2054,LAM,ICEV-g,26t,2771
181741,2055,2054,LAM,BEV,26t,777
181742,2060,2054,LAM,BEV,26t,763
181747,2055,2054,LAM,FCEV,26t,684
181748,2060,2054,LAM,FCEV,26t,671
181753,2055,2054,LAM,ICEV-d,26t,18685
181754,2060,2054,LAM,ICEV-d,26t,18347
181759,2055,2054,LAM,ICEV-g,26t,841
181760,2060,2054,LAM,ICEV-g,26t,826
181849,2055,2054,LAM,ICEV-d,26t,573
181850,2060,2054,LAM,ICEV-d,26t,562
181861,2055,2054,LAM,BEV,40t,9768
181862,2060,2054,LAM,BEV,40t,9592
181867,2055,2054,LAM,FCEV,40t,7896
181868,2060,2054,LAM,FCEV,40t,7754
181873,2055,2054,LAM,ICEV-d,40t,173600
181874,2060,2054,LAM,ICEV-d,40t,170462
181879,2055,2054,LAM,ICEV-g,40t,10514
181880,2060,2054,LAM,ICEV-g,40t,10324
182135,2060,2055,LAM,ICEV-d,3.5t,135
182165,2060,2055,LAM,BEV,3.5t,164
182170,2060,2055,LAM,FCEV,3.5t,151
182175,2060,2055,LAM,ICEV-d,3.5t,1436
182185,2060,2055,LAM,BEV,26t,2950
182190,2060,2055,LAM,FCEV,26t,2447
182195,2060,2055,LAM,ICEV-d,26t,50044
182200,2060,2055,LAM,ICEV-g,26t,2923
182225,2060,2055,LAM,BEV,26t,876
182230,2060,2055,LAM,FCEV,26t,774
182235,2060,2055,LAM,ICEV-d,26t,18891
182240,2060,2055,LAM,ICEV-g,26t,880
182315,2060,2055,LAM,ICEV-d,26t,545
182325,2060,2055,LAM,BEV,40t,10928
182330,2060,2055,LAM,FCEV,40t,8856
182335,2060,2055,LAM,ICEV-d,40t,172567
182340,2060,2055,LAM,ICEV-g,40t,10872
182555,2060,2056,LAM,ICEV-d,3.5t,127
182585,2060,2056,LAM,BEV,3.5t,206
182590,2060,2056,LAM,FCEV,3.5t,193
182595,2060,2056,LAM,ICEV-d,3.5t,1513
182605,2060,2056,LAM,BEV,26t,3690
182610,2060,2056,LAM,FCEV,26t,3098
182615,2060,2056,LAM,ICEV-d,26t,52225
182620,2060,2056,LAM,ICEV-g,26t,3156
182645,2060,2056,LAM,BEV,26t,1098
182650,2060,2056,LAM,FCEV,26t,989
182655,2060,2056,LAM,ICEV-d,26t,19766
182660,2060,2056,LAM,ICEV-g,26t,951
182735,2060,2056,LAM,ICEV-d,26t,559
182745,2060,2056,LAM,BEV,40t,13692
182750,2060,2056,LAM,FCEV,40t,11211
182755,2060,2056,LAM,ICEV-d,40t,180230
182760,2060,2056,LAM,ICEV-g,40t,11757
182975,2060,2057,LAM,ICEV-d,3.5t,110
183005,2060,2057,LAM,BEV,3.5t,238
183010,2060,2057,LAM,FCEV,3.5t,227
183015,2060,2057,LAM,ICEV-d,3.5t,1505
183025,2060,2057,LAM,BEV,26t,4266
183030,2060,2057,LAM,FCEV,26t,3613
183035,2060,2057,LAM,ICEV-d,26t,51462
183040,2060,2057,LAM,ICEV-g,26t,3219
183065,2060,2057,LAM,BEV,26t,1272
183070,2060,2057,LAM,FCEV,26t,1161
183075,2060,2057,LAM,ICEV-d,26t,19530
183080,2060,2057,LAM,ICEV-g,26t,972
183155,2060,2057,LAM,ICEV-d,26t,541
183165,2060,2057,LAM,BEV,40t,15852
183170,2060,2057,LAM,FCEV,40t,13076
183175,2060,2057,LAM,ICEV-d,40t,177744
183180,2060,2057,LAM,ICEV-g,40t,12010
183425,2060,2058,LAM,BEV,3.5t,269
183430,2060,2058,LAM,FCEV,3.5t,259
183435,2060,2058,LAM,ICEV-d,3.5t,1488
183445,2060,2058,LAM,BEV,26t,4822
183450,2060,2058,LAM,FCEV,26t,4110
183455,2060,2058,LAM,ICEV-d,26t,50381
183460,2060,2058,LAM,ICEV-g,26t,3262
183485,2060,2058,LAM,BEV,26t,1440
183490,2060,2058,LAM,FCEV,26t,1328
183495,2060,2058,LAM,ICEV-d,26t,19174
183500,2060,2058,LAM,ICEV-g,26t,986
183575,2060,2058,LAM,ICEV-d,26t,520
183585,2060,2058,LAM,BEV,40t,17939
183590,2060,2058,LAM,FCEV,40t,14879
183595,2060,2058,LAM,ICEV-d,40t,174152
183600,2060,2058,LAM,ICEV-g,40t,12191
183845,2060,2059,LAM,BEV,3.5t,300
183850,2060,2059,LAM,FCEV,3.5t,291
183855,2060,2059,LAM,ICEV-d,3.5t,1463
183865,2060,2059,LAM,BEV,26t,5351
183870,2060,2059,LAM,FCEV,26t,4584
183875,2060,2059,LAM,ICEV-d,26t,49035
183880,2060,2059,LAM,ICEV-g,26t,3289
183905,2060,2059,LAM,BEV,26t,1600
183910,2060,2059,LAM,FCEV,26t,1487
183915,2060,2059,LAM,ICEV-d,26t,18717
183920,2060,2059,LAM,ICEV-g,26t,995
183995,2060,2059,LAM,ICEV-d,26t,496
184005,2060,2059,LAM,BEV,40t,19930
184010,2060,2059,LAM,FCEV,40t,16600
184015,2060,2059,LAM,ICEV-d,40t,169642
184020,2060,2059,LAM,ICEV-g,40t,12308
192653,2015,2010,MEA,ICEV-d,3.5t,5336
192654,2020,2010,MEA,ICEV-d,3.5t,2158
192709,2015,2010,MEA,ICEV-d,3.5t,11526
192710,2020,2010,MEA,ICEV-d,3.5t,4662
192711,2025,2010,MEA,ICEV-d,3.5t,182
192765,2015,2010,MEA,ICEV-d,7.5t,186862
192766,2020,2010,MEA,ICEV-d,7.5t,75584
192767,2025,2010,MEA,ICEV-d,7.5t,2956
192821,2015,2010,MEA,ICEV-d,18t,103471
192822,2020,2010,MEA,ICEV-d,18t,41853
192823,2025,2010,MEA,ICEV-d,18t,1637
193157,2015,2011,MEA,ICEV-d,3.5t,896
193158,2020,2011,MEA,ICEV-d,3.5t,806
193159,2025,2011,MEA,ICEV-d,3.5t,309
193213,2015,2011,MEA,ICEV-d,3.5t,2363
193214,2020,2011,MEA,ICEV-d,3.5t,2125
193215,2025,2011,MEA,ICEV-d,3.5t,815
193269,2015,2011,MEA,ICEV-d,7.5t,29131
193270,2020,2011,MEA,ICEV-d,7.5t,26205
193271,2025,2011,MEA,ICEV-d,7.5t,10048
193325,2015,2011,MEA,ICEV-d,18t,19863
193326,2020,2011,MEA,ICEV-d,18t,17868
193327,2025,2011,MEA,ICEV-d,18t,6851
193661,2015,2012,MEA,ICEV-d,3.5t,910
193662,2020,2012,MEA,ICEV-d,3.5t,854
193663,2025,2012,MEA,ICEV-d,3.5t,471
193717,2015,2012,MEA,ICEV-d,3.5t,2833
193718,2020,2012,MEA,ICEV-d,3.5t,2658
193719,2025,2012,MEA,ICEV-d,3.5t,1467
193773,2015,2012,MEA,ICEV-d,7.5t,27344
193774,2020,2012,MEA,ICEV-d,7.5t,25655
193775,2025,2012,MEA,ICEV-d,7.5t,14168
193829,2015,2012,MEA,ICEV-d,18t,22660
193830,2020,2012,MEA,ICEV-d,18t,21260
193831,2025,2012,MEA,ICEV-d,18t,11741
194165,2015,2013,MEA,ICEV-d,3.5t,923
194166,2020,2013,MEA,ICEV-d,3.5t,891
194167,2025,2013,MEA,ICEV-d,3.5t,604
194221,2015,2013,MEA,ICEV-d,3.5t,3309
194222,2020,2013,MEA,ICEV-d,3.5t,3193
194223,2025,2013,MEA,ICEV-d,3.5t,2166
194277,2015,2013,MEA,ICEV-d,7.5t,25484
194278,2020,2013,MEA,ICEV-d,7.5t,24588
194279,2025,2013,MEA,ICEV-d,7.5t,16681
194333,2015,2013,MEA,ICEV-d,18t,25455
194334,2020,2013,MEA,ICEV-d,18t,24560
194335,2025,2013,MEA,ICEV-d,18t,16662
194669,2015,2014,MEA,ICEV-d,3.5t,936
194670,2020,2014,MEA,ICEV-d,3.5t,919
194671,2025,2014,MEA,ICEV-d,3.5t,711
194725,2015,2014,MEA,ICEV-d,3.5t,3794
194726,2020,2014,MEA,ICEV-d,3.5t,3726
194727,2025,2014,MEA,ICEV-d,3.5t,2883
194781,2015,2014,MEA,ICEV-d,7.5t,23585
194782,2020,2014,MEA,ICEV-d,7.5t,23159
194783,2025,2014,MEA,ICEV-d,7.5t,17922
194837,2015,2014,MEA,ICEV-d,18t,28266
194838,2020,2014,MEA,ICEV-d,18t,27755
194839,2025,2014,MEA,ICEV-d,18t,21479
195171,2020,2015,MEA,ICEV-d,3.5t,941
195172,2025,2015,MEA,ICEV-d,3.5t,796
195173,2030,2015,MEA,ICEV-d,3.5t,120
195223,2020,2015,MEA,ICEV-d,3.5t,4256
195224,2025,2015,MEA,ICEV-d,3.5t,3600
195225,2030,2015,MEA,ICEV-d,3.5t,544
195275,2020,2015,MEA,ICEV-d,7.5t,21489
195276,2025,2015,MEA,ICEV-d,7.5t,18179
195277,2030,2015,MEA,ICEV-d,7.5t,2747
195327,2020,2015,MEA,ICEV-d,18t,30858
195328,2025,2015,MEA,ICEV-d,18t,26105
195329,2030,2015,MEA,ICEV-d,18t,3945
195639,2020,2016,MEA,ICEV-d,3.5t,926
195640,2025,2016,MEA,ICEV-d,3.5t,833
195641,2030,2016,MEA,ICEV-d,3.5t,319
195691,2020,2016,MEA,ICEV-d,3.5t,4757
195692,2025,2016,MEA,ICEV-d,3.5t,4279
195693,2030,2016,MEA,ICEV-d,3.5t,1641
195743,2020,2016,MEA,ICEV-d,7.5t,19373
195744,2025,2016,MEA,ICEV-d,7.5t,17427
195745,2030,2016,MEA,ICEV-d,7.5t,6682
195795,2020,2016,MEA,ICEV-d,18t,32679
195796,2025,2016,MEA,ICEV-d,18t,29396
195797,2030,2016,MEA,ICEV-d,18t,11271
196107,2020,2017,MEA,ICEV-d,3.5t,932
196108,2025,2017,MEA,ICEV-d,3.5t,875
196109,2030,2017,MEA,ICEV-d,3.5t,483
196159,2020,2017,MEA,ICEV-d,3.5t,5374
196160,2025,2017,MEA,ICEV-d,3.5t,5042
196161,2030,2017,MEA,ICEV-d,3.5t,2784
196211,2020,2017,MEA,ICEV-d,7.5t,17717
196212,2025,2017,MEA,ICEV-d,7.5t,16622
196213,2030,2017,MEA,ICEV-d,7.5t,9180
196263,2020,2017,MEA,ICEV-d,18t,35259
196264,2025,2017,MEA,ICEV-d,18t,33081
196265,2030,2017,MEA,ICEV-d,18t,18269
196575,2020,2018,MEA,ICEV-d,3.5t,939
196576,2025,2018,MEA,ICEV-d,3.5t,906
196577,2030,2018,MEA,ICEV-d,3.5t,615
196627,2020,2018,MEA,ICEV-d,3.5t,6010
196628,2025,2018,MEA,ICEV-d,3.5t,5799
196629,2030,2018,MEA,ICEV-d,3.5t,3934
196679,2020,2018,MEA,ICEV-d,7.5t,16025
196680,2025,2018,MEA,ICEV-d,7.5t,15461
