Units,scenario,region,sector,subsector,technology,fuel,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2050,1.59089e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2055,1.4759e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2060,1.12742e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2065,6.97237e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2070,3.71784e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2075,1.96319e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2080,1.06755e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2085,3.01435e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2090,2.47177e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2095,7.21662e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,coal gasification,coal gasification,regional coal,2100,4.93455e-09
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,1975,0.100996
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,1990,0.93128
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2005,2.49208
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2010,2.96542
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2015,3.56581
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2021,4.41841
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2025,4.63495
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2030,5.15394
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2035,5.79465
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2040,4.84298
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2045,4.75289
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2050,5.03526
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2055,5.51793
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2060,5.82684
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2065,5.90313
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2070,5.85107
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2075,5.53999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2080,5.01979
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2085,3.00021
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2090,1.29982
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2095,0.841992
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Northern,gas processing,natural gas,natural gas,regional natural gas,2100,0.570508
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2010,1.4773e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2021,7.25191e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2025,2.77141e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2030,8.90798e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2035,0.000248826
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2040,0.00107853
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2045,0.000371406
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2050,0.000161647
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2055,0.000148187
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2060,0.000145524
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2065,0.000121846
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2070,8.34486e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2075,5.56218e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2080,3.5125e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2085,1.50447e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2090,2.81672e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2095,1.05761e-07
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,biomass gasification,biomass gasification,regional biomass,2100,4.9223e-08
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2025,1.90056e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2030,9.43231e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2035,0.000332683
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2040,5.07198e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2045,2.38395e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2050,1.50836e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2055,1.77474e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2060,1.79089e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2065,1.38678e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2070,8.87666e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2075,5.30434e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2080,3.11518e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2085,1.28176e-06
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,coal gasification,coal gasification,regional coal,2090,2.40429e-07
