Units,scenario,region,sector,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2025,0.0552943482598
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2030,0.108410570383
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2035,0.167779437616
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2040,0.412806323937
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2045,0.515185126668
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2050,0.636863366103
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2055,0.74591167008
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2060,0.8145824667
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2065,0.85760700514
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2070,0.9042114318
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2075,0.93037924745
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2080,0.92775079942
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2085,0.908742069
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2090,0.87761840134
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2095,0.83763886615
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central America and Caribbean,biomass,2100,0.8009456270799999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2025,0.0500615364362
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2030,0.0953345662925
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2035,0.14219046916300002
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2040,0.49247472931200004
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2045,0.54356537869
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2050,0.6160227192709999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2055,0.709220898593
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2060,0.770665896212
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2065,0.795480671081
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2070,0.823892235858
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2075,0.844491856508
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2080,0.869368297374
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2085,0.924848484626
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2090,0.9918071083969999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2095,1.02434020169
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Central Asia,biomass,2100,1.129757390807
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2025,0.324460236212786
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2030,0.692073248532441
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2035,1.162918924910964
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2040,5.52739665577619
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2045,6.10815122673937
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2050,6.82356376308496
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2055,7.94028364298223
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2060,8.81583248929396
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2065,9.23500416619864
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2070,9.818998182074541
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2075,9.87021584396086
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2080,9.79448970156556
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2085,9.56673749444521
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2090,9.202634184154011
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2095,8.93533356242308
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",China,biomass,2100,9.07212464100311
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2025,0.0103123699799
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2030,0.0203971963476
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2035,0.032944687951
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2040,0.132774728568
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2045,0.173811792381
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2050,0.207961128869
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2055,0.238415020198
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2060,0.26683249489899996
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2065,0.28601304486199997
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2070,0.308729615252
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2075,0.329995029223
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2080,0.34601395802999996
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2085,0.363496608625
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Colombia,biomass,2090,0.382269078899
