,year,vintage_year,IAM_region,powertrain,size,vintage_demand_tkm
339865,2015,2011,SSA,BEV,3.5t,0
339866,2020,2011,SSA,BEV,3.5t,0
339867,2025,2011,SSA,BEV,3.5t,0
339868,2030,2011,SSA,BEV,3.5t,0
339869,2035,2011,SSA,BEV,3.5t,0
339870,2040,2011,SSA,BEV,3.5t,0
339871,2045,2011,SSA,BEV,3.5t,0
339872,2050,2011,SSA,BEV,3.5t,0
339879,2015,2011,SSA,FCEV,3.5t,0
339880,2020,2011,SSA,FCEV,3.5t,0
339881,2025,2011,SSA,FCEV,3.5t,0
339882,2030,2011,SSA,FCEV,3.5t,0
339883,2035,2011,SSA,FCEV,3.5t,0
339884,2040,2011,SSA,FCEV,3.5t,0
339885,2045,2011,SSA,FCEV,3.5t,0
339886,2050,2011,SSA,FCEV,3.5t,0
339893,2015,2011,SSA,ICEV-d,3.5t,308
339894,2020,2011,SSA,ICEV-d,3.5t,277
339895,2025,2011,SSA,ICEV-d,3.5t,106
339896,2030,2011,SSA,ICEV-d,3.5t,0
339897,2035,2011,SSA,ICEV-d,3.5t,0
339898,2040,2011,SSA,ICEV-d,3.5t,0
339899,2045,2011,SSA,ICEV-d,3.5t,0
339900,2050,2011,SSA,ICEV-d,3.5t,0
339907,2015,2011,SSA,ICEV-g,3.5t,0
339908,2020,2011,SSA,ICEV-g,3.5t,0
339909,2025,2011,SSA,ICEV-g,3.5t,0
339910,2030,2011,SSA,ICEV-g,3.5t,0
339911,2035,2011,SSA,ICEV-g,3.5t,0
339912,2040,2011,SSA,ICEV-g,3.5t,0
339913,2045,2011,SSA,ICEV-g,3.5t,0
339914,2050,2011,SSA,ICEV-g,3.5t,0
339921,2015,2011,SSA,BEV,3.5t,0
339922,2020,2011,SSA,BEV,3.5t,0
339923,2025,2011,SSA,BEV,3.5t,0
339924,2030,2011,SSA,BEV,3.5t,0
339925,2035,2011,SSA,BEV,3.5t,0
339926,2040,2011,SSA,BEV,3.5t,0
339927,2045,2011,SSA,BEV,3.5t,0
339928,2050,2011,SSA,BEV,3.5t,0
339935,2015,2011,SSA,FCEV,3.5t,0
339936,2020,2011,SSA,FCEV,3.5t,0
339937,2025,2011,SSA,FCEV,3.5t,0
339938,2030,2011,SSA,FCEV,3.5t,0
339939,2035,2011,SSA,FCEV,3.5t,0
339940,2040,2011,SSA,FCEV,3.5t,0
339941,2045,2011,SSA,FCEV,3.5t,0
339942,2050,2011,SSA,FCEV,3.5t,0
339949,2015,2011,SSA,ICEV-d,3.5t,2
339950,2020,2011,SSA,ICEV-d,3.5t,1
339951,2025,2011,SSA,ICEV-d,3.5t,0
339952,2030,2011,SSA,ICEV-d,3.5t,0
339953,2035,2011,SSA,ICEV-d,3.5t,0
339954,2040,2011,SSA,ICEV-d,3.5t,0
339955,2045,2011,SSA,ICEV-d,3.5t,0
339956,2050,2011,SSA,ICEV-d,3.5t,0
339963,2015,2011,SSA,ICEV-g,3.5t,0
339964,2020,2011,SSA,ICEV-g,3.5t,0
339965,2025,2011,SSA,ICEV-g,3.5t,0
339966,2030,2011,SSA,ICEV-g,3.5t,0
339967,2035,2011,SSA,ICEV-g,3.5t,0
339968,2040,2011,SSA,ICEV-g,3.5t,0
339969,2045,2011,SSA,ICEV-g,3.5t,0
339970,2050,2011,SSA,ICEV-g,3.5t,0
339977,2015,2011,SSA,BEV,3.5t,0
339978,2020,2011,SSA,BEV,3.5t,0
339979,2025,2011,SSA,BEV,3.5t,0
339980,2030,2011,SSA,BEV,3.5t,0
339981,2035,2011,SSA,BEV,3.5t,0
339982,2040,2011,SSA,BEV,3.5t,0
339983,2045,2011,SSA,BEV,3.5t,0
339984,2050,2011,SSA,BEV,3.5t,0
339991,2015,2011,SSA,FCEV,3.5t,0
339992,2020,2011,SSA,FCEV,3.5t,0
339993,2025,2011,SSA,FCEV,3.5t,0
339994,2030,2011,SSA,FCEV,3.5t,0
339995,2035,2011,SSA,FCEV,3.5t,0
339996,2040,2011,SSA,FCEV,3.5t,0
339997,2045,2011,SSA,FCEV,3.5t,0
339998,2050,2011,SSA,FCEV,3.5t,0
340005,2015,2011,SSA,ICEV-d,3.5t,8
340006,2020,2011,SSA,ICEV-d,3.5t,7
340007,2025,2011,SSA,ICEV-d,3.5t,2
340008,2030,2011,SSA,ICEV-d,3.5t,0
340009,2035,2011,SSA,ICEV-d,3.5t,0
340010,2040,2011,SSA,ICEV-d,3.5t,0
340011,2045,2011,SSA,ICEV-d,3.5t,0
340012,2050,2011,SSA,ICEV-d,3.5t,0
340019,2015,2011,SSA,ICEV-g,3.5t,0
340020,2020,2011,SSA,ICEV-g,3.5t,0
340021,2025,2011,SSA,ICEV-g,3.5t,0
340022,2030,2011,SSA,ICEV-g,3.5t,0
340023,2035,2011,SSA,ICEV-g,3.5t,0
340024,2040,2011,SSA,ICEV-g,3.5t,0
340025,2045,2011,SSA,ICEV-g,3.5t,0
340026,2050,2011,SSA,ICEV-g,3.5t,0
340033,2015,2011,SSA,BEV,26t,0
340034,2020,2011,SSA,BEV,26t,0
340035,2025,2011,SSA,BEV,26t,0
340036,2030,2011,SSA,BEV,26t,0
340037,2035,2011,SSA,BEV,26t,0
340038,2040,2011,SSA,BEV,26t,0
340039,2045,2011,SSA,BEV,26t,0
340040,2050,2011,SSA,BEV,26t,0
340047,2015,2011,SSA,FCEV,26t,0
340048,2020,2011,SSA,FCEV,26t,0
340049,2025,2011,SSA,FCEV,26t,0
340050,2030,2011,SSA,FCEV,26t,0
340051,2035,2011,SSA,FCEV,26t,0
340052,2040,2011,SSA,FCEV,26t,0
340053,2045,2011,SSA,FCEV,26t,0
340054,2050,2011,SSA,FCEV,26t,0
340061,2015,2011,SSA,ICEV-d,26t,0
340062,2020,2011,SSA,ICEV-d,26t,0
340063,2025,2011,SSA,ICEV-d,26t,0
340064,2030,2011,SSA,ICEV-d,26t,0
340065,2035,2011,SSA,ICEV-d,26t,0
340066,2040,2011,SSA,ICEV-d,26t,0
340067,2045,2011,SSA,ICEV-d,26t,0
340068,2050,2011,SSA,ICEV-d,26t,0
340075,2015,2011,SSA,ICEV-g,26t,0
340076,2020,2011,SSA,ICEV-g,26t,0
340077,2025,2011,SSA,ICEV-g,26t,0
340078,2030,2011,SSA,ICEV-g,26t,0
340079,2035,2011,SSA,ICEV-g,26t,0
340080,2040,2011,SSA,ICEV-g,26t,0
340081,2045,2011,SSA,ICEV-g,26t,0
340082,2050,2011,SSA,ICEV-g,26t,0
340089,2015,2011,SSA,BEV,3.5t,0
340090,2020,2011,SSA,BEV,3.5t,0
340091,2025,2011,SSA,BEV,3.5t,0
340092,2030,2011,SSA,BEV,3.5t,0
340093,2035,2011,SSA,BEV,3.5t,0
340094,2040,2011,SSA,BEV,3.5t,0
340095,2045,2011,SSA,BEV,3.5t,0
340096,2050,2011,SSA,BEV,3.5t,0
340103,2015,2011,SSA,FCEV,3.5t,0
340104,2020,2011,SSA,FCEV,3.5t,0
340105,2025,2011,SSA,FCEV,3.5t,0
340106,2030,2011,SSA,FCEV,3.5t,0
340107,2035,2011,SSA,FCEV,3.5t,0
340108,2040,2011,SSA,FCEV,3.5t,0
340109,2045,2011,SSA,FCEV,3.5t,0
340110,2050,2011,SSA,FCEV,3.5t,0
340117,2015,2011,SSA,ICEV-d,3.5t,755
340118,2020,2011,SSA,ICEV-d,3.5t,679
340119,2025,2011,SSA,ICEV-d,3.5t,260
340120,2030,2011,SSA,ICEV-d,3.5t,0
340121,2035,2011,SSA,ICEV-d,3.5t,0
340122,2040,2011,SSA,ICEV-d,3.5t,0
340123,2045,2011,SSA,ICEV-d,3.5t,0
340124,2050,2011,SSA,ICEV-d,3.5t,0
340131,2015,2011,SSA,ICEV-g,3.5t,0
340132,2020,2011,SSA,ICEV-g,3.5t,0
340133,2025,2011,SSA,ICEV-g,3.5t,0
340134,2030,2011,SSA,ICEV-g,3.5t,0
340135,2035,2011,SSA,ICEV-g,3.5t,0
340136,2040,2011,SSA,ICEV-g,3.5t,0
340137,2045,2011,SSA,ICEV-g,3.5t,0
340138,2050,2011,SSA,ICEV-g,3.5t,0
340145,2015,2011,SSA,BEV,26t,0
340146,2020,2011,SSA,BEV,26t,0
340147,2025,2011,SSA,BEV,26t,0
340148,2030,2011,SSA,BEV,26t,0
340149,2035,2011,SSA,BEV,26t,0
340150,2040,2011,SSA,BEV,26t,0
340151,2045,2011,SSA,BEV,26t,0
340152,2050,2011,SSA,BEV,26t,0
340159,2015,2011,SSA,FCEV,26t,0
340160,2020,2011,SSA,FCEV,26t,0
340161,2025,2011,SSA,FCEV,26t,0
340162,2030,2011,SSA,FCEV,26t,0
340163,2035,2011,SSA,FCEV,26t,0
340164,2040,2011,SSA,FCEV,26t,0
340165,2045,2011,SSA,FCEV,26t,0
340166,2050,2011,SSA,FCEV,26t,0
340173,2015,2011,SSA,ICEV-d,26t,0
340174,2020,2011,SSA,ICEV-d,26t,0
340175,2025,2011,SSA,ICEV-d,26t,0
340176,2030,2011,SSA,ICEV-d,26t,0
340177,2035,2011,SSA,ICEV-d,26t,0
340178,2040,2011,SSA,ICEV-d,26t,0
340179,2045,2011,SSA,ICEV-d,26t,0
340180,2050,2011,SSA,ICEV-d,26t,0
340187,2015,2011,SSA,ICEV-g,26t,0
340188,2020,2011,SSA,ICEV-g,26t,0
340189,2025,2011,SSA,ICEV-g,26t,0
340190,2030,2011,SSA,ICEV-g,26t,0
340191,2035,2011,SSA,ICEV-g,26t,0
340192,2040,2011,SSA,ICEV-g,26t,0
340193,2045,2011,SSA,ICEV-g,26t,0
340194,2050,2011,SSA,ICEV-g,26t,0
340201,2015,2011,SSA,BEV,7.5t,0
340202,2020,2011,SSA,BEV,7.5t,0
340203,2025,2011,SSA,BEV,7.5t,0
340204,2030,2011,SSA,BEV,7.5t,0
340205,2035,2011,SSA,BEV,7.5t,0
340206,2040,2011,SSA,BEV,7.5t,0
340207,2045,2011,SSA,BEV,7.5t,0
340208,2050,2011,SSA,BEV,7.5t,0
340215,2015,2011,SSA,FCEV,7.5t,0
340216,2020,2011,SSA,FCEV,7.5t,0
340217,2025,2011,SSA,FCEV,7.5t,0
340218,2030,2011,SSA,FCEV,7.5t,0
340219,2035,2011,SSA,FCEV,7.5t,0
340220,2040,2011,SSA,FCEV,7.5t,0
340221,2045,2011,SSA,FCEV,7.5t,0
340222,2050,2011,SSA,FCEV,7.5t,0
340229,2015,2011,SSA,ICEV-d,7.5t,10510
340230,2020,2011,SSA,ICEV-d,7.5t,9454
340231,2025,2011,SSA,ICEV-d,7.5t,3625
340232,2030,2011,SSA,ICEV-d,7.5t,0
340233,2035,2011,SSA,ICEV-d,7.5t,0
340234,2040,2011,SSA,ICEV-d,7.5t,0
340235,2045,2011,SSA,ICEV-d,7.5t,0
340236,2050,2011,SSA,ICEV-d,7.5t,0
340243,2015,2011,SSA,ICEV-g,7.5t,0
340244,2020,2011,SSA,ICEV-g,7.5t,0
340245,2025,2011,SSA,ICEV-g,7.5t,0
340246,2030,2011,SSA,ICEV-g,7.5t,0
340247,2035,2011,SSA,ICEV-g,7.5t,0
340248,2040,2011,SSA,ICEV-g,7.5t,0
340249,2045,2011,SSA,ICEV-g,7.5t,0
340250,2050,2011,SSA,ICEV-g,7.5t,0
340257,2015,2011,SSA,BEV,7.5t,0
340258,2020,2011,SSA,BEV,7.5t,0
340259,2025,2011,SSA,BEV,7.5t,0
340260,2030,2011,SSA,BEV,7.5t,0
340261,2035,2011,SSA,BEV,7.5t,0
340262,2040,2011,SSA,BEV,7.5t,0
340263,2045,2011,SSA,BEV,7.5t,0
340264,2050,2011,SSA,BEV,7.5t,0
340271,2015,2011,SSA,FCEV,7.5t,0
340272,2020,2011,SSA,FCEV,7.5t,0
340273,2025,2011,SSA,FCEV,7.5t,0
340274,2030,2011,SSA,FCEV,7.5t,0
340275,2035,2011,SSA,FCEV,7.5t,0
340276,2040,2011,SSA,FCEV,7.5t,0
340277,2045,2011,SSA,FCEV,7.5t,0
340278,2050,2011,SSA,FCEV,7.5t,0
340285,2015,2011,SSA,ICEV-d,7.5t,1
340286,2020,2011,SSA,ICEV-d,7.5t,1
340287,2025,2011,SSA,ICEV-d,7.5t,0
340288,2030,2011,SSA,ICEV-d,7.5t,0
340289,2035,2011,SSA,ICEV-d,7.5t,0
340290,2040,2011,SSA,ICEV-d,7.5t,0
340291,2045,2011,SSA,ICEV-d,7.5t,0
340292,2050,2011,SSA,ICEV-d,7.5t,0
340299,2015,2011,SSA,ICEV-g,7.5t,0
340300,2020,2011,SSA,ICEV-g,7.5t,0
340301,2025,2011,SSA,ICEV-g,7.5t,0
340302,2030,2011,SSA,ICEV-g,7.5t,0
340303,2035,2011,SSA,ICEV-g,7.5t,0
340304,2040,2011,SSA,ICEV-g,7.5t,0
340305,2045,2011,SSA,ICEV-g,7.5t,0
340306,2050,2011,SSA,ICEV-g,7.5t,0
340313,2015,2011,SSA,BEV,7.5t,0
340314,2020,2011,SSA,BEV,7.5t,0
340315,2025,2011,SSA,BEV,7.5t,0
340316,2030,2011,SSA,BEV,7.5t,0
340317,2035,2011,SSA,BEV,7.5t,0
340318,2040,2011,SSA,BEV,7.5t,0
340319,2045,2011,SSA,BEV,7.5t,0
340320,2050,2011,SSA,BEV,7.5t,0
340327,2015,2011,SSA,FCEV,7.5t,0
340328,2020,2011,SSA,FCEV,7.5t,0
340329,2025,2011,SSA,FCEV,7.5t,0
340330,2030,2011,SSA,FCEV,7.5t,0
340331,2035,2011,SSA,FCEV,7.5t,0
340332,2040,2011,SSA,FCEV,7.5t,0
340333,2045,2011,SSA,FCEV,7.5t,0
340334,2050,2011,SSA,FCEV,7.5t,0
340341,2015,2011,SSA,ICEV-d,7.5t,0
340342,2020,2011,SSA,ICEV-d,7.5t,0
340343,2025,2011,SSA,ICEV-d,7.5t,0
340344,2030,2011,SSA,ICEV-d,7.5t,0
340345,2035,2011,SSA,ICEV-d,7.5t,0
340346,2040,2011,SSA,ICEV-d,7.5t,0
340347,2045,2011,SSA,ICEV-d,7.5t,0
340348,2050,2011,SSA,ICEV-d,7.5t,0
340355,2015,2011,SSA,ICEV-g,7.5t,0
340356,2020,2011,SSA,ICEV-g,7.5t,0
340357,2025,2011,SSA,ICEV-g,7.5t,0
340358,2030,2011,SSA,ICEV-g,7.5t,0
340359,2035,2011,SSA,ICEV-g,7.5t,0
340360,2040,2011,SSA,ICEV-g,7.5t,0
340361,2045,2011,SSA,ICEV-g,7.5t,0
340362,2050,2011,SSA,ICEV-g,7.5t,0
340369,2015,2011,SSA,BEV,18t,0
340370,2020,2011,SSA,BEV,18t,0
340371,2025,2011,SSA,BEV,18t,0
340372,2030,2011,SSA,BEV,18t,0
340373,2035,2011,SSA,BEV,18t,0
340374,2040,2011,SSA,BEV,18t,0
340375,2045,2011,SSA,BEV,18t,0
340376,2050,2011,SSA,BEV,18t,0
340383,2015,2011,SSA,FCEV,18t,0
340384,2020,2011,SSA,FCEV,18t,0
340385,2025,2011,SSA,FCEV,18t,0
340386,2030,2011,SSA,FCEV,18t,0
340387,2035,2011,SSA,FCEV,18t,0
340388,2040,2011,SSA,FCEV,18t,0
340389,2045,2011,SSA,FCEV,18t,0
340390,2050,2011,SSA,FCEV,18t,0
340397,2015,2011,SSA,ICEV-d,18t,6491
340398,2020,2011,SSA,ICEV-d,18t,5839
340399,2025,2011,SSA,ICEV-d,18t,2239
340400,2030,2011,SSA,ICEV-d,18t,0
340401,2035,2011,SSA,ICEV-d,18t,0
340402,2040,2011,SSA,ICEV-d,18t,0
340403,2045,2011,SSA,ICEV-d,18t,0
340404,2050,2011,SSA,ICEV-d,18t,0
340411,2015,2011,SSA,ICEV-g,18t,0
340412,2020,2011,SSA,ICEV-g,18t,0
340413,2025,2011,SSA,ICEV-g,18t,0
340414,2030,2011,SSA,ICEV-g,18t,0
340415,2035,2011,SSA,ICEV-g,18t,0
340416,2040,2011,SSA,ICEV-g,18t,0
340417,2045,2011,SSA,ICEV-g,18t,0
340418,2050,2011,SSA,ICEV-g,18t,0
340425,2015,2011,SSA,BEV,18t,0
340426,2020,2011,SSA,BEV,18t,0
340427,2025,2011,SSA,BEV,18t,0
340428,2030,2011,SSA,BEV,18t,0
340429,2035,2011,SSA,BEV,18t,0
340430,2040,2011,SSA,BEV,18t,0
340431,2045,2011,SSA,BEV,18t,0
340432,2050,2011,SSA,BEV,18t,0
340439,2015,2011,SSA,FCEV,18t,0
340440,2020,2011,SSA,FCEV,18t,0
340441,2025,2011,SSA,FCEV,18t,0
340442,2030,2011,SSA,FCEV,18t,0
340443,2035,2011,SSA,FCEV,18t,0
340444,2040,2011,SSA,FCEV,18t,0
340445,2045,2011,SSA,FCEV,18t,0
340446,2050,2011,SSA,FCEV,18t,0
340453,2015,2011,SSA,ICEV-d,18t,7
340454,2020,2011,SSA,ICEV-d,18t,6
340455,2025,2011,SSA,ICEV-d,18t,2
340456,2030,2011,SSA,ICEV-d,18t,0
340457,2035,2011,SSA,ICEV-d,18t,0
340458,2040,2011,SSA,ICEV-d,18t,0
340459,2045,2011,SSA,ICEV-d,18t,0
340460,2050,2011,SSA,ICEV-d,18t,0
340467,2015,2011,SSA,ICEV-g,18t,0
340468,2020,2011,SSA,ICEV-g,18t,0
340469,2025,2011,SSA,ICEV-g,18t,0
340470,2030,2011,SSA,ICEV-g,18t,0
340471,2035,2011,SSA,ICEV-g,18t,0
340472,2040,2011,SSA,ICEV-g,18t,0
340473,2045,2011,SSA,ICEV-g,18t,0
340474,2050,2011,SSA,ICEV-g,18t,0
340481,2015,2011,SSA,BEV,26t,0
340482,2020,2011,SSA,BEV,26t,0
340483,2025,2011,SSA,BEV,26t,0
340484,2030,2011,SSA,BEV,26t,0
340485,2035,2011,SSA,BEV,26t,0
340486,2040,2011,SSA,BEV,26t,0
340487,2045,2011,SSA,BEV,26t,0
340488,2050,2011,SSA,BEV,26t,0
340495,2015,2011,SSA,FCEV,26t,0
340496,2020,2011,SSA,FCEV,26t,0
340497,2025,2011,SSA,FCEV,26t,0
340498,2030,2011,SSA,FCEV,26t,0
340499,2035,2011,SSA,FCEV,26t,0
340500,2040,2011,SSA,FCEV,26t,0
340501,2045,2011,SSA,FCEV,26t,0
340502,2050,2011,SSA,FCEV,26t,0
340509,2015,2011,SSA,ICEV-d,26t,0
340510,2020,2011,SSA,ICEV-d,26t,0
340511,2025,2011,SSA,ICEV-d,26t,0
340512,2030,2011,SSA,ICEV-d,26t,0
340513,2035,2011,SSA,ICEV-d,26t,0
340514,2040,2011,SSA,ICEV-d,26t,0
340515,2045,2011,SSA,ICEV-d,26t,0
340516,2050,2011,SSA,ICEV-d,26t,0
340523,2015,2011,SSA,ICEV-g,26t,0
340524,2020,2011,SSA,ICEV-g,26t,0
340525,2025,2011,SSA,ICEV-g,26t,0
340526,2030,2011,SSA,ICEV-g,26t,0
340527,2035,2011,SSA,ICEV-g,26t,0
340528,2040,2011,SSA,ICEV-g,26t,0
340529,2045,2011,SSA,ICEV-g,26t,0
340530,2050,2011,SSA,ICEV-g,26t,0
340537,2015,2011,SSA,BEV,40t,0
340538,2020,2011,SSA,BEV,40t,0
340539,2025,2011,SSA,BEV,40t,0
340540,2030,2011,SSA,BEV,40t,0
340541,2035,2011,SSA,BEV,40t,0
340542,2040,2011,SSA,BEV,40t,0
340543,2045,2011,SSA,BEV,40t,0
340544,2050,2011,SSA,BEV,40t,0
340551,2015,2011,SSA,FCEV,40t,0
340552,2020,2011,SSA,FCEV,40t,0
340553,2025,2011,SSA,FCEV,40t,0
340554,2030,2011,SSA,FCEV,40t,0
340555,2035,2011,SSA,FCEV,40t,0
340556,2040,2011,SSA,FCEV,40t,0
340557,2045,2011,SSA,FCEV,40t,0
340558,2050,2011,SSA,FCEV,40t,0
340565,2015,2011,SSA,ICEV-d,40t,0
340566,2020,2011,SSA,ICEV-d,40t,0
340567,2025,2011,SSA,ICEV-d,40t,0
340568,2030,2011,SSA,ICEV-d,40t,0
340569,2035,2011,SSA,ICEV-d,40t,0
340570,2040,2011,SSA,ICEV-d,40t,0
340571,2045,2011,SSA,ICEV-d,40t,0
340572,2050,2011,SSA,ICEV-d,40t,0
340579,2015,2011,SSA,ICEV-g,40t,0
340580,2020,2011,SSA,ICEV-g,40t,0
340581,2025,2011,SSA,ICEV-g,40t,0
340582,2030,2011,SSA,ICEV-g,40t,0
340583,2035,2011,SSA,ICEV-g,40t,0
340584,2040,2011,SSA,ICEV-g,40t,0
340585,2045,2011,SSA,ICEV-g,40t,0
340586,2050,2011,SSA,ICEV-g,40t,0
340943,2015,2012,SSA,BEV,3.5t,0
340944,2020,2012,SSA,BEV,3.5t,0
340945,2025,2012,SSA,BEV,3.5t,0
340946,2030,2012,SSA,BEV,3.5t,0
340947,2035,2012,SSA,BEV,3.5t,0
340948,2040,2012,SSA,BEV,3.5t,0
340949,2045,2012,SSA,BEV,3.5t,0
340950,2050,2012,SSA,BEV,3.5t,0
340957,2015,2012,SSA,FCEV,3.5t,0
340958,2020,2012,SSA,FCEV,3.5t,0
340959,2025,2012,SSA,FCEV,3.5t,0
340960,2030,2012,SSA,FCEV,3.5t,0
340961,2035,2012,SSA,FCEV,3.5t,0
340962,2040,2012,SSA,FCEV,3.5t,0
340963,2045,2012,SSA,FCEV,3.5t,0
340964,2050,2012,SSA,FCEV,3.5t,0
340971,2015,2012,SSA,ICEV-d,3.5t,0
340972,2020,2012,SSA,ICEV-d,3.5t,0
340973,2025,2012,SSA,ICEV-d,3.5t,0
340974,2030,2012,SSA,ICEV-d,3.5t,0
340975,2035,2012,SSA,ICEV-d,3.5t,0
340976,2040,2012,SSA,ICEV-d,3.5t,0
340977,2045,2012,SSA,ICEV-d,3.5t,0
340978,2050,2012,SSA,ICEV-d,3.5t,0
340985,2015,2012,SSA,ICEV-g,3.5t,0
340986,2020,2012,SSA,ICEV-g,3.5t,0
340987,2025,2012,SSA,ICEV-g,3.5t,0
340988,2030,2012,SSA,ICEV-g,3.5t,0
340989,2035,2012,SSA,ICEV-g,3.5t,0
340990,2040,2012,SSA,ICEV-g,3.5t,0
340991,2045,2012,SSA,ICEV-g,3.5t,0
340992,2050,2012,SSA,ICEV-g,3.5t,0
340999,2015,2012,SSA,BEV,3.5t,0
341000,2020,2012,SSA,BEV,3.5t,0
341001,2025,2012,SSA,BEV,3.5t,0
341002,2030,2012,SSA,BEV,3.5t,0
341003,2035,2012,SSA,BEV,3.5t,0
341004,2040,2012,SSA,BEV,3.5t,0
341005,2045,2012,SSA,BEV,3.5t,0
341006,2050,2012,SSA,BEV,3.5t,0
341013,2015,2012,SSA,FCEV,3.5t,0
341014,2020,2012,SSA,FCEV,3.5t,0
341015,2025,2012,SSA,FCEV,3.5t,0
341016,2030,2012,SSA,FCEV,3.5t,0
341017,2035,2012,SSA,FCEV,3.5t,0
341018,2040,2012,SSA,FCEV,3.5t,0
341019,2045,2012,SSA,FCEV,3.5t,0
341020,2050,2012,SSA,FCEV,3.5t,0
341027,2015,2012,SSA,ICEV-d,3.5t,307
341028,2020,2012,SSA,ICEV-d,3.5t,288
341029,2025,2012,SSA,ICEV-d,3.5t,159
341030,2030,2012,SSA,ICEV-d,3.5t,0
341031,2035,2012,SSA,ICEV-d,3.5t,0
341032,2040,2012,SSA,ICEV-d,3.5t,0
341033,2045,2012,SSA,ICEV-d,3.5t,0
341034,2050,2012,SSA,ICEV-d,3.5t,0
341041,2015,2012,SSA,ICEV-g,3.5t,0
341042,2020,2012,SSA,ICEV-g,3.5t,0
341043,2025,2012,SSA,ICEV-g,3.5t,0
341044,2030,2012,SSA,ICEV-g,3.5t,0
341045,2035,2012,SSA,ICEV-g,3.5t,0
341046,2040,2012,SSA,ICEV-g,3.5t,0
341047,2045,2012,SSA,ICEV-g,3.5t,0
341048,2050,2012,SSA,ICEV-g,3.5t,0
341055,2015,2012,SSA,BEV,3.5t,0
341056,2020,2012,SSA,BEV,3.5t,0
341057,2025,2012,SSA,BEV,3.5t,0
341058,2030,2012,SSA,BEV,3.5t,0
341059,2035,2012,SSA,BEV,3.5t,0
341060,2040,2012,SSA,BEV,3.5t,0
341061,2045,2012,SSA,BEV,3.5t,0
341062,2050,2012,SSA,BEV,3.5t,0
341069,2015,2012,SSA,FCEV,3.5t,0
341070,2020,2012,SSA,FCEV,3.5t,0
341071,2025,2012,SSA,FCEV,3.5t,0
341072,2030,2012,SSA,FCEV,3.5t,0
341073,2035,2012,SSA,FCEV,3.5t,0
341074,2040,2012,SSA,FCEV,3.5t,0
341075,2045,2012,SSA,FCEV,3.5t,0
341076,2050,2012,SSA,FCEV,3.5t,0
341083,2015,2012,SSA,ICEV-d,3.5t,2
341084,2020,2012,SSA,ICEV-d,3.5t,2
341085,2025,2012,SSA,ICEV-d,3.5t,1
341086,2030,2012,SSA,ICEV-d,3.5t,0
341087,2035,2012,SSA,ICEV-d,3.5t,0
341088,2040,2012,SSA,ICEV-d,3.5t,0
341089,2045,2012,SSA,ICEV-d,3.5t,0
341090,2050,2012,SSA,ICEV-d,3.5t,0
341097,2015,2012,SSA,ICEV-g,3.5t,0
341098,2020,2012,SSA,ICEV-g,3.5t,0
341099,2025,2012,SSA,ICEV-g,3.5t,0
341100,2030,2012,SSA,ICEV-g,3.5t,0
341101,2035,2012,SSA,ICEV-g,3.5t,0
341102,2040,2012,SSA,ICEV-g,3.5t,0
341103,2045,2012,SSA,ICEV-g,3.5t,0
341104,2050,2012,SSA,ICEV-g,3.5t,0
341111,2015,2012,SSA,BEV,3.5t,0
341112,2020,2012,SSA,BEV,3.5t,0
341113,2025,2012,SSA,BEV,3.5t,0
341114,2030,2012,SSA,BEV,3.5t,0
341115,2035,2012,SSA,BEV,3.5t,0
341116,2040,2012,SSA,BEV,3.5t,0
341117,2045,2012,SSA,BEV,3.5t,0
341118,2050,2012,SSA,BEV,3.5t,0
341125,2015,2012,SSA,FCEV,3.5t,0
341126,2020,2012,SSA,FCEV,3.5t,0
341127,2025,2012,SSA,FCEV,3.5t,0
341128,2030,2012,SSA,FCEV,3.5t,0
341129,2035,2012,SSA,FCEV,3.5t,0
341130,2040,2012,SSA,FCEV,3.5t,0
341131,2045,2012,SSA,FCEV,3.5t,0
341132,2050,2012,SSA,FCEV,3.5t,0
341139,2015,2012,SSA,ICEV-d,3.5t,8
341140,2020,2012,SSA,ICEV-d,3.5t,7
341141,2025,2012,SSA,ICEV-d,3.5t,4
341142,2030,2012,SSA,ICEV-d,3.5t,0
341143,2035,2012,SSA,ICEV-d,3.5t,0
341144,2040,2012,SSA,ICEV-d,3.5t,0
341145,2045,2012,SSA,ICEV-d,3.5t,0
341146,2050,2012,SSA,ICEV-d,3.5t,0
341153,2015,2012,SSA,ICEV-g,3.5t,0
341154,2020,2012,SSA,ICEV-g,3.5t,0
341155,2025,2012,SSA,ICEV-g,3.5t,0
341156,2030,2012,SSA,ICEV-g,3.5t,0
341157,2035,2012,SSA,ICEV-g,3.5t,0
341158,2040,2012,SSA,ICEV-g,3.5t,0
341159,2045,2012,SSA,ICEV-g,3.5t,0
341160,2050,2012,SSA,ICEV-g,3.5t,0
341167,2015,2012,SSA,BEV,26t,0
341168,2020,2012,SSA,BEV,26t,0
341169,2025,2012,SSA,BEV,26t,0
341170,2030,2012,SSA,BEV,26t,0
341171,2035,2012,SSA,BEV,26t,0
341172,2040,2012,SSA,BEV,26t,0
341173,2045,2012,SSA,BEV,26t,0
341174,2050,2012,SSA,BEV,26t,0
341181,2015,2012,SSA,FCEV,26t,0
341182,2020,2012,SSA,FCEV,26t,0
341183,2025,2012,SSA,FCEV,26t,0
341184,2030,2012,SSA,FCEV,26t,0
341185,2035,2012,SSA,FCEV,26t,0
341186,2040,2012,SSA,FCEV,26t,0
341187,2045,2012,SSA,FCEV,26t,0
